DrugName	CID
CHEMBL149246	77251
CHEMBL1493528	16682486
CHEMBL1494650	2402326
CHEMBL149502	3711
CHEMBL149603	447532
CHEMBL1496351	5282483
CHEMBL149724	44364273
CHEMBL1498652	135417048
CHEMBL1500740	664284
CHEMBL1500913	5310168
CHEMBL1501622	95692
CHEMBL150261	3543
CHEMBL150315	5329006
CHEMBL1503190	2296326
CHEMBL1503729	3491105
CHEMBL1504679	135516114
CHEMBL1504762	2051050
CHEMBL1506226	3965652
CHEMBL1507526	5310564
CHEMBL1509103	3230059
CHEMBL1509789	3032663
CHEMBL1510164	12005914
CHEMBL151146	3850181
CHEMBL1513348	6604901
CHEMBL1513392	9705
CHEMBL15134	2757
CHEMBL1517542	9587020
CHEMBL151797	96695
CHEMBL151840	438569
CHEMBL1518572	121926
CHEMBL151872	44365804
CHEMBL1519374	265940
CHEMBL151958	446752
CHEMBL1520282	2950121
CHEMBL1520346	100335
CHEMBL1520837	6604413
CHEMBL1521156	7578
CHEMBL152133	6918714
CHEMBL1522743	675843
CHEMBL1522984	5931120
CHEMBL1523215	7546
CHEMBL1523974	9666663
CHEMBL152543	9799221
CHEMBL1526167	135401444
CHEMBL1527	70837
CHEMBL1528359	658668
CHEMBL1529479	4440588
CHEMBL1529609	277277
CHEMBL1529697	223561
CHEMBL153057	6603901
CHEMBL1530911	135449223
CHEMBL1531222	5926438
CHEMBL1534034	165308
CHEMBL1534035	4124689
CHEMBL153505	5393176
CHEMBL1537417	1811924
CHEMBL153813	5287799
CHEMBL153843	6398883
CHEMBL1543865	71060
CHEMBL1545737	805345
CHEMBL154580	3799
CHEMBL1546223	1931465
CHEMBL1546228	344925
CHEMBL1547715	262424
CHEMBL1548739	2998990
CHEMBL1549738	657803
CHEMBL155103	5289613
CHEMBL155333	5312122
CHEMBL1553566	7216615
CHEMBL15544	7963
CHEMBL156075	6565
CHEMBL1561747	67239
CHEMBL156263	6539453
CHEMBL1563246	92730
CHEMBL1563896	2925330
CHEMBL1564100	5343237
CHEMBL1565444	701172
CHEMBL1567041	295298
CHEMBL1567571	1072148
CHEMBL1569213	72843
CHEMBL1569494	277385
CHEMBL156959	17748
CHEMBL156987	448008
CHEMBL1570199	3240795
CHEMBL157078	9954410
CHEMBL157087	15079634
CHEMBL157105	10342449
CHEMBL1572261	11869417
CHEMBL1572415	3243538
CHEMBL157258	6539482
CHEMBL157422	15079635
CHEMBL1574420	201986
CHEMBL1576310	3147411
CHEMBL1576338	2999370
CHEMBL1576659	9600644
CHEMBL15778	379514
CHEMBL1579130	6436079
CHEMBL157946	5311345
CHEMBL157946	6604951
CHEMBL1580175	2832029
CHEMBL1585652	2169010
CHEMBL158578	11398
CHEMBL1588237	2742171
CHEMBL1588679	658028
CHEMBL159096	4673492
CHEMBL159249	10220017
CHEMBL159315	127942
CHEMBL159332	132552
CHEMBL1593717	134778
CHEMBL1594640	658095
CHEMBL1594756	4088395
CHEMBL159820	10450624
CHEMBL1600564	327338
CHEMBL1601846	135483971
CHEMBL160333	6539478
CHEMBL1604848	5948316
CHEMBL1605629	935396
CHEMBL1606	65329
CHEMBL160672	15682881
CHEMBL1608067	1253521
CHEMBL1609016	300631
CHEMBL160937	6539466
CHEMBL1611308	228569
CHEMBL1622802	1405133
CHEMBL1623028	653020
CHEMBL1623897	2996938
CHEMBL1627202	89034
CHEMBL1627429	10717985
CHEMBL1628005	12985714
CHEMBL1628009	11493555
CHEMBL1628017	53322423
CHEMBL1628068	53322980
CHEMBL1628268	5282340
CHEMBL1628268	9806689
CHEMBL1628669	11531745
CHEMBL1628670	10130594
CHEMBL1630057	1489963
CHEMBL1630084	91933624
CHEMBL1630084	53316690
CHEMBL163970	11818
CHEMBL164138	5289320
CHEMBL164169	10069545
CHEMBL1642672	53319928
CHEMBL164449	11829
CHEMBL1645348	9972691
CHEMBL1645348	9948645
CHEMBL1645351	18003010
CHEMBL1645351	53319509
CHEMBL164585	6918
CHEMBL164745	9994776
CHEMBL1650245	27049
CHEMBL1652111	23583058
CHEMBL165372	21501
CHEMBL165878	12033284
CHEMBL166112	11767
CHEMBL166415	7048
CHEMBL166486	3856780
CHEMBL166606	10052173
CHEMBL1668301	852498
CHEMBL16685	94525
CHEMBL167003	125889
CHEMBL1672105	53308118
CHEMBL1672105	91932506
CHEMBL1672354	49871766
CHEMBL1673039	46844147
CHEMBL167316	11803
CHEMBL167350	44379453
CHEMBL167474	15237280
CHEMBL16751	5320693
CHEMBL167529	11764
CHEMBL167669	9958915
CHEMBL167804	15817161
CHEMBL167991	10030142
CHEMBL168075	10707
CHEMBL1681932	16742063
CHEMBL1682200	4763851
CHEMBL1682201	11184397
CHEMBL1682202	51346826
CHEMBL1682258	6438757
CHEMBL1683024	53321480
CHEMBL1684097	284727
CHEMBL1684098	257554
CHEMBL1684099	277833
CHEMBL1684241	16000100
CHEMBL1684242	53318624
CHEMBL168778	612414
CHEMBL1687979	4253236
CHEMBL1688556	219563
CHEMBL1689060	135565656
CHEMBL1689060	135565722
CHEMBL169046	65094
CHEMBL169186	5330197
CHEMBL169233	1598
CHEMBL169335	222572
CHEMBL169526	449035
CHEMBL169615	14802537
CHEMBL169616	14802521
CHEMBL169757	354471
CHEMBL170077	4447
CHEMBL1701911	721421
CHEMBL1701915	395181
CHEMBL1702181	1232838
CHEMBL1707907	235857
CHEMBL1708510	9581011
CHEMBL1709259	72701
CHEMBL1710181	10043694
CHEMBL171281	92851
CHEMBL171699	3006170
CHEMBL171806	14802522
CHEMBL17201	640180
CHEMBL1726814	
CHEMBL1728638	124656
CHEMBL1728978	226356
CHEMBL172988	9554
CHEMBL173082	10041121
CHEMBL1731432	1314069
CHEMBL17329	5353609
CHEMBL173562	6880
CHEMBL173729	6437875
CHEMBL1738840	10308091
CHEMBL1738936	3114779
CHEMBL1738937	2772641
CHEMBL173994	3400921
CHEMBL1740701	686636
CHEMBL17432	54929
CHEMBL1743358	36284
CHEMBL17442	6145900
CHEMBL174539	171833
CHEMBL174588	11313361
CHEMBL174847	14612854
CHEMBL175198	445785
CHEMBL175266	72721
CHEMBL175296	40302
CHEMBL175835	6918836
CHEMBL1761683	92855
CHEMBL1762593	54580980
CHEMBL1762594	54586842
CHEMBL176295	9884349
CHEMBL176467	1836
CHEMBL176495	11206245
CHEMBL1765371	5351661
CHEMBL1765740	46215815
CHEMBL176599	225906
CHEMBL176602	9543420
CHEMBL1767409	3033941
CHEMBL1770735	237074
CHEMBL177101	11349402
CHEMBL177126	6474309
CHEMBL1773343	52953040
CHEMBL177577	10427006
CHEMBL177749	11485425
CHEMBL177809	5149140
CHEMBL17784	23263
CHEMBL177991	3163532
CHEMBL178090	11332763
CHEMBL178130	656974
CHEMBL178221	9888588
CHEMBL1784521	53257735
CHEMBL1785002	53239985
CHEMBL178707	9865843
CHEMBL178938	11229234
CHEMBL1790045	6602241
CHEMBL1790051	56681668
CHEMBL1790051	44462219
CHEMBL1790415	9810600
CHEMBL1791395	56661181
CHEMBL179197	482190
CHEMBL1794051	56674921
CHEMBL1795737	56659561
CHEMBL179611	135403208
CHEMBL179691	11167850
CHEMBL1797159	19981254
CHEMBL1797707	53258425
CHEMBL1797708	53258426
CHEMBL1797709	56663053
CHEMBL1797711	56676753
CHEMBL1797712	252353
CHEMBL1797713	56676754
CHEMBL180010	11477180
CHEMBL1800368	18632368
CHEMBL180071	11368987
CHEMBL1801219	46911631
CHEMBL180300	449208
CHEMBL180312	44390756
CHEMBL180517	11149479
CHEMBL180561	
CHEMBL180672	6918446
CHEMBL180792	449209
CHEMBL180917	297589
CHEMBL180966	6604909
CHEMBL181071	22629308
CHEMBL1813518	834420
CHEMBL18136	5326608
CHEMBL18136	5496635
CHEMBL1814509	5354467
CHEMBL181633	4302963
CHEMBL1818218	53380803
CHEMBL181936	4369568
CHEMBL182150	9934033
CHEMBL182260	5330608
CHEMBL182310	1449
CHEMBL182323	6540267
CHEMBL1823787	54769379
CHEMBL1829173	46854655
CHEMBL1833984	14309062
CHEMBL1834096	49784944
CHEMBL1834951	56683050
CHEMBL1836411	15673743
CHEMBL18380	153965
CHEMBL184048	448513
CHEMBL184074	9806489
CHEMBL184151	656953
CHEMBL184410	70119
CHEMBL184444	449162
CHEMBL184450	6618
CHEMBL184651	11403745
CHEMBL185097	5288259
CHEMBL185515	10200844
CHEMBL18591	440046
CHEMBL185918	4369550
CHEMBL185951	10446295
CHEMBL186007	7244
CHEMBL1863271	86287521
CHEMBL186483	199994
CHEMBL186525	44397436
CHEMBL186526	5730
CHEMBL1865517	992585
CHEMBL186674	11493740
CHEMBL187105	5287551
CHEMBL1871992	2473940
CHEMBL187216	224604
CHEMBL1873045	51361445
CHEMBL187354	44397464
CHEMBL1873684	5954
CHEMBL187412	44397491
CHEMBL187559	44397336
CHEMBL187682	5712110
CHEMBL187771	44397465
CHEMBL187789	44398214
CHEMBL187813	44397533
CHEMBL187883	44397516
CHEMBL187926	5355577
CHEMBL188031	44397540
CHEMBL18840	1809
CHEMBL188434	11393719
CHEMBL188494	44397635
CHEMBL188641	408974
CHEMBL188678	11327430
CHEMBL188762	4709
CHEMBL188819	44397532
CHEMBL188822	44397713
CHEMBL1888586	22464120
CHEMBL188865	11464526
CHEMBL188887	44397405
CHEMBL188910	44397333
CHEMBL1889303	51361446
CHEMBL188940	44397641
CHEMBL189035	44397500
CHEMBL189338	9844320
CHEMBL189414	10244841
CHEMBL189434	1587957
CHEMBL189545	44397383
CHEMBL189548	
CHEMBL189607	5289179
CHEMBL189724	408043
CHEMBL189753	6918788
CHEMBL189790	5281431
CHEMBL189790	118701530
CHEMBL189938	5288679
CHEMBL190201	2059510
CHEMBL1902074	51361444
CHEMBL190305	44397610
CHEMBL190467	10286462
CHEMBL190469	44397542
CHEMBL190474	6214038
CHEMBL190497	23664784
CHEMBL190497	91936800
CHEMBL190533	10120078
CHEMBL190635	9887925
CHEMBL190801	4369452
CHEMBL1908395	11676971
CHEMBL1908395	44551653
CHEMBL1908396	9869779
CHEMBL190883	9841596
CHEMBL191060	11149906
CHEMBL1910970	54756939
CHEMBL1910970	54756938
CHEMBL1910971	54756940
CHEMBL1910971	54756941
CHEMBL191275	11483970
CHEMBL191384	
CHEMBL1915269	54764154
CHEMBL1915270	57399081
CHEMBL1915271	5283999
CHEMBL191534	10027372
CHEMBL1915783	46187519
CHEMBL191598	5326866
CHEMBL191611	286701
CHEMBL191632	118458
CHEMBL1917204	2733079
CHEMBL192154	6102691
CHEMBL192244	11271978
CHEMBL192264	11490180
CHEMBL1923521	23722970
CHEMBL192359	9797568
CHEMBL1923999	2566134
CHEMBL192626	292560
CHEMBL1927048	12082
CHEMBL1927670	56950927
CHEMBL1927684	57394023
CHEMBL192894	764764
CHEMBL193059	9799499
CHEMBL193093	2807869
CHEMBL193156	27934
CHEMBL193233	4369451
CHEMBL193264	5326869
CHEMBL1933308	11988
CHEMBL193342	5187941
CHEMBL193438	9895868
CHEMBL1934585	15411208
CHEMBL1935538	56967399
CHEMBL193648	2837872
CHEMBL193676	6852154
CHEMBL193836	5331325
CHEMBL1939433	20885
CHEMBL1939687	5964636
CHEMBL1939691	6284052
CHEMBL1940084	325139
CHEMBL194009	90334
CHEMBL1941031	56951181
CHEMBL1941138	444348
CHEMBL194176	4369497
CHEMBL194322	5289514
CHEMBL1945287	18877472
CHEMBL1946013	56946741
CHEMBL1946014	56946742
CHEMBL1946449	56945213
CHEMBL194805	11742
CHEMBL194881	66030
CHEMBL194911	5326956
CHEMBL194986	44403736
CHEMBL195033	2734580
CHEMBL1951415	11681588
CHEMBL195168	11283830
CHEMBL1952259	11564
CHEMBL195350	3410248
CHEMBL195368	101798
CHEMBL195393	5326871
CHEMBL195450	5326870
CHEMBL195515	9799518
CHEMBL195540	16122590
CHEMBL1956069	9933545
CHEMBL1956070	9911652
CHEMBL1956073	
CHEMBL195965	44403640
CHEMBL196444	
CHEMBL196514	9954003
CHEMBL196526	9547919
CHEMBL196573	44403742
CHEMBL196585	76302
CHEMBL196779	9911469
CHEMBL196814	5714570
CHEMBL1972216	5411796
CHEMBL197277	5287728
CHEMBL197603	9549184
CHEMBL1983317	5934332
CHEMBL198408	9547901
CHEMBL1984884	85895
CHEMBL198666	68482
CHEMBL198759	4817
CHEMBL1989750	9678687
CHEMBL1989853	2850825
CHEMBL199015	11039077
CHEMBL1990783	5411787
CHEMBL199237	2352168
CHEMBL1994034	135401433
CHEMBL199464	44405177
CHEMBL19954	72512
CHEMBL199592	135400282
CHEMBL199659	1138119
CHEMBL1997335	2876406
CHEMBL1998001	5377203
CHEMBL2002487	135451354
CHEMBL200255	5287470
CHEMBL2002849	135403586
CHEMBL2003658	5458565
CHEMBL200435	5326979
CHEMBL200469	5287469
CHEMBL200495	9547900
CHEMBL2005186	11950170
CHEMBL200528	5459373
CHEMBL200673	11687831
CHEMBL200762	135461039
CHEMBL201013	6852176
CHEMBL201115	9806160
CHEMBL201232	11237664
CHEMBL201325	781196
CHEMBL2016680	70691647
CHEMBL2017291	52912189
CHEMBL201880	6102812
CHEMBL2018969	46861584
CHEMBL201930	10198431
CHEMBL2022241	57384018
CHEMBL202243	44407397
CHEMBL2023109	46200989
CHEMBL2023733	56964349
CHEMBL2024096	11983356
CHEMBL202431	15942658
CHEMBL202519	97472
CHEMBL202609	11711595
CHEMBL202701	23190
CHEMBL202721	9914412
CHEMBL2028044	57504040
CHEMBL2028045	1000261
CHEMBL2028050	18566672
CHEMBL2028056	940283
CHEMBL2028063	2918568
CHEMBL2028066	3606116
CHEMBL2028068	4267688
CHEMBL202839	6102708
CHEMBL202861	10071178
CHEMBL202864	10406223
CHEMBL202930	10125830
CHEMBL202932	6852147
CHEMBL202969	690399
CHEMBL202990	11178122
CHEMBL203213	25055596
CHEMBL203239	44408739
CHEMBL203251	44406697
CHEMBL203365	9918983
CHEMBL203407	11574606
CHEMBL203477	44406807
CHEMBL203517	5327152
CHEMBL203569	23586146
CHEMBL2036072	46938678
CHEMBL2036119	60148068
CHEMBL2036124	60148075
CHEMBL203631	10364826
CHEMBL20377	126388
CHEMBL203836	5287459
CHEMBL204086	9543486
CHEMBL204155	44409560
CHEMBL204215	44408683
CHEMBL204357	9849669
CHEMBL204377	44407803
CHEMBL204459	6102824
CHEMBL204543	11318
CHEMBL204631	12015910
CHEMBL2047666	62707360
CHEMBL204780	11536936
CHEMBL204785	6420159
CHEMBL204997	135403661
CHEMBL205098	11957393
CHEMBL2052019	3938007
CHEMBL2052019	9796088
CHEMBL2052026	135428095
CHEMBL205437	11675645
CHEMBL205654	10125445
CHEMBL2057662	24204784
CHEMBL205786	6857690
CHEMBL2057864	96580
CHEMBL205792	6102822
CHEMBL205821	5497171
CHEMBL2058994	169266
CHEMBL2059067	5771616
CHEMBL2059068	673262
CHEMBL2059074	315113
CHEMBL2059274	272566
CHEMBL2059711	70690607
CHEMBL206046	44412060
CHEMBL206109	23586145
CHEMBL206162	44408837
CHEMBL2062144	14802539
CHEMBL2062146	9916170
CHEMBL2062277	70694810
CHEMBL2062804	57336812
CHEMBL2062862	10384983
CHEMBL2062863	70690654
CHEMBL2062868	70692803
CHEMBL2062869	70696890
CHEMBL2063052	308512
CHEMBL2063510	70692857
CHEMBL2063681	56963903
CHEMBL2063687	70684410
CHEMBL206443	5471440
CHEMBL206540	684193
CHEMBL206575	1728080
CHEMBL206629	342704
CHEMBL2069623	53472153
CHEMBL207004	5275766
CHEMBL207057	44410706
CHEMBL207095	6102820
CHEMBL2071180	845978
CHEMBL207228	6540289
CHEMBL207360	1075248
CHEMBL207496	6914614
CHEMBL207529	11523232
CHEMBL207672	1036901
CHEMBL207701	135431463
CHEMBL207729	5288615
CHEMBL207824	11617054
CHEMBL207986	1097674
CHEMBL207994	16122643
CHEMBL208171	11442807
CHEMBL208239	135431462
CHEMBL208519	44412112
CHEMBL208828	1113004
CHEMBL2088301	70689077
CHEMBL2088303	70689078
CHEMBL2088730	60143342
CHEMBL2088731	60148069
CHEMBL2089125	46937165
CHEMBL208943	449097
CHEMBL209148	11467730
CHEMBL2094422	6870053
CHEMBL2094456	9572803
CHEMBL2094484	9618012
CHEMBL2094499	67274
CHEMBL2094532	1380884
CHEMBL2094549	5348842
CHEMBL2094567	5335613
CHEMBL2094573	5343621
CHEMBL2094652	135459549
CHEMBL2094665	9615829
CHEMBL2094789	135433282
CHEMBL2094833	135460546
CHEMBL2095095	5676317
CHEMBL209617	1049055
CHEMBL209720	4369390
CHEMBL209740	9543521
CHEMBL209849	136043837
CHEMBL210036	1103113
CHEMBL210147	11630146
CHEMBL210309	187238
CHEMBL210411	688659
CHEMBL210602	5312142
CHEMBL210618	11624601
CHEMBL210692	44412004
CHEMBL210766	10301426
CHEMBL210778	248986
CHEMBL2110360	10300618
CHEMBL2110363	10204153
CHEMBL2110371	10449757
CHEMBL211042	1376447
CHEMBL211045	216345
CHEMBL2112314	9936230
CHEMBL211243	136043836
CHEMBL2113386	71459954
CHEMBL211405	9887381
CHEMBL2115032	14659268
CHEMBL21156	5494425
CHEMBL211614	11987846
CHEMBL211670	92222
CHEMBL211769	5288525
CHEMBL212301	71070
CHEMBL212314	2795741
CHEMBL212522	1069140
CHEMBL212616	5289531
CHEMBL212625	11605883
CHEMBL21283	10324083
CHEMBL213148	44416453
CHEMBL213618	16043304
CHEMBL213661	9860102
CHEMBL213758	9547959
CHEMBL214205	408285
CHEMBL214253	4369491
CHEMBL214393	6030
CHEMBL2144069	11676786
CHEMBL214498	44416787
CHEMBL214502	9547958
CHEMBL214678	11188955
CHEMBL214719	11627859
CHEMBL214951	44416758
CHEMBL214957	9826520
CHEMBL2151157	11452311
CHEMBL215205	135398514
CHEMBL2152070	57706778
CHEMBL2153434	13953710
CHEMBL215344	1933
CHEMBL2159511	25164607
CHEMBL216228	11452268
CHEMBL216430	11281523
CHEMBL2164551	9838729
CHEMBL2164552	9879103
CHEMBL2164761	59086459
CHEMBL216543	3707
CHEMBL216596	44418724
CHEMBL216697	11987868
CHEMBL216754	11440762
CHEMBL216836	44418303
CHEMBL216837	16049784
CHEMBL216857	16049783
CHEMBL216885	44418141
CHEMBL216973	70766
CHEMBL2170369	71455183
CHEMBL217068	11290116
CHEMBL2171117	52921863
CHEMBL2171124	53469448
CHEMBL2171778	56967933
CHEMBL2171781	56967986
CHEMBL2171782	56967987
CHEMBL2171793	56967992
CHEMBL2171794	56967937
CHEMBL2171795	56968045
CHEMBL2171803	56967253
CHEMBL2171807	56967318
CHEMBL2171812	56967381
CHEMBL2172378	23664178
CHEMBL217354	11455910
CHEMBL217366	3072540
CHEMBL217423	9919495
CHEMBL217425	11973810
CHEMBL217626	11440885
CHEMBL217660	11964508
CHEMBL217665	4567175
CHEMBL217712	11155432
CHEMBL217716	10452725
CHEMBL2178583	66575622
CHEMBL2178586	
CHEMBL2178596	
CHEMBL217914	9549258
CHEMBL2179319	49765871
CHEMBL217969	44418301
CHEMBL2179805	71450146
CHEMBL218006	135513268
CHEMBL2181039	15504852
CHEMBL2181040	71455613
CHEMBL2181041	71462763
CHEMBL2181046	71459257
CHEMBL2182009	17384458
CHEMBL218202	44418317
CHEMBL218253	44418344
CHEMBL218289	15991577
CHEMBL218382	9804302
CHEMBL218956	44418373
CHEMBL219027	44418367
CHEMBL219126	44418733
CHEMBL219134	44418726
CHEMBL219160	16109435
CHEMBL219179	9861462
CHEMBL219182	16094676
CHEMBL219243	44418326
CHEMBL219387	44418725
CHEMBL219416	135410720
CHEMBL219445	11955614
CHEMBL219484	425841
CHEMBL219556	44418338
CHEMBL219557	11341869
CHEMBL219580	44418349
CHEMBL219625	16109430
CHEMBL219684	9854142
CHEMBL219695	6420119
CHEMBL219841	1473242
CHEMBL219970	44418308
CHEMBL220048	321796
CHEMBL220087	1483
CHEMBL220180	44418312
CHEMBL220304	44418331
CHEMBL220320	135449325
CHEMBL220346	11701820
CHEMBL220352	44418313
CHEMBL2203703	44241710
CHEMBL2203704	44241723
CHEMBL2203705	71457524
CHEMBL2203706	71453994
CHEMBL2203707	71452185
CHEMBL2203708	11490769
CHEMBL2203709	71455736
CHEMBL2203843	54758482
CHEMBL220396	11500493
CHEMBL220413	44418354
CHEMBL220428	11633167
CHEMBL2204435	54344821
CHEMBL2204495	68107965
CHEMBL220467	1543
CHEMBL220513	16040261
CHEMBL220529	9549259
CHEMBL2205805	667748
CHEMBL22062	47508
CHEMBL2207339	71461461
CHEMBL2208195	71459806
CHEMBL2208196	71450757
CHEMBL2208197	71461523
CHEMBL220845	7381
CHEMBL220896	11507920
CHEMBL221047	67254
CHEMBL221118	11586735
CHEMBL221170	11659487
CHEMBL221181	135525556
CHEMBL221300	6604874
CHEMBL221325	44420298
CHEMBL221343	16109428
CHEMBL22148	93114
CHEMBL221486	44418996
CHEMBL2216899	11492951
CHEMBL221721	231116
CHEMBL221733	235593
CHEMBL221735	10156987
CHEMBL221877	15984076
CHEMBL222002	657061
CHEMBL222476	5326977
CHEMBL222501	135461982
CHEMBL222504	11462102
CHEMBL222556	145726
CHEMBL222602	
CHEMBL222649	23648296
CHEMBL222719	11392960
CHEMBL222808	324974
CHEMBL222837	3558590
CHEMBL222993	235538
CHEMBL222994	66546
CHEMBL223007	312765
CHEMBL223026	135566322
CHEMBL223147	135564980
CHEMBL223331	25196629
CHEMBL223339	15602982
CHEMBL223505	9561005
CHEMBL223512	11348631
CHEMBL223575	83107
CHEMBL223873	44422489
CHEMBL223977	11427528
CHEMBL224032	
CHEMBL224227	25196850
CHEMBL224246	25196851
CHEMBL224318	13254
CHEMBL224778	25196630
CHEMBL225210	16040279
CHEMBL225257	7421
CHEMBL225485	44422187
CHEMBL225513	676310
CHEMBL225519	11715767
CHEMBL225543	25196633
CHEMBL225563	29354
CHEMBL225601	25196743
CHEMBL225664	449127
CHEMBL225869	44423570
CHEMBL225986	92824
CHEMBL226403	10389239
CHEMBL226471	11992146
CHEMBL226574	11352366
CHEMBL226630	9818682
CHEMBL226838	9858940
CHEMBL227123	439356
CHEMBL227179	10524711
CHEMBL227222	16731825
CHEMBL227298	423583
CHEMBL227381	5327109
CHEMBL227704	44422654
CHEMBL22778	122187
CHEMBL227924	15602983
CHEMBL227937	656911
CHEMBL227954	23647311
CHEMBL227959	15987648
CHEMBL228043	54676905
CHEMBL228057	17473
CHEMBL228077	656912
CHEMBL228132	3246448
CHEMBL228133	16122633
CHEMBL228224	16122634
CHEMBL228369	1190625
CHEMBL228451	10135969
CHEMBL228654	11161844
CHEMBL228737	44426820
CHEMBL229264	
CHEMBL229855	16122642
CHEMBL230137	24779677
CHEMBL230153	6914633
CHEMBL230172	23647763
CHEMBL230347	24779676
CHEMBL230354	23656870
CHEMBL2304255	71717867
CHEMBL230510	44425672
CHEMBL230686	11562302
CHEMBL230910	10024590
CHEMBL23094	20039
CHEMBL231095	24779674
CHEMBL2311194	12259685
CHEMBL2311194	71717297
CHEMBL2313444	8167160
CHEMBL2313445	71720369
CHEMBL231522	9895503
CHEMBL231622	65012
CHEMBL2316602	9609685
CHEMBL231950	137349070
CHEMBL232148	5828196
CHEMBL232557	15942652
CHEMBL232566	10250490
CHEMBL232782	9956414
CHEMBL232827	11740318
CHEMBL232942	16040268
CHEMBL233149	137349062
CHEMBL233194	9579598
CHEMBL233209	447622
CHEMBL2332126	71665268
CHEMBL2332127	71665311
CHEMBL2332128	71665312
CHEMBL2332279	23169640
CHEMBL2332580	71624915
CHEMBL2332783	67299
CHEMBL2333445	71568837
CHEMBL233349	137349069
CHEMBL2333543	71665736
CHEMBL2333548	13818876
CHEMBL233360	11538992
CHEMBL233457	136060576
CHEMBL233553	137349058
CHEMBL233608	44431065
CHEMBL233611	23661637
CHEMBL2336666	53372753
CHEMBL233970	137349068
CHEMBL233992	9954980
CHEMBL234338	96506
CHEMBL234619	135779789
CHEMBL2347630	71718960
CHEMBL2347631	71718364
CHEMBL2347632	71680586
CHEMBL2347633	71719569
CHEMBL2347759	71662268
CHEMBL2347958	10163178
CHEMBL2348411	71584599
CHEMBL234940	10238338
CHEMBL235157	17754396
CHEMBL23552	107758
CHEMBL235585	24748863
CHEMBL235891	3136668
CHEMBL236086	9927355
CHEMBL2365680	62296
CHEMBL2365712	168871
CHEMBL236573	24768528
CHEMBL236708	135460987
CHEMBL236718	11197931
CHEMBL236720	16758226
CHEMBL236777	135424789
CHEMBL236822	194328
CHEMBL237127	23644582
CHEMBL237337	10320144
CHEMBL2374078	11957626
CHEMBL237570	24180608
CHEMBL237571	44433173
CHEMBL237600	14899645
CHEMBL237786	24180585
CHEMBL23796	822774
CHEMBL238103	507806
CHEMBL238349	44434253
CHEMBL238359	24748864
CHEMBL238624	425241
CHEMBL2392553	25015677
CHEMBL239383	44431062
CHEMBL239439	276707
CHEMBL239507	11616886
CHEMBL239508	16750123
CHEMBL2397415	53472683
CHEMBL239857	16040323
CHEMBL240355	6914627
CHEMBL240416	3000498
CHEMBL240719	1944
CHEMBL240725	6420118
CHEMBL240954	10459196
CHEMBL241577	16058630
CHEMBL241813	5407860
CHEMBL241823	44427175
CHEMBL241824	44427176
CHEMBL241909	102928
CHEMBL242004	16756754
CHEMBL242046	44427180
CHEMBL242047	44427182
CHEMBL242048	44427183
CHEMBL242171	676289
CHEMBL242172	676295
CHEMBL242237	16058637
CHEMBL242385	5322064
CHEMBL242737	9844011
CHEMBL242756	9798655
CHEMBL242967	44429060
CHEMBL242968	44429062
CHEMBL243024	9861547
CHEMBL243195	44429065
CHEMBL24322	9829012
CHEMBL243731	17758920
CHEMBL243940	17759780
CHEMBL243978	9969613
CHEMBL244023	2308087
CHEMBL244268	11503766
CHEMBL244342	16741238
CHEMBL244416	23643351
CHEMBL244707	676309
CHEMBL2448578	73354171
CHEMBL245049	44427174
CHEMBL245549	16040281
CHEMBL245678	24752832
CHEMBL247272	17756743
CHEMBL247374	9948440
CHEMBL247471	11249248
CHEMBL247920	16122583
CHEMBL248088	16048644
CHEMBL24811	5287461
CHEMBL248176	16129582
CHEMBL248643	447874
CHEMBL249190	650638
CHEMBL249334	11304412
CHEMBL249447	6474310
CHEMBL249448	5281780
CHEMBL249530	10249180
CHEMBL24957	16741227
CHEMBL249736	10042950
CHEMBL24983	1609
CHEMBL249847	4369084
CHEMBL250053	941731
CHEMBL250409	16750106
CHEMBL250428	310557
CHEMBL250699	16038374
CHEMBL250787	23661697
CHEMBL25083	178077
CHEMBL251077	443672
CHEMBL251429	23729147
CHEMBL25186	5287488
CHEMBL251876	11774068
CHEMBL251949	10416322
CHEMBL252048	10226014
CHEMBL252124	135446210
CHEMBL252128	10134493
CHEMBL252136	3001093
CHEMBL252137	3001094
CHEMBL252151	5333835
CHEMBL25230	119029
CHEMBL252417	1382255
CHEMBL252967	447872
CHEMBL253364	44445109
CHEMBL253608	23653532
CHEMBL253786	5391140
CHEMBL253825	23653533
CHEMBL253951	135616914
CHEMBL253976	24778299
CHEMBL253989	94330
CHEMBL253994	3001162
CHEMBL253995	3001163
CHEMBL253996	3001164
CHEMBL254077	75064
CHEMBL254156	24180124
CHEMBL254201	3001083
CHEMBL254206	3001166
CHEMBL254520	448258
CHEMBL254628	3001105
CHEMBL254778	11339118
CHEMBL254836	3001106
CHEMBL254839	3001108
CHEMBL255067	9676716
CHEMBL255068	9593589
CHEMBL255088	44445025
CHEMBL255300	16138308
CHEMBL25554	5685
CHEMBL255590	24180717
CHEMBL255683	11468733
CHEMBL255750	24748050
CHEMBL255787	11351968
CHEMBL255787	23232014
CHEMBL255858	10278617
CHEMBL255874	25011731
CHEMBL256062	1070159
CHEMBL256075	10004036
CHEMBL256315	135908260
CHEMBL256725	24836813
CHEMBL256777	3630776
CHEMBL256892	5287596
CHEMBL256967	324094
CHEMBL257036	263366
CHEMBL257119	409805
CHEMBL257158	5289024
