DrugName	CID
CHEMBL9179	44265823
CHEMBL91867	2776
CHEMBL92277	447502
CHEMBL92309	560326
CHEMBL92361	447682
CHEMBL92387	4141
CHEMBL92404	449015
CHEMBL92567	448022
CHEMBL92608	5487313
CHEMBL92636	114683
CHEMBL93560	449013
CHEMBL93647	447339
CHEMBL93655	3423
CHEMBL93687	5111
CHEMBL93796	10574241
CHEMBL94061	5328969
CHEMBL94277	4469805
CHEMBL94417	4630909
CHEMBL94631	5311261
CHEMBL94646	44327926
CHEMBL95051	10917690
CHEMBL95097	447510
CHEMBL95104	10028436
CHEMBL9519	145729
CHEMBL95207	22464113
CHEMBL95311	4292
CHEMBL95502	10475737
CHEMBL95700	445576
CHEMBL95704	124496
CHEMBL96097	9805998
CHEMBL96433	447476
CHEMBL96467	9830741
CHEMBL96741	5171
CHEMBL96852	33166
CHEMBL96862	444450
CHEMBL97355	32594
CHEMBL97858	5842955
CHEMBL98241	9845181
CHEMBL98408	6918465
CHEMBL98422	9889727
CHEMBL9843	6604858
CHEMBL98865	2819266
CHEMBL99408	11373
CHEMBL99447	1854
CHEMBL99553	9847474
CHEMBL99842	447652
CHEMBL99889	444746
CHEMBL99896	3001133
CHENODIOL	10133
CHF4227	9912639
CHIAURANIB	49779393
CHIDAMIDE	9800555
CHINIOFON	11043
CHINOMETHIONAT	17109
CHIR-99021	9956119
CHITODEXTRIN	439326
CHLAMYDOCIN	124134
CHLAMYDOCIN	9958520
CHLAMYDOCIN	2706
CHLAMYDOCIN	73356211
CHLOPHEDIANOL	2795
CHLORACYZINE	13113
CHLORALIN	9809
CHLORAMBUCIL	2708
CHLORAMPHENICOL	5959
CHLORAMPHENICOL PALMITATE	443382
CHLORANIL	8371
CHLORBROMURON	25912
CHLORCYCLIZINE	2710
CHLORDANE	5993
CHLORDIAZEPOXIDE	2712
CHLORDIAZEPOXIDE HYDROCHLORIDE	9916
CHLORFENAPYR	91778
CHLORHEXIDINE	9552079
CHLORHEXIDINE DIACETATE	9562059
CHLORHEXIDINE HYDROCHLORIDE	9571016
CHLORISONDAMINE	6244
CHLORMADINONE	5284533
CHLORMADINONE ACETATE	9324
CHLORMERODRIN	25210
CHLORMEZANONE	2717
CHLORMIDAZOLE	71821
CHLOROACETIC ACID	300
CHLOROACETOXYQUINOLINE	2718
CHLOROBENZILATE	10522
CHLOROBIOCIN	54706138
CHLOROBIOCIN	54677920
CHLOROBIOCIN	101643293
CHLOROBUTANOL	5977
CHLOROCRESOL	1732
CHLORODEOXYURIDINE	65510
CHLOROETHYLCLONIDINE	104973
CHLOROFORM	6212
CHLOROGENIC ACID	1794427
CHLOROGUANIDE	6178111
CHLOROPHACINONE	19402
CHLOROPHENOTHANE	3036
CHLOROPHENYLPIPERAZINE	
CHLOROPICRIN	6423
CHLOROPROCAINE	8612
CHLOROPROCAINE HYDROCHLORIDE	441348
CHLOROPUUPEHENONE	9998777
CHLOROPYRAMINE	25295
CHLOROQUINE	2719
CHLOROQUINE-PYROLIDINYL	
CHLOROTHALONIL	15910
CHLOROTHIAZIDE	2720
CHLOROTHIAZIDE SODIUM	23675744
CHLOROTOXIN	86278273
CHLOROTOXIN	156588211
CHLOROTOXIN	155885738
CHLOROTOXIN	164517378
CHLOROTRIANISENE	11289
CHLOROTRIPHENYLSTANNANE	12540
CHLOROXINE	2722
CHLOROXURON	16115
CHLOROXYLENOL	2723
CHLORPHENIRAMINE	2725
CHLORPHENIRAMINE MALEATE	5281068
CHLORPHENIRAMINE POLISTIREX	2725
CHLORPHENTERMINE HYDROCHLORIDE	65477
CHLORPHRIFOS OXON	21804
CHLORPROGUANIL	9571037
CHLORPROMAZINE	2726
CHLORPROMAZINE HYDROCHLORIDE	6240
CHLORPROPAMIDE	2727
CHLORPROPHAM	2728
CHLORPROTHIXENE	667467
CHLORPYRAMIN HYDROCHLORIDE	80311
CHLORPYRIFOS	2730
CHLORPYRIFOS-METHYL	21803
CHLORQUINALDOL	6301
CHLORTETRACYCLINE HYDROCHLORIDE	54682468
CHLORTETRACYCLINE HYDROCHLORIDE	54684459
CHLORTETRACYCLINE HYDROCHLORIDE	54729846
CHLORTETRACYCLINE HYDROCHLORIDE	54686893
CHLORTETRACYCLINE HYDROCHLORIDE	163285184
CHLORTHALIDONE	2732
CHLORZOXAZONE	2733
CHOLECALCIFEROL	5280795
CHOLECALCIFEROL	117064495
CHOLESTAN-3BETA,5ALPHA,6BETA-TRIOL	91498
CHOLESTAN-3BETA,5ALPHA,6BETA-TRIOL	6710747
CHOLESTEROL	5997
CHOLESTYRAMINE	137699107
CHOLIC ACID	221493
CHOLINE	305
CHOLINE ALFOSCERATE	657272
CHOLINE CHLORIDE	6209
CHOLINE FENOFIBRATE	11350701
CHOLINE MAGNESIUM TRISALICYLATE	54682045
CHOLINE SALICYLATE	54686350
CHONDROITIN SULFATE	24766
CHONDROITIN SULFATE	21873177
CHORIOGONADOTROPIN ALFA	
CHROMIC CHLORIDE	
CHROMOCARB	2741
CHROMOTROPATE	67220
CHRYSENE	9171
CHRYSIN	5281607
CHRYSIN DIMETHYL ETHER	88881
CHRYSOERIOL	5280666
CHRYSOPHANOL	10208
CHS-828	148198
CHYMOPAPAIN	9002
CHYMOPAPAIN	9001
CHYMOSTATIN	443119
CHYMOSTATIN	103535
CHYMOSTATIN	46936189
CHYMOSTATIN	129894295
CHYMOSTATIN	15942730
CI-1040	6918454
CI-218872	107950
CI-988	108187
CIANIDANOL	9064
CIBACRON BLUE	172469
CIBINETIDE	91810664
CICAPROST	5311044
CICHORIC ACID	5281764
CICLESONIDE	6918155
CICLOPIROX	2749
CICLOPIROX OLAMINE	38911
CICLOPROLOL	146294
CIDOFOVIR	60613
CIFORADENANT	44537963
CIGLITAZONE	2750
CILANSETRON	6918107
CILASTATIN	6435415
CILASTATIN SODIUM	23663403
CILASTATIN SODIUM	9800065
CILASTATIN SODIUM	45480603
CILASTATIN SODIUM	73415809
CILAZAPRIL	56330
CILAZAPRILAT	64766
CILENGITIDE	176873
CILIARY NEUROTROPHIC FACTOR	
CILMOSTIM	
CILNIDIPINE	5282138
CILOBRADINE	9869877
CILOFEXOR	71228883
CILOMILAST	151170
CILOSTAMIDE	2753
CILOSTAZOL	2754
CILUPREVIR	9853710
CIMETIDINE	2756
CIMETIDINE HYDROCHLORIDE	50963
CIMICOXIB	213053
CIMIPRONIDINE	21594000
CIMIRACEMATE A	5315874
CINACALCET	156419
CINACALCET HYDROCHLORIDE	156418
CINACIGUAT	9808022
CINALUKAST	6436135
CINANSERIN	5475158
CINAZEPAM	629281
CINITAPRIDE	68867
CINNAMALDEHYDE	637511
CINNAMIC ACID HYDROXAMATE	11708451
CINNAMTANNIN B1	475277
CINNARIZINE	1547484
CINOBUFAGIN	11969542
CINOBUFOTALIN	259776
CINOLAZEPAM	3033621
CINOXACIN	2762
CINPANEMAB	
CINROMIDE	688145
CINRYZE	
CINTAZONE	16347
CINTREDEKIN BESUDOTOX	
CIPARGAMIN	44469321
CIPEMASTAT	9824350
CIPRALISANT	6450823
CIPRALISANT MALEATE	6450822
CIPROFIBRATE	2763
CIPROFLOXACIN	2764
CIPROXIFAN	6422124
CIRAZOLINE	2765
CIRMTUZUMAB	
CIRSIMARIN	159460
CIRSIMARITIN	188323
CIS-RESVERATROL	1548910
CIS/TRANS-ISOEUGENOL	7338
CISAPRIDE	6917698
CISAPRIDE	2769
CISAPRIDE	5311047
CISAPRIDE	6604902
CISAPRIDE	44279790
CISATRACURIUM	62887
CISATRACURIUM BESYLATE	62886
CISPLATIN	5702198
CITALOPRAM	2771
CITALOPRAM HYDROBROMIDE	77995
CITARINOSTAT	53340426
CITATUZUMAB BOGATOX	
CITIBRASINE	19093029
CITICOLINE SODIUM	36605
CITICOLINE SODIUM	517713
CITICOLINE SODIUM	16211925
CITICOLINE SODIUM	46738085
CITICOLINE SODIUM	92131751
CITRAL	638011
CITRIC ACID	311
CITRONELLOL	8842
CITRONELLYL ACETATE	9017
CITROPTEN	2775
CIXUTUMUMAB	
CIZOLIRTINE	132412
CJM-112	
CL-329167	6918269
CL-976	
CLADRIBINE	20279
CLADRIN	5748605
CLANFENUR	68684
CLARITHROMYCIN	84029
CLASCOTERONE	11750009
CLAUSINE E	5315951
CLAVARINONE	10005132
CLAVULANIC ACID	5280980
CLAZAKIZUMAB	
CLAZOSENTAN	6433095
CLEBOPRIDE	2780
CLEBOPRIDE MALEATE	6420010
CLEMASTINE	26987
CLEMASTINE FUMARATE	5281069
CLEMIZOLE	2782
CLENBUTEROL	2783
CLENBUTEROL HYDROCHLORIDE	5702273
CLENOLIXIMAB	
CLEVIDIPINE	153994
CLEVUDINE	73115
CLEVUDINE	72327
CLEVUDINE	67236438
CLEVUDINE	5270576
CLEVUDINE	352992
CLIDINIUM	2784
CLIDINIUM BROMIDE	19004
CLINAFLOXACIN	60063
CLINDAMYCIN	446598
CLINOFIBRATE	2787
CLIOQUINOL	2788
CLIOXANIDE	26695
CLOBAZAM	2789
CLOBENPROPIT	2790
CLOBETASOL	5311051
CLOBETASOL PROPIONATE	32798
CLOBETASONE	71387
CLOCAPRAMINE	2793
CLOCINNAMOX	6540640
CLOCORTOLONE	5311052
CLOCORTOLONE PIVALATE	5282493
CLODINAFOP	5483847
CLODRONATE DISODIUM	31195
CLODRONATE DISODIUM	23724874
CLODRONATE DISODIUM	73554303
CLODRONATE DISODIUM	92043568
CLODRONATE DISODIUM	25419
CLODRONATE DISODIUM	9838967
CLODRONATE DISODIUM	9863899
CLODRONIC ACID	25419
CLOFARABINE	119182
CLOFAZIMINE	2794
CLOFENOXYDE	194699
CLOFIBRATE	2796
CLOFIBRIC ACID	2797
CLOFILIUM	2798
CLOFLUCARBAN	9719
CLOFOCTOL	2799
CLOFOREX	26602
CLOMETHIAZOLE	10783
CLOMIPHENE	1548953
CLOMIPHENE	2800
CLOMIPHENE	1548955
CLOMIPHENE CITRATE	3033832
CLOMIPHENE CITRATE	60974
CLOMIPHENE CITRATE	6420009
CLOMIPRAMINE	2801
CLOMIPRAMINE HYDROCHLORIDE	68539
CLOMOCYCLINE	54680675
CLONAZEPAM	2802
CLONIDINE	2803
CLONIDINE HYDROCHLORIDE	20179
CLOPERASTINE HYDROCLORIDE	161104
CLOPIDOGREL	60606
CLOPIDOGREL BISULFATE	115366
CLOPIDOGREL BISULFATE	60606
CLOPIDOGREL BISULFATE	24883467
CLOPIDOGREL BISULFATE	138753050
CLOPROSTENOL	5311053
CLORAZEPATE DIPOTASSIUM	167305
CLORAZEPIC ACID	2809
CLORGILINE	4380
CLORGYLINE HYDROCHLORIDE	28767
CLORINDIONE	70846
CLOROPHENE	8425
CLOROTEPINE	1238
CLORSULON	43231
CLOSANTEL	42574
CLOSTEBOL	68947
CLOTIAZEPAM	2811
CLOTRIMAZOLE	2812
CLOVE OIL	
CLOXACILLIN	6098
CLOXAZOLAM	2816
CLOXYQUIN	2817
CLOZAPINE	135398737
CLX-0921	9958278
CM-082	59215954
CMX-2043	49802864
CNICIN	5281435
CNICIN	12303703
CNICIN	6436586
CNICIN	6475844
CNICIN	91176
CNICIN	52948006
CNICIN	6532430
CNICIN	138404438
CNICIN	483215
CNICIN	44631741
CNICIN	133685588
CNICIN	21249618
CNS-5161	192711
CNTO-5825	
CNV2197944	44595848
CO-TRIMOXAZOLE	358641
COAGULATION FACTOR VIIA	
COBICISTAT	25151504
COBIMETINIB	16222096
COBIMETINIB FUMARATE	71491931
COBIPROSTONE	16757521
COBOMARSEN	126480232
COBOMARSEN	145994613
COCAINE	446220
COCARBOXYLASE	9068
COCHINCHINENIN C	23634528
COCLAURINE	160487
CODEINE	5284371
CODEINE PHOSPHATE	5359227
CODEINE PHOSPHATE	6321303
CODEINE PHOSPHATE	9953630
CODEINE PHOSPHATE	46781058
CODEINE POLISTIREX	5284371
CODEINE SULFATE	5359613
CODEINONE	5459910
CODRITUZUMAB	
COENZYME Q1	4462
COENZYME Q2	5280346
COENZYME_A	87642
COFETUZUMAB PELIDOTIN	
COFORMYCIN	25447
COH-29	44253415
COLCHICEINE	234105
COLCHICINE	6167
COLCHINOL	164612
COLESEVELAM	160051
COLESTIPOL	62816
COLFORSIN	47936
COLISTIMETHATE	216258
COLISTIMETHATE	70789202
COLISTIMETHATE	216259
COLISTIN	5311054
COLISTIN	44144393
COLISTIN	45357147
COLISTIN	57417187
COLLAGENASE CLOSTRIDIUM HISTOLYTICUM	
COLTUXIMAB RAVTANSINE	
COLUBRINIC ACID	21672700
COLURACETAM	214346
COMBRETASTATIN A4	5351344
COMETRIQ	25102847
COMPSTATIN	25082538
CONANTOKIN-R	90488802
CONANTOKIN-R	134812798
CONANTOKIN-R	91976550
CONATUMUMAB	
CONBERCEPT	
CONCANAMYCIN A	6438151
CONCANAMYCIN A	3649143
CONCANAMYCIN A	53229980
CONCANAMYCIN A	137699570
CONCANAMYCIN A	5468688
CONCANAMYCIN A	23724569
CONCANAMYCIN A	51340299
CONCANAMYCIN A	146159812
CONCANAMYCIN A	16211793
CONCANAMYCIN A	154805978
CONCANAMYCIN A	133268473
CONCANAMYCIN A	155859128
CONCANAMYCIN A	132285118
CONCANAMYCIN A	146173223
CONCANAMYCIN A	122172963
CONESSINE	441082
CONGO RED	11313
CONICASTEROL B	52931374
CONICASTEROL D	52931376
CONICASTEROL E	56946686
CONIVAPTAN	151171
CONIVAPTAN HYDROCHLORIDE	216322
CONTEZOLID	25184541
CONTEZOLID ACEFOSAMIL	131750213
COPANLISIB	135565596
COPPER	23978
COPROPORPHYRINOGEN-III	321
COR-001	
CORALYNE	23306
CORALYNE	23307
CORDOIN	5961410
CORDYCEPIN	6303
CORILAGIN	73568
CORONARIDINE	73489
CORONARIDINE	6426909
CORONARIDINE	278173
CORONARIDINE	9829704
CORONARIDINE	122393135
CORONARIDINE	92471773
CORONARIDINE	24721432
CORONARIDINE	137628478
CORONOPILIN	257278
CORRELOID	44389018
CORREOLIDE	11643509
CORREOLIDE	101187915
CORREOLIDE	73039872
CORREOLIDE	118701650
CORREOLIDE	44315262
CORT 108297	44454750
CORT 125134	73051463
CORTEF	5754
CORTICOSTERONE	5753
CORTICOTROPIN	16132265
CORTICOTROPIN RELEASING HORMONE	
CORTICOTROPIN ZINC HYDROXIDE	16132264
CORTICOTROPIN ZINC HYDROXIDE	129674119
CORTISONE	222786
CORTISONE ACETATE	5745
CORTISTATIN-14	44208884
CORTIVAZOL	66249
CORTODOXONE	440707
CORYNANTHEINE	3037997
CORYNANTHEINE	3000320
CORYNANTHEINE	102239814
CORYNANTHEINE	133613122
CORYNANTHEINE	12304057
COSITECAN	148202
COSMOMYCIN C	10396490
COSTUNOLIDE	5281437
COSTUNOLIDE	6436243
COSTUNOLIDE	5458201
COSTUNOLIDE	5380858
COSTUNOLIDE	556919
COSTUNOLIDE	5367559
COSTUNOLIDE	73164
COSTUNOLIDE	133640194
COSTUNOLIDE	6180985
COSTUNOLIDE	12304109
COSYNTROPIN	16133802
COSYNTROPIN	16129617
COSYNTROPIN	16162116
COTADUTIDE	134694273
COTININE	854019
COUMAPHOS	2871
COUMARIC ACID	637542
COUMARIN	323
COUMARIN-3-CARBOXYLIC ACID	10752
COUMERMYCIN	54675768
COUMERMYCIN A1	54675768
COUMERMYCIN A1	90658038
COUMESTROL	5281707
CP-195543	9823886
CP-339818	656767
CP-459632	
CP-461	6445781
CP-55940	104895
CP-601927	11498153
CP-724714	9874913
CP-778875	11532289
CPCCOET	6278000
CPCCOET	6324610
CPCCOET	5126051
CPCCOET	92460002
CPCCOET	44358757
CPCCOET	10106002
CPG-52852	10309114
CPI-1205	78320408
CPP-115	9794014
CPP-115	71252718
CR 1447	
CR-3465	71474171
CR-6086	71186236
CREATINE	586
CREMASTRINE	656392
CRENEZUMAB	
CRENIGACESTAT	71236992
CRENOLANIB	10366136
CRIDANIMOD	38072
CRILVASTATIN	22845140
CRISABOROLE	44591583
CRIZANLIZUMAB	
CRIZOTINIB	11626560
CROCIN	5281233
CROCIN	24721245
CROCIN	3510570
CROCIN	133562570
CROCIN	126963628
CROCIN	56841542
CROCIN	156907987
CROCIN	44630212
CROFELEMER	36511
CROLIBULIN	23649181
CROMAKALIM	93504
CROMAKALIM	443423
CROMAKALIM	71191
CROMOLYN	2882
CROMOLYN SODIUM	27503
CROTEDUMAB	
CROTONALDEHYDE	447466
CRUFOMATE	9300
CRYPTENAMINE	
CRYPTOCHINONE A	46939683
CRYPTOCHINONE B	46939684
CRYPTOLEPINE HYDROCHLORIDE	156093
CRYPTOTANSHINONE	160254
CS-8080	16212738
CT-1578	16750271
CT-2584	3081346
CT-7001	91844733
CTCE-9908	16186350
CTS-1027	3342298
CUCURBITACIN B	5281316
CUCURBITACIN D	5281318
CUCURBITACIN E	5281319
CUDC-101	24756910
CUDRAFLAVONE B	5319925
CUDRATRICUSXANTHONE A	11153672
CUMENE HYDROPEROXIDE	6629
CUMINGIANOSIDE A	10439987
CUPRESSUFLAVONE	5281609
CUPRIC CHLORIDE	24014
CURCUMIN	969516
CURCUMIN PYRAZOLE	135494223
CUSTIRSEN	76964582
CUSTIRSEN	129630227
CUSTIRSEN	56841794
CUSTIRSEN SODIUM	56841793
CV-6209	107756
CVS-2139	44272797
CVS-2359	44272875
CX-072	
CX-8998	24765479
CX1739	25104045
CX516	148184
CXD-101	16225380
CYAMEMAZINE	62865
CYANAMIDE	9864
CYANATE	105034
CYANIDE	5975
CYANIDIN	128861
CYANIN	441688
CYANOCOBALAMIN	5311498
CYANOCOBALAMIN	70678590
CYANOCOBALAMIN	46853873
CYANOCOBALAMIN	54605677
CYANOCOBALAMIN	11970261
CYANOCOBALAMIN	24892734
CYANOCOBALAMIN	129627537
CYANOCOBALAMIN	91898871
CYANOCOBALAMIN	139030973
CYANOCOBALAMIN	129627679
CYANOCOBALAMIN	6474318
CYANOCOBALAMIN	145875202
CYANOCOBALAMIN	25102581
CYANOCOBALAMIN	44176380
CYANOCOBALAMIN	118701720
CYANOCOBALAMIN	137332389
CYANOCOBALAMIN	23806828
CYANOCOBALAMIN	156587311
CYANOCOBALAMIN	25195380
CYANOCOBALAMIN	5460135
CYANOPEPTOLIN S	23724558
CYANOPEPTOLIN SS	46881046
CYANOPEPTOLIN SS	139587513
CYANOPEPTOLIN SS	101509206
CYANOPINDOLOL	155346
CYAZOFAMID	9862076
CYC-065	24983461
CYC-116	6420138
CYCLACILLIN	19003
CYCLANDELATE	2893
CYCLAZOCINE	19143
CYCLAZOSIN	132266
CYCLIC ADENOSINE MONOPHOSPHATE	6076
CYCLIC ADENOSINE MONOPHOSPHATE	274
CYCLIC CRYPEVEIC	54580326
CYCLIRAMINE MALEATE	5357113
CYCLIZINE	6726
CYCLIZINE LACTATE	71473
CYCLOASPEPTIDE A	11296670
CYCLOBENZAPRINE	2895
CYCLOBENZAPRINE HYDROCHLORIDE	22576
CYCLOBUTYL(CYCLOPENTYL)FORMAMIDE	5287890
CYCLOCITRAL	9895
CYCLOCITRINOL	44587547
CYCLOFENIL	2898
CYCLOGUANIL	9049
CYCLOHETERPHYLLIN	5316250
CYCLOHEXANOL	7966
CYCLOHEXANONE OXIME	7517
CYCLOHEXIMIDE	6197
CYCLOHEXYLFORMAMIDE	13017
CYCLOLEUCINE	2901
CYCLOPAMINE	442972
CYCLOPENTOLATE	2905
CYCLOPENTOLATE HYDROCHLORIDE	22162
CYCLOPENTYL PALMITATE	20514378
CYCLOPHOSPHAMIDE	2907
CYCLOPIAZONIC ACID	
CYCLOPROPARADICICOL	101261562
CYCLOPROPARADICICOL	9820399
CYCLORGDFV	9851104
CYCLORPHAN	5359966
CYCLOSERINE	6234
CYCLOSPORINE	5284373
CYCLOSPORINE	6435893
CYCLOSPORINE	5280754
CYCLOSPORINE	62280
CYCLOSPORINE	24883466
CYCLOSPORINE	25246316
CYCLOSPORINE	5497195
CYCLOSPORINE	122172945
CYCLOSPORINE	123134263
CYCLOSTREPTIN	
CYCLOTHEONAMIDE A	5287991
CYCLOTHIAZIDE	2910
CYCLOVALONE	1550234
CYCLOVALONE	11366
CYCRIMINE	2911
CYCRIMINE HYDROCHLORIDE	101597
CYMOXANIL	5364079
CYNARIN	5281769
CYNARIN	6474640
CYNARIN	6124212
CYNARIN	24720973
CYNARIN	129316856
CYNARIN	205954
CYNAROPICRIN	119093
CYPATE	10963571
CYPRODIME	5748293
CYPRODINIL	86367
CYPROHEPTADINE	2913
CYPROHEPTADINE HYDROCHLORIDE	13770
CYPROTERONE	5284537
CYPROTERONE ACETATE	9880
CYROMAZINE	47866
CYRTOMINETIN	125309
CYSTADANE	248
CYSTAMINE	2915
CYSTAMINE DIHYDROCHLORIDE	5941
CYSTAMINE HYDROCHLORIDE	167628
CYSTEAMINE	6058
CYSTEAMINE HYDROCHLORIDE	9082
CYSTEINE	5862
CYSTEINE	60960
CYSTEINE	6419722
CYSTEINE	5460971
CYSTEINE	446937
CYSTETINE TRIPHOSPHATE	6176
CYSTINE	67678
CYSTINE	595
CYSTINE	3036261
CYSTINE	6857538
CYSTINE	6991966
CYT006-ANGQB	
CYTARABINE	6253
CYTARABINE HYDROCHLORIDE	6252
CYTIDINE	6175
CYTISINICLINE	10235
CYTOSPORONE B	10687292
D-3263	44137358
D-3263	123135741
D-3263	16722215
D-3263	129379573
D-ALANINE	71080
D-ASPARTATE	83887
D-LEUCINE	439524
D-PHENYLALANINE	71567
D-TRYPTOPHAN	9060
DA-6886	54575171
DABELOTINE	177949
DABIGATRAN	216210
DABIGATRAN ETEXILATE MESYLATE	11434065
DABIGATRAN ETEXILATE MESYLATE	135566083
DABIGATRAN ETEXILATE MESYLATE	72960092
DABIGATRAN ETEXILATE MESYLATE	10439877
DABIGATRAN ETEXILATE MESYLATE	213023
DABRAFENIB	44462760
DABRAFENIB MESYLATE	44516822
DABUZALGRON	216249
DACARBAZINE	135398738
DACARBAZINE	2942
DACETUZUMAB	
DACINOSTAT	6445533
DACLATASVIR	25154714
DACLIZUMAB	
DACOMITINIB	11511120
DACTHAL	2943
DACTINOMYCIN	457193
DACTOLISIB	11977753
DADLE	6917707
DAGLUTRIL	3038505
DAGROCORAT	24873449
DAIDZEIN	5281708
DAIDZIN	107971
DALANTERCEPT	
DALAZATIDE	86278334
DALBAVANCIN	16134627
DALBAVANCIN	135659030
DALBAVANCIN	16134410
DALBAVANCIN	23724878
DALBAVANCIN	133268464
DALBERGIONE	
DALBERGIONE, 4-METHOXY-4'-HYDROXY-	3950721
DALCETRAPIB	6918540
DALFAMPRIDINE	1727
DALFOPRISTIN	6323289
DALFOPRISTIN	21943994
DALFOPRISTIN	124201618
DALFOPRISTIN	5366
DALFOPRISTIN	21943991
DALFOPRISTIN	5353985
DALFOPRISTIN	470125
DALFOPRISTIN	72734290
DALOTUZUMAB	
DALTEPARIN	772
DALTEPARIN SODIUM	
DALTROBAN	54343
DAMGO	5462471
DAMNACANTHAL	2948
DANAPAROID	
DANAPAROID SODIUM	
DANAZOL	28417
DANEGAPTIDE	16656685
DANIQUIDONE	71750
DANIRIXIN	24780598
DANOPREVIR	11285588
DANOPREVIR	53487990
DANOPREVIR	67036325
DANOPREVIR	56841889
DANOPREVIR	129010331
DANOPREVIR	71717295
DANOPREVIR	129317883
DANOPREVIR	67036323
DANTHRON	2950
DANTROLENE	6914273
DANTROLENE	5378825
DANTROLENE	2952
DANTROLENE SODIUM	6604100
DANTROLENE SODIUM	5702224
DANTROLENE SODIUM	13271066
DANTROLENE SODIUM	16219293
DANTROLENE SODIUM	23707296
DANTROLENE SODIUM	9568637
DANTROLENE SODIUM	32731
DANTROLENE SODIUM	6604728
DANTROLENE SODIUM	5353563
DANTROLENE SODIUM	136675526
DANTROLENE SODIUM	131954767
DANTROLENE SODIUM	71563341
DANUSERTIB	11442891
DAPAGLIFLOZIN	9887712
DAPAGLIFLOZIN PROPYLENE GLYCOL	24906252
DAPANSUTRILE	12714644
DAPH	1697
DAPHNETIN	5280569
DAPHNORETIN	5281406
DAPHNORIN	185819
DAPIPRAZOLE	3033538
DAPIPRAZOLE HYDROCHLORIDE	6917787
DAPIROLIZUMAB PEGOL	
DAPITANT	132961
DAPIVIRINE	214347
DAPORINAD	6914657
DAPOXETINE	71353
DAPRODUSTAT	91617630
DAPSONE	2955
DAPTOMYCIN	16134395
DAPTOMYCIN	21585658
DAPTOMYCIN	16129629
DAPTOMYCIN	16129688
DAPTOMYCIN	71311849
DAPTOMYCIN	46930993
DAPTOMYCIN	57336511
DAPTOMYCIN	117590581
DAPTOMYCIN	25246315
DAPTOMYCIN	58936818
DAPTOMYCIN	129009962
DAPTOMYCIN	132274074
DARAPLADIB	9939609
DARATUMUMAB	
DARBEPOETIN ALFA	
DARBUFELONE	
DARBUFELONE MESYLATE	6439420
DARGLITAZONE	60870
DARIFENACIN	444031
DARIFENACIN HYDROBROMIDE	444030
DAROLUTAMIDE	67171867
DAROTROPIUM BROMIDE	46174144
DARUISOLINE	51106
DARUNAVIR	213039
DARUSENTAN	177236
DAS-181	
DASABUVIR	56640146
DASATINIB	3062316
DASOLAMPANEL	51049972
DASOTRALINE	9947999
DATPALPHAS	196416
DAUNORUBICIN	30323
DAUNORUBICIN CITRATE	9961878
DAUNORUBICIN HYDROCHLORIDE	62770
DAUNORUBICIN HYDROCHLORIDE	3085106
DAUNORUBICIN HYDROCHLORIDE	21864425
DAUNORUBICIN HYDROCHLORIDE	129317882
DAUNORUBICIN HYDROCHLORIDE	16211935
DAUNORUBICIN HYDROCHLORIDE	131750290
DAUNORUBICIN HYDROCHLORIDE	133611884
DAUNORUBICIN HYDROCHLORIDE	155885350
DAVALINTIDE	71587842
DAVUNETIDE	9832404
DAXALIPRAM	449190
DAZOMET	10788
DAZOXIBEN	53001
DAZOXIBEN HYDROCHLORIDE	53000
DB959	
DCMU	3120
DE-104	
DEBIO-1347	66555680
DEBRISOQUIN	2966
DEBRISOQUIN SULFATE	11391
DEBRISOQUIN SULFATE	644021
DEBRISOQUIN SULFATE	2966
DEBRISOQUIN SULFATE	25058186
DEBROMOHYMENIALDISINE	135451156
DECAMETHONIUM	2968
DECAMETHONIUM BROMIDE	10921
DECANOIC ACID	2969
DECERNOTINIB	59422203
DECIDIUM	
DECITABINE	451668
DECLOPRAMIDE	70177
DECOGLURANT	71533696
DECOYININE	121578
DECYLUBIQUINONE	2971
DEFACTINIB	25117126
DEFACTINIB HYDROCHLORIDE	25117347
DEFERASIROX	214348
DEFERIPRONE	2972
DEFERITAZOLE	135565672
DEFEROXAMINE	2973
DEFEROXAMINE MESYLATE	62881
DEFIBROTIDE	135565962
DEFIBROTIDE SODIUM	135565962
DEFLAZACORT	189821
DEGARELIX	16136245
DEGARELIX ACETATE	16186010
DEGARELIX ACETATE	16136245
DEGARELIX ACETATE	25070695
DEGUELIN	107935
DEHYDROEPIANDROSTERONE ACETATE	14709
DEHYDROLEUCODIN	73440
DEHYDROMUTACTIN	54685140
DEHYDROPIPERNOLINE	6439947
DEHYDROVARIABILIN	624785
DEHYDROXYMETHYLEPOXYQUINOMICIN	9881652
DEHYDROZINGERONE	5354238
DEL-22379	11224574
DEL-22379	67583183
DEL-22379	69726164
DELAFLOXACIN MEGLUMINE	11578213
DELAMANID	6480466
DELANZOMIB	24800541
DELAPRIL	5362116
DELAVIRDINE	5625
DELCASERTIB	56843747
DELDEPREVIR	56935739
DELEOBUVIR	56948249
DELGOCITINIB	50914062
DELORAZEPAM	17925
DELPARANTAG	51349239
DELPHINIDIN	68245
DELPHINIDIN	128853
DELTIBANT	70697628
DELTORPHIN	3035060
DELUCEMINE	156421
DEMCIZUMAB	
DEMECARIUM	5966
DEMECARIUM BROMIDE	5965
DEMECLOCYCLINE	54680690
DEMECLOCYCLINE HYDROCHLORIDE	54686764
