DiseaseID	DrugID
EFO_0005681	CHEMBL177
EFO_0005681	CHEMBL4208954
EFO_0005687	CHEMBL1059
EFO_0005687	CHEMBL99946
EFO_0005687	CHEMBL1200328
EFO_0005687	CHEMBL4297064
EFO_0005687	CHEMBL259209
EFO_0005687	CHEMBL1175
EFO_0005687	CHEMBL2105732
EFO_0005741	CHEMBL989
EFO_0005751	CHEMBL1615438
EFO_0005751	CHEMBL1201747
EFO_0005751	CHEMBL762
EFO_0005751	CHEMBL746
EFO_0005751	CHEMBL312448
EFO_0005751	CHEMBL534
EFO_0005751	CHEMBL761
EFO_0005751	CHEMBL1201266
EFO_0005751	CHEMBL1266
EFO_0005751	CHEMBL639
EFO_0005751	CHEMBL594
EFO_0005751	CHEMBL428880
EFO_0005751	CHEMBL844
EFO_0005751	CHEMBL1215
EFO_0005751	CHEMBL1189432
EFO_0005751	CHEMBL1106
EFO_0005752	CHEMBL1200600
EFO_0005752	CHEMBL1200762
EFO_0005752	CHEMBL1200865
EFO_0005752	CHEMBL1021
EFO_0005752	CHEMBL1201173
EFO_0005752	CHEMBL1200449
EFO_0005752	CHEMBL1530428
EFO_0005752	CHEMBL1200617
EFO_0005752	CHEMBL1549
EFO_0005752	CHEMBL139
EFO_0005752	CHEMBL1089221
EFO_0005752	CHEMBL1201064
EFO_0005752	CHEMBL424
EFO_0005752	CHEMBL1497
EFO_0005752	CHEMBL1200384
EFO_0005752	CHEMBL1200495
EFO_0005752	CHEMBL3989676
EFO_0005752	CHEMBL2308885
EFO_0005752	CHEMBL989
EFO_0005752	CHEMBL389621
EFO_0005752	CHEMBL1200968
EFO_0005752	CHEMBL1200878
EFO_0005752	CHEMBL1091
EFO_0005752	CHEMBL1228
EFO_0005752	CHEMBL1201302
EFO_0005752	CHEMBL1641
EFO_0005752	CHEMBL977
EFO_0005752	CHEMBL1077
EFO_0005752	CHEMBL1200538
EFO_0005752	CHEMBL1200562
EFO_0005752	CHEMBL469
EFO_0005752	CHEMBL527
EFO_0005752	CHEMBL2021430
EFO_0005752	CHEMBL1201207
EFO_0005752	CHEMBL1650
EFO_0005752	CHEMBL632
EFO_0005752	CHEMBL131
EFO_0005752	CHEMBL1200909
EFO_0005752	CHEMBL1200376
EFO_0005752	CHEMBL1152
EFO_0005752	CHEMBL1201109
EFO_0005752	CHEMBL384467
EFO_0005752	CHEMBL1451
EFO_0005752	CHEMBL6
EFO_0005752	CHEMBL563
EFO_0005752	CHEMBL1200989
EFO_0005753	CHEMBL3707357
EFO_0005753	CHEMBL1201421
EFO_0005753	CHEMBL1201825
EFO_0005753	CHEMBL2218885
EFO_0005753	CHEMBL1742982
EFO_0005754	CHEMBL4594248
EFO_0005754	CHEMBL1201661
EFO_0005754	CHEMBL3544909
EFO_0005754	CHEMBL1040
EFO_0005754	CHEMBL1201284
EFO_0005754	CHEMBL3545184
EFO_0005754	CHEMBL1200622
EFO_0005754	CHEMBL1200810
EFO_0005755	CHEMBL416146
EFO_0005755	CHEMBL527
EFO_0005755	CHEMBL189171
EFO_0005755	CHEMBL521
EFO_0005755	CHEMBL118
EFO_0005755	CHEMBL15770
EFO_0005755	CHEMBL121626
EFO_0005755	CHEMBL1366
EFO_0005755	CHEMBL2354773
EFO_0005755	CHEMBL469
EFO_0005755	CHEMBL6
EFO_0005755	CHEMBL302795
EFO_0005755	CHEMBL340978
EFO_0005755	CHEMBL571
EFO_0005755	CHEMBL509
EFO_0005755	CHEMBL622
EFO_0005755	CHEMBL12610
EFO_0005755	CHEMBL865
EFO_0005755	CHEMBL1070
EFO_0005755	CHEMBL493287
EFO_0005755	CHEMBL101
EFO_0005755	CHEMBL94081
EFO_0005755	CHEMBL23588
EFO_0005755	CHEMBL404108
EFO_0005755	CHEMBL41286
EFO_0005755	CHEMBL1565476
EFO_0005755	CHEMBL1430
EFO_0005755	CHEMBL1560
EFO_0005755	CHEMBL75435
EFO_0005755	CHEMBL154
EFO_0005755	CHEMBL56367
EFO_0005755	CHEMBL15870
EFO_0005755	CHEMBL19490
EFO_0005755	CHEMBL139
EFO_0005755	CHEMBL1071
EFO_0005755	CHEMBL1569487
EFO_0005755	CHEMBL1452696
EFO_0005755	CHEMBL94394
EFO_0005755	CHEMBL1020
EFO_0005755	CHEMBL3989676
EFO_0005755	CHEMBL956
EFO_0005755	CHEMBL599
EFO_0005755	CHEMBL306043
EFO_0005755	CHEMBL93645
EFO_0005755	CHEMBL175
EFO_0005755	CHEMBL277522
EFO_0005755	CHEMBL1297
EFO_0005755	CHEMBL686
EFO_0005755	CHEMBL122
EFO_0005755	CHEMBL1228
EFO_0005755	CHEMBL365795
EFO_0005755	CHEMBL1206690
EFO_0005755	CHEMBL563
EFO_0005755	CHEMBL188952
EFO_0005757	CHEMBL521
EFO_0005757	CHEMBL154
EFO_0005757	CHEMBL12610
EFO_0005761	CHEMBL2218919
EFO_0005761	CHEMBL1789843
EFO_0005762	CHEMBL1175
EFO_0005762	CHEMBL134
EFO_0005762	CHEMBL1200328
EFO_0005762	CHEMBL294199
EFO_0005762	CHEMBL79
EFO_0005762	CHEMBL1059
EFO_0005762	CHEMBL1201777
EFO_0005762	CHEMBL1201776
EFO_0005772	CHEMBL3545253
EFO_0005772	CHEMBL3546271
EFO_0005800	CHEMBL1788132
EFO_0005800	CHEMBL17860
EFO_0005842	CHEMBL1129
EFO_0005842	CHEMBL1201583
EFO_0005842	CHEMBL1742982
EFO_0005842	CHEMBL1201577
EFO_0005842	CHEMBL1908841
EFO_0005842	CHEMBL1201827
EFO_0005842	CHEMBL1946170
EFO_0005854	CHEMBL1607273
EFO_0005854	CHEMBL3188034
EFO_0005854	CHEMBL1200386
EFO_0005854	CHEMBL1172
EFO_0005854	CHEMBL2021430
EFO_0005854	CHEMBL1201353
EFO_0005854	CHEMBL1200795
EFO_0005854	CHEMBL657
EFO_0005854	CHEMBL679
EFO_0005854	CHEMBL855
EFO_0005854	CHEMBL1201231
EFO_0005854	CHEMBL998
EFO_0005854	CHEMBL787
EFO_0005854	CHEMBL2146146
EFO_0005854	CHEMBL1200500
EFO_0005854	CHEMBL131
EFO_0005854	CHEMBL3989855
EFO_0005854	CHEMBL1590
EFO_0005854	CHEMBL1000
EFO_0005854	CHEMBL2040682
EFO_0005854	CHEMBL1189432
EFO_0005854	CHEMBL1473
EFO_0005854	CHEMBL1200681
EFO_0005854	CHEMBL1676
EFO_0005854	CHEMBL762
EFO_0005854	CHEMBL1200618
EFO_0005854	CHEMBL1719
EFO_0005854	CHEMBL914
EFO_0005854	CHEMBL1161
EFO_0005854	CHEMBL1201089
EFO_0005854	CHEMBL1201014
EFO_0005854	CHEMBL1200791
EFO_0005854	CHEMBL1626
EFO_0005854	CHEMBL384467
EFO_0005854	CHEMBL639
EFO_0005854	CHEMBL1201302
EFO_0005854	CHEMBL517712
EFO_0005854	CHEMBL1200724
EFO_0005854	CHEMBL1200809
EFO_0005854	CHEMBL635
EFO_0005854	CHEMBL1504
EFO_0005854	CHEMBL1370
EFO_0005854	CHEMBL1200927
EFO_0005856	CHEMBL1201580
EFO_0005856	CHEMBL615
EFO_0005856	CHEMBL504760
EFO_0005856	CHEMBL79
EFO_0005856	CHEMBL108545
EFO_0005856	CHEMBL294199
EFO_0005856	CHEMBL34259
EFO_0005856	CHEMBL154
EFO_0005856	CHEMBL256087
EFO_0005856	CHEMBL112
EFO_0005856	CHEMBL635
EFO_0005856	CHEMBL25
EFO_0005856	CHEMBL521
EFO_0005924	CHEMBL1201222
EFO_0005924	CHEMBL1201178
EFO_0005952	CHEMBL18442
EFO_0005952	CHEMBL1201734
EFO_0005952	CHEMBL487253
EFO_0005952	CHEMBL34259
EFO_0005952	CHEMBL359744
EFO_0005952	CHEMBL2216870
EFO_0005952	CHEMBL1201576
EFO_0005952	CHEMBL53463
EFO_0006505	CHEMBL927
EFO_0006505	CHEMBL3184906
EFO_0006505	CHEMBL523299
EFO_0006505	CHEMBL454446
EFO_0006505	CHEMBL680
EFO_0006505	CHEMBL2134724
EFO_0006505	CHEMBL1095930
EFO_0006505	CHEMBL3989798
EFO_0006505	CHEMBL1951071
EFO_0006505	CHEMBL32
EFO_0006505	CHEMBL1095777
EFO_0006505	CHEMBL2105743
EFO_0006505	CHEMBL8
EFO_0006505	CHEMBL1605
EFO_0006505	CHEMBL1201335
EFO_0006505	CHEMBL1370
EFO_0006505	CHEMBL1084172
EFO_0006505	CHEMBL1194325
EFO_0006505	CHEMBL1198857
EFO_0006505	CHEMBL1082607
EFO_0006505	CHEMBL1363
EFO_0006505	CHEMBL3707243
EFO_0006505	CHEMBL529
EFO_0006505	CHEMBL3301800
EFO_0006505	CHEMBL1201018
EFO_0006505	CHEMBL1263
EFO_0006505	CHEMBL1473
EFO_0006505	CHEMBL1256786
EFO_0006505	CHEMBL1541
EFO_0006505	CHEMBL605846
EFO_0006505	CHEMBL1621597
EFO_0006505	CHEMBL190
EFO_0006505	CHEMBL1187833
EFO_0006505	CHEMBL1741
EFO_0006505	CHEMBL551466
EFO_0006505	CHEMBL193240
EFO_0006505	CHEMBL1200735
EFO_0006505	CHEMBL3545181
EFO_0006505	CHEMBL33
EFO_0006505	CHEMBL1900528
EFO_0006505	CHEMBL1789842
EFO_0006510	CHEMBL880
EFO_0006510	CHEMBL184
EFO_0006510	CHEMBL1201110
EFO_0006510	CHEMBL1349
EFO_0006772	CHEMBL428647
EFO_0006788	CHEMBL1257040
EFO_0006788	CHEMBL1213252
EFO_0006788	CHEMBL1708
EFO_0006788	CHEMBL451
EFO_0006788	CHEMBL12
EFO_0006788	CHEMBL422
EFO_0006788	CHEMBL896
EFO_0006788	CHEMBL1508
EFO_0006788	CHEMBL1201066
EFO_0006788	CHEMBL661
EFO_0006788	CHEMBL49
EFO_0006788	CHEMBL580
EFO_0006788	CHEMBL490
EFO_0006788	CHEMBL728
EFO_0006788	CHEMBL1200399
EFO_0006788	CHEMBL1200328
EFO_0006788	CHEMBL1175
EFO_0006788	CHEMBL2096631
EFO_0006788	CHEMBL637
EFO_0006788	CHEMBL979
EFO_0006788	CHEMBL1200322
EFO_0006788	CHEMBL1200467
EFO_0006788	CHEMBL568
EFO_0006789	CHEMBL8
EFO_0006803	CHEMBL1201576
EFO_0006803	CHEMBL2108429
EFO_0006834	CHEMBL3989932
EFO_0006834	CHEMBL408403
EFO_0006834	CHEMBL679
EFO_0006834	CHEMBL80
EFO_0006834	CHEMBL1200339
EFO_0006834	CHEMBL1215
EFO_0006834	CHEMBL1718
EFO_0006859	CHEMBL1201577
EFO_0006859	CHEMBL1006
EFO_0006865	CHEMBL2107826
EFO_0006865	CHEMBL1346
EFO_0006865	CHEMBL1201764
EFO_0006865	CHEMBL1382
EFO_0006865	CHEMBL3084748
EFO_0006865	CHEMBL1231
EFO_0006865	CHEMBL1888176
EFO_0006865	CHEMBL4297862
EFO_0006865	CHEMBL2095212
EFO_0006865	CHEMBL1734
EFO_0006865	CHEMBL1201765
EFO_0006865	CHEMBL1200803
EFO_0006865	CHEMBL1200935
EFO_0006865	CHEMBL1722209
EFO_0006890	CHEMBL1550
EFO_0006890	CHEMBL1643
EFO_0006890	CHEMBL529
EFO_0006911	CHEMBL1720
EFO_0006911	CHEMBL3989917
EFO_0006911	CHEMBL1199324
EFO_0006911	CHEMBL1189679
EFO_0006911	CHEMBL3186492
EFO_0006911	CHEMBL289469
EFO_0006911	CHEMBL1237080
EFO_0006911	CHEMBL46
EFO_0006911	CHEMBL1471
EFO_0006911	CHEMBL3989919
EFO_0006911	CHEMBL465
EFO_0006911	CHEMBL3707330
EFO_0006911	CHEMBL3707331
EFO_0006911	CHEMBL206253
EFO_0006911	CHEMBL1201782
EFO_0006911	CHEMBL2368925
EFO_0006912	CHEMBL46
EFO_0006927	CHEMBL3989691
EFO_0006927	CHEMBL461101
EFO_0006928	CHEMBL1201089
EFO_0006928	CHEMBL1623
EFO_0006928	CHEMBL643
EFO_0006928	CHEMBL1200750
EFO_0006928	CHEMBL3989555
EFO_0006928	CHEMBL657
EFO_0006928	CHEMBL569713
EFO_0007067	CHEMBL692
EFO_0007141	CHEMBL1201014
EFO_0007141	CHEMBL1201302
EFO_0007141	CHEMBL428880
EFO_0007141	CHEMBL1200974
EFO_0007141	CHEMBL384467
EFO_0007141	CHEMBL1719
EFO_0007141	CHEMBL635
EFO_0007141	CHEMBL131
EFO_0007141	CHEMBL1200386
EFO_0007141	CHEMBL1201190
EFO_0007141	CHEMBL639
EFO_0007141	CHEMBL1189432
EFO_0007141	CHEMBL1106
EFO_0007141	CHEMBL1201191
EFO_0007141	CHEMBL1152
EFO_0007141	CHEMBL74
EFO_0007141	CHEMBL1201759
EFO_0007141	CHEMBL2021430
EFO_0007141	CHEMBL1716
EFO_0007141	CHEMBL1201353
EFO_0007141	CHEMBL915
EFO_0007141	CHEMBL746
EFO_0007141	CHEMBL1201747
EFO_0007141	CHEMBL516
EFO_0007141	CHEMBL1200809
EFO_0007141	CHEMBL1200953
EFO_0007141	CHEMBL1200750
EFO_0007141	CHEMBL864
EFO_0007141	CHEMBL1200927
EFO_0007141	CHEMBL643
EFO_0007141	CHEMBL1200865
EFO_0007141	CHEMBL1201231
EFO_0007141	CHEMBL1747
EFO_0007141	CHEMBL1200491
EFO_0007141	CHEMBL1201758
EFO_0007144	CHEMBL370143
EFO_0007144	CHEMBL1220
EFO_0007144	CHEMBL2206196
EFO_0007147	CHEMBL61
EFO_0007147	CHEMBL1201558
EFO_0007149	CHEMBL404
EFO_0007149	CHEMBL702
EFO_0007149	CHEMBL1200820
EFO_0007149	CHEMBL1439
EFO_0007157	CHEMBL499808
EFO_0007157	CHEMBL638
EFO_0007157	CHEMBL3137333
EFO_0007157	CHEMBL1397
EFO_0007157	CHEMBL1183349
EFO_0007157	CHEMBL64391
EFO_0007157	CHEMBL4297142
EFO_0007157	CHEMBL267345
EFO_0007160	CHEMBL2021430
EFO_0007160	CHEMBL3989516
EFO_0007160	CHEMBL1650
EFO_0007160	CHEMBL2103830
EFO_0007160	CHEMBL3989691
EFO_0007160	CHEMBL1201302
EFO_0007160	CHEMBL384467
EFO_0007160	CHEMBL461101
EFO_0007160	CHEMBL1201832
EFO_0007160	CHEMBL635
EFO_0007168	CHEMBL635
EFO_0007174	CHEMBL64391
EFO_0007174	CHEMBL157101
EFO_0007185	CHEMBL1433
EFO_0007185	CHEMBL1200699
EFO_0007204	CHEMBL1349
EFO_0007204	CHEMBL1201110
EFO_0007204	CHEMBL184
EFO_0007214	CHEMBL112
EFO_0007214	CHEMBL657
EFO_0007214	CHEMBL1200795
EFO_0007214	CHEMBL1201089
EFO_0007214	CHEMBL1200724
EFO_0007214	CHEMBL1256818
EFO_0007214	CHEMBL154
EFO_0007214	CHEMBL1590
EFO_0007214	CHEMBL1200791
EFO_0007214	CHEMBL211456
EFO_0007214	CHEMBL52440
EFO_0007214	CHEMBL761
EFO_0007214	CHEMBL521
EFO_0007214	CHEMBL1523964
EFO_0007214	CHEMBL256087
EFO_0007214	CHEMBL3188034
EFO_0007214	CHEMBL811
EFO_0007214	CHEMBL1706
EFO_0007214	CHEMBL504760
EFO_0007214	CHEMBL1621597
EFO_0007214	CHEMBL855
EFO_0007214	CHEMBL25
EFO_0007214	CHEMBL1200339
EFO_0007214	CHEMBL2134724
EFO_0007214	CHEMBL1200961
EFO_0007214	CHEMBL1215
EFO_0007214	CHEMBL762
EFO_0007214	CHEMBL1626
EFO_0007214	CHEMBL1200574
EFO_0007228	CHEMBL106
EFO_0007228	CHEMBL267345
EFO_0007229	CHEMBL267345
EFO_0007231	CHEMBL1483
EFO_0007243	CHEMBL4298188
EFO_0007243	CHEMBL4594388
EFO_0007243	CHEMBL4298184
EFO_0007243	CHEMBL4298183
EFO_0007257	CHEMBL2021430
EFO_0007257	CHEMBL131
EFO_0007257	CHEMBL384467
EFO_0007257	CHEMBL635
EFO_0007257	CHEMBL1201302
EFO_0007262	CHEMBL741
EFO_0007262	CHEMBL1286
EFO_0007282	CHEMBL1349
EFO_0007282	CHEMBL1200380
EFO_0007282	CHEMBL880
EFO_0007282	CHEMBL184
EFO_0007282	CHEMBL1201110
EFO_0007291	CHEMBL3184791
EFO_0007291	CHEMBL372795
EFO_0007310	CHEMBL267345
EFO_0007319	CHEMBL1200503
EFO_0007319	CHEMBL493
EFO_0007328	CHEMBL112
EFO_0007328	CHEMBL660
EFO_0007328	CHEMBL222813
EFO_0007328	CHEMBL3989402
EFO_0007328	CHEMBL1229
EFO_0007328	CHEMBL1200724
EFO_0007328	CHEMBL1569
EFO_0007328	CHEMBL535396
EFO_0007328	CHEMBL1200340
EFO_0007328	CHEMBL4297503
EFO_0007328	CHEMBL1590
EFO_0007328	CHEMBL139367
EFO_0007328	CHEMBL521
EFO_0007328	CHEMBL959
EFO_0007359	CHEMBL608533
EFO_0007361	CHEMBL1095930
EFO_0007361	CHEMBL1741
EFO_0007379	CHEMBL125
EFO_0007380	CHEMBL1183349
EFO_0007380	CHEMBL267345
EFO_0007380	CHEMBL3137333
EFO_0007386	CHEMBL444633
EFO_0007402	CHEMBL1200633
EFO_0007402	CHEMBL2104415
EFO_0007403	CHEMBL384467
EFO_0007403	CHEMBL2021430
EFO_0007403	CHEMBL1201302
EFO_0007403	CHEMBL635
EFO_0007403	CHEMBL1650
EFO_0007403	CHEMBL131
EFO_0007404	CHEMBL976
EFO_0007405	CHEMBL384467
EFO_0007405	CHEMBL1201302
EFO_0007405	CHEMBL131
EFO_0007405	CHEMBL635
EFO_0007405	CHEMBL2021430
EFO_0007410	CHEMBL1433
EFO_0007410	CHEMBL1200699
EFO_0007410	CHEMBL1200881
EFO_0007410	CHEMBL454950
EFO_0007410	CHEMBL1440
EFO_0007410	CHEMBL1434
EFO_0007427	CHEMBL1201830
EFO_0007444	CHEMBL170
EFO_0007444	CHEMBL535650
EFO_0007444	CHEMBL2359966
EFO_0007444	CHEMBL416956
EFO_0007445	CHEMBL2364635
EFO_0007445	CHEMBL298470
EFO_0007445	CHEMBL416956
EFO_0007445	CHEMBL535650
EFO_0007448	CHEMBL22
EFO_0007448	CHEMBL1450
EFO_0007448	CHEMBL361506
EFO_0007448	CHEMBL443
EFO_0007448	CHEMBL55
EFO_0007450	CHEMBL1437
EFO_0007450	CHEMBL1434513
EFO_0007453	CHEMBL207538
EFO_0007477	CHEMBL615
EFO_0007481	CHEMBL372795
EFO_0007481	CHEMBL3184791
EFO_0007485	CHEMBL64
EFO_0007486	CHEMBL1706
EFO_0007486	CHEMBL32
EFO_0007486	CHEMBL1003
EFO_0007486	CHEMBL3301800
EFO_0007486	CHEMBL3184906
EFO_0007486	CHEMBL777
EFO_0007486	CHEMBL1590
EFO_0007486	CHEMBL529
EFO_0007486	CHEMBL679
EFO_0007486	CHEMBL1215
EFO_0007486	CHEMBL33
EFO_0007486	CHEMBL1200735
EFO_0007486	CHEMBL1659
EFO_0007486	CHEMBL980
EFO_0007486	CHEMBL8
EFO_0007486	CHEMBL1200339
EFO_0007486	CHEMBL73234
EFO_0007486	CHEMBL761
EFO_0007486	CHEMBL1082
EFO_0007486	CHEMBL1741
EFO_0007486	CHEMBL762
EFO_0007486	CHEMBL52440
EFO_0007486	CHEMBL1200791
EFO_0007486	CHEMBL1256818
EFO_0007486	CHEMBL1256696
EFO_0007486	CHEMBL1200724
EFO_0007486	CHEMBL1095930
EFO_0007486	CHEMBL505
EFO_0007494	CHEMBL267345
EFO_0007498	CHEMBL12
EFO_0007501	CHEMBL1200633
EFO_0007510	CHEMBL2105689
EFO_0007510	CHEMBL1200493
EFO_0007510	CHEMBL626
EFO_0007510	CHEMBL443052
EFO_0007510	CHEMBL822
EFO_0007510	CHEMBL1262
EFO_0007510	CHEMBL562
EFO_0007510	CHEMBL157101
EFO_0007510	CHEMBL104
EFO_0007510	CHEMBL91
EFO_0007510	CHEMBL990
EFO_0007510	CHEMBL1200397
EFO_0007510	CHEMBL1200836
EFO_0007510	CHEMBL1200680
EFO_0007510	CHEMBL64391
EFO_0007510	CHEMBL1413
EFO_0007510	CHEMBL2103877
EFO_0007510	CHEMBL83668
EFO_0007512	CHEMBL91
EFO_0007512	CHEMBL83668
EFO_0007512	CHEMBL1201049
EFO_0007512	CHEMBL1200725
EFO_0007512	CHEMBL808
EFO_0007512	CHEMBL104
EFO_0007512	CHEMBL1201196
EFO_0007512	CHEMBL157101
EFO_0007512	CHEMBL1200493
EFO_0007512	CHEMBL1413
EFO_0007512	CHEMBL626
EFO_0007512	CHEMBL562
EFO_0007512	CHEMBL1200836
EFO_0007512	CHEMBL2105689
EFO_0007512	CHEMBL1200348
EFO_0007512	CHEMBL1262
EFO_0007512	CHEMBL1221
EFO_0007517	CHEMBL36
EFO_0007520	CHEMBL2021430
EFO_0007520	CHEMBL1201302
EFO_0007520	CHEMBL131
EFO_0007520	CHEMBL384467
EFO_0007520	CHEMBL635
EFO_0007533	CHEMBL639
EFO_0007533	CHEMBL1201353
EFO_0007533	CHEMBL1200974
EFO_0007533	CHEMBL864
EFO_0007533	CHEMBL1200927
EFO_0007533	CHEMBL1200809
EFO_0007543	CHEMBL4297513
EFO_0007543	CHEMBL106
EFO_0007543	CHEMBL4298168
EFO_0007549	CHEMBL1201320
EFO_0007549	CHEMBL2146140
EFO_0007549	CHEMBL1502
EFO_0007549	CHEMBL1219
EFO_0007549	CHEMBL2146133
EFO_0007549	CHEMBL1200930
EFO_0007549	CHEMBL3989559
EFO_0008514	CHEMBL2105684
EFO_0008514	CHEMBL1614701
EFO_0008520	CHEMBL2108041
EFO_0008521	CHEMBL1512
EFO_0008524	CHEMBL1607
EFO_0008524	CHEMBL821
EFO_0008524	CHEMBL84
EFO_0008524	CHEMBL1200728
EFO_0008524	CHEMBL1200645
EFO_0008525	CHEMBL4297528
EFO_0008525	CHEMBL3833342
EFO_0008526	CHEMBL580
EFO_0008526	CHEMBL655
EFO_0008528	CHEMBL3707227
EFO_0008528	CHEMBL3833373
EFO_0008528	CHEMBL3301587
EFO_0008528	CHEMBL3545376
EFO_0008546	CHEMBL1161681
EFO_0008546	CHEMBL93268
EFO_0008546	CHEMBL748
EFO_0008546	CHEMBL1420
EFO_0008546	CHEMBL517712
EFO_0008559	CHEMBL110
EFO_0008559	CHEMBL290960
EFO_0008568	CHEMBL1201192
EFO_0008569	CHEMBL1588
EFO_0008569	CHEMBL1547
EFO_0008583	CHEMBL1201476
EFO_0008583	CHEMBL398435
EFO_0008583	CHEMBL1064
EFO_0008583	CHEMBL1069
EFO_0008583	CHEMBL1168
EFO_0008583	CHEMBL25
EFO_0008583	CHEMBL1487
EFO_0008583	CHEMBL393220
EFO_0008583	CHEMBL2108791
EFO_0008585	CHEMBL2107885
EFO_0008588	CHEMBL4208954
EFO_0008588	CHEMBL3184512
EFO_0008588	CHEMBL177
EFO_0008588	CHEMBL44354
EFO_0008588	CHEMBL1439
EFO_0008588	CHEMBL1200820
EFO_0008588	CHEMBL702
EFO_0008588	CHEMBL264241
EFO_0008588	CHEMBL404
EFO_0008620	CHEMBL344159
EFO_0008997	CHEMBL131
EFO_0008997	CHEMBL384467
EFO_0008997	CHEMBL1650
EFO_0008997	CHEMBL635
EFO_0008997	CHEMBL1201302
EFO_0008997	CHEMBL2021430
EFO_0009001	CHEMBL428880
EFO_0009001	CHEMBL608533
EFO_0009001	CHEMBL74
EFO_0009029	CHEMBL1200775
EFO_0009029	CHEMBL1200554
EFO_0009029	CHEMBL1201199
EFO_0009029	CHEMBL1201334
EFO_0009104	CHEMBL2105720
EFO_0009104	CHEMBL1164729
EFO_0009117	CHEMBL1200699
EFO_0009117	CHEMBL1433
EFO_0009130	CHEMBL2108670
EFO_0009189	CHEMBL1515
EFO_0009189	CHEMBL1201084
EFO_0009189	CHEMBL1518
EFO_0009189	CHEMBL1644695
EFO_0009189	CHEMBL1201083
EFO_0009364	CHEMBL1200574
EFO_0009364	CHEMBL25
EFO_0009373	CHEMBL585
EFO_0009373	CHEMBL2108698
EFO_0009373	CHEMBL1200814
EFO_0009373	CHEMBL20
EFO_0009373	CHEMBL435
EFO_0009373	CHEMBL842
EFO_0009430	CHEMBL1059
EFO_0009430	CHEMBL294199
EFO_0009430	CHEMBL79
EFO_0009430	CHEMBL940
EFO_0009430	CHEMBL1628502
EFO_0009441	CHEMBL1873475
EFO_0009448	CHEMBL1201231
EFO_0009448	CHEMBL1201014
EFO_0009449	CHEMBL635
EFO_0009449	CHEMBL33
EFO_0009449	CHEMBL2021430
EFO_0009449	CHEMBL384467
EFO_0009449	CHEMBL3039594
EFO_0009449	CHEMBL3039597
EFO_0009449	CHEMBL1201302
EFO_0009449	CHEMBL4297852
EFO_0009449	CHEMBL131
EFO_0009450	CHEMBL1200881
EFO_0009450	CHEMBL455
EFO_0009450	CHEMBL3039594
EFO_0009450	CHEMBL1434
EFO_0009450	CHEMBL3039597
EFO_0009451	CHEMBL846
EFO_0009451	CHEMBL2108078
EFO_0009451	CHEMBL1536
EFO_0009452	CHEMBL585
EFO_0009454	CHEMBL2110372
EFO_0009454	CHEMBL1790041
EFO_0009454	CHEMBL1503
EFO_0009454	CHEMBL480
EFO_0009454	CHEMBL1201863
EFO_0009454	CHEMBL902
EFO_0009454	CHEMBL606
EFO_0009454	CHEMBL1201320
EFO_0009454	CHEMBL2146133
EFO_0009454	CHEMBL154
EFO_0009454	CHEMBL2146140
EFO_0009456	CHEMBL384467
EFO_0009456	CHEMBL1201302
EFO_0009456	CHEMBL1650
EFO_0009456	CHEMBL635
EFO_0009456	CHEMBL131
EFO_0009456	CHEMBL2021430
EFO_0009488	CHEMBL1200636
EFO_0009488	CHEMBL701
EFO_0009488	CHEMBL669
EFO_0009491	CHEMBL1201302
EFO_0009491	CHEMBL2021430
EFO_0009492	CHEMBL679
EFO_0009493	CHEMBL477
EFO_0009505	CHEMBL1200556
EFO_0009505	CHEMBL1429
EFO_0009516	CHEMBL1198
EFO_0009516	CHEMBL1201171
EFO_0009516	CHEMBL278172
EFO_0009516	CHEMBL1201089
EFO_0009516	CHEMBL454950
EFO_0009516	CHEMBL3988900
EFO_0009516	CHEMBL582
EFO_0009516	CHEMBL1200558
EFO_0009516	CHEMBL79
EFO_0009516	CHEMBL3989769
EFO_0009516	CHEMBL545
EFO_0009516	CHEMBL1201724
EFO_0009516	CHEMBL256087
EFO_0009516	CHEMBL1201161
EFO_0009516	CHEMBL419
EFO_0009516	CHEMBL657
EFO_0009516	CHEMBL1440
EFO_0009536	CHEMBL3039597
EFO_0009536	CHEMBL3039594
EFO_0009545	CHEMBL3989529
EFO_0009549	CHEMBL3184512
EFO_0009552	CHEMBL1152
EFO_0009552	CHEMBL79
EFO_0009552	CHEMBL1200449
EFO_0009552	CHEMBL632
EFO_0009552	CHEMBL1201207
EFO_0009552	CHEMBL569
EFO_0009552	CHEMBL1200762
EFO_0009552	CHEMBL1200878
EFO_0009552	CHEMBL256087
EFO_0009552	CHEMBL1200612
EFO_0009552	CHEMBL977
EFO_0009552	CHEMBL389621
EFO_0009552	CHEMBL1201302
EFO_0009552	CHEMBL1200376
EFO_0009552	CHEMBL1201064
EFO_0009552	CHEMBL692
EFO_0009552	CHEMBL1200562
EFO_0009552	CHEMBL1200909
EFO_0009552	CHEMBL1200339
EFO_0009552	CHEMBL1501
EFO_0009552	CHEMBL3988900
EFO_0009552	CHEMBL698
EFO_0009552	CHEMBL1200538
EFO_0009552	CHEMBL1530428
EFO_0009552	CHEMBL1200495
EFO_0009552	CHEMBL1451
EFO_0009552	CHEMBL730
EFO_0009552	CHEMBL384467
EFO_0009552	CHEMBL23
EFO_0009552	CHEMBL131
EFO_0009552	CHEMBL6622
EFO_0009552	CHEMBL989
EFO_0009552	CHEMBL1215
EFO_0009552	CHEMBL1200384
