DiseaseID	DrugID
EFO_0000707	CHEMBL3085504
EFO_0000707	CHEMBL4297723
EFO_0000707	CHEMBL403664
EFO_0000712	CHEMBL1148
EFO_0000712	CHEMBL1615369
EFO_0000712	CHEMBL24
EFO_0000712	CHEMBL2364655
EFO_0000712	CHEMBL2062335
EFO_0000712	CHEMBL2107386
EFO_0000712	CHEMBL434394
EFO_0000712	CHEMBL398435
EFO_0000712	CHEMBL1639
EFO_0000712	CHEMBL27
EFO_0000712	CHEMBL1201288
EFO_0000712	CHEMBL1717
EFO_0000712	CHEMBL1422
EFO_0000712	CHEMBL1592
EFO_0000712	CHEMBL493982
EFO_0000712	CHEMBL1014
EFO_0000712	CHEMBL2028661
EFO_0000712	CHEMBL1694
EFO_0000712	CHEMBL1083385
EFO_0000712	CHEMBL1069
EFO_0000712	CHEMBL13
EFO_0000712	CHEMBL419213
EFO_0000712	CHEMBL1200879
EFO_0000712	CHEMBL1491
EFO_0000712	CHEMBL1671
EFO_0000712	CHEMBL1201593
EFO_0000712	CHEMBL2103795
EFO_0000712	CHEMBL928
EFO_0000712	CHEMBL393220
EFO_0000712	CHEMBL649
EFO_0000712	CHEMBL1200402
EFO_0000712	CHEMBL231779
EFO_0000712	CHEMBL1201011
EFO_0000712	CHEMBL191
EFO_0000712	CHEMBL995
EFO_0000712	CHEMBL2105682
EFO_0000712	CHEMBL1237
EFO_0000712	CHEMBL1464
EFO_0000712	CHEMBL833
EFO_0000712	CHEMBL1168
EFO_0000712	CHEMBL118
EFO_0000712	CHEMBL1201731
EFO_0000712	CHEMBL1269025
EFO_0000712	CHEMBL932
EFO_0000712	CHEMBL1200692
EFO_0000712	CHEMBL539697
EFO_0000712	CHEMBL1095097
EFO_0000712	CHEMBL1017
EFO_0000712	CHEMBL1201174
EFO_0000712	CHEMBL25
EFO_0000712	CHEMBL838
EFO_0000712	CHEMBL1064
EFO_0000712	CHEMBL1771
EFO_0000712	CHEMBL4594262
EFO_0000712	CHEMBL3545059
EFO_0000712	CHEMBL1487
EFO_0000717	CHEMBL3039504
EFO_0000717	CHEMBL502835
EFO_0000717	CHEMBL1237022
EFO_0000729	CHEMBL1200762
EFO_0000729	CHEMBL1550
EFO_0000729	CHEMBL1200538
EFO_0000729	CHEMBL1201346
EFO_0000729	CHEMBL131
EFO_0000729	CHEMBL650
EFO_0000729	CHEMBL384467
EFO_0000729	CHEMBL1200953
EFO_0000729	CHEMBL389621
EFO_0000729	CHEMBL425
EFO_0000729	CHEMBL1201581
EFO_0000729	CHEMBL1201833
EFO_0000729	CHEMBL1200760
EFO_0000729	CHEMBL1201013
EFO_0000729	CHEMBL635
EFO_0000729	CHEMBL421
EFO_0000729	CHEMBL1743087
EFO_0000729	CHEMBL2021430
EFO_0000729	CHEMBL1201580
EFO_0000729	CHEMBL582
EFO_0000729	CHEMBL1201302
EFO_0000729	CHEMBL1370
EFO_0000729	CHEMBL704
EFO_0000729	CHEMBL1201207
EFO_0000756	CHEMBL1201558
EFO_0000756	CHEMBL1201529
EFO_0000756	CHEMBL467
EFO_0000756	CHEMBL1789844
EFO_0000756	CHEMBL3137343
EFO_0000756	CHEMBL1201561
EFO_0000756	CHEMBL2108738
EFO_0000756	CHEMBL3301612
EFO_0000756	CHEMBL1229517
EFO_0000756	CHEMBL476
EFO_0000756	CHEMBL2028663
EFO_0000756	CHEMBL2105729
EFO_0000756	CHEMBL1201438
EFO_0000756	CHEMBL3187723
EFO_0000763	CHEMBL1090
EFO_0000763	CHEMBL223228
EFO_0000763	CHEMBL1323
EFO_0000763	CHEMBL231813
EFO_0000763	CHEMBL1259059
EFO_0000763	CHEMBL593
EFO_0000763	CHEMBL308954
EFO_0000763	CHEMBL57
EFO_0000763	CHEMBL3137312
EFO_0000763	CHEMBL501849
EFO_0000763	CHEMBL115
EFO_0000763	CHEMBL61
EFO_0000763	CHEMBL1664
EFO_0000763	CHEMBL374731
EFO_0000763	CHEMBL182
EFO_0000763	CHEMBL1201187
EFO_0000763	CHEMBL1540
EFO_0000763	CHEMBL1229
EFO_0000763	CHEMBL254316
EFO_0000763	CHEMBL222813
EFO_0000763	CHEMBL1460
EFO_0000763	CHEMBL1380
EFO_0000763	CHEMBL922
EFO_0000763	CHEMBL116
EFO_0000763	CHEMBL1163
EFO_0000763	CHEMBL713
EFO_0000763	CHEMBL1229211
EFO_0000763	CHEMBL2063090
EFO_0000763	CHEMBL175691
EFO_0000763	CHEMBL666
EFO_0000763	CHEMBL1200453
EFO_0000763	CHEMBL880
EFO_0000763	CHEMBL1241951
EFO_0000763	CHEMBL2403238
EFO_0000763	CHEMBL4297503
EFO_0000763	CHEMBL853
EFO_0000763	CHEMBL1538
EFO_0000763	CHEMBL114
EFO_0000763	CHEMBL222559
EFO_0000763	CHEMBL1643
EFO_0000763	CHEMBL2107825
EFO_0000763	CHEMBL991
EFO_0000763	CHEMBL2364608
EFO_0000763	CHEMBL163
EFO_0000763	CHEMBL3833327
EFO_0000763	CHEMBL3039514
EFO_0000763	CHEMBL129
EFO_0000763	CHEMBL1201314
EFO_0000763	CHEMBL3301594
EFO_0000763	CHEMBL2023898
EFO_0000763	CHEMBL584
EFO_0000763	CHEMBL1743029
EFO_0000763	CHEMBL1201723
EFO_0000763	CHEMBL525076
EFO_0000763	CHEMBL1282
EFO_0000763	CHEMBL1257073
EFO_0000763	CHEMBL139367
EFO_0000763	CHEMBL141
EFO_0000763	CHEMBL4297711
EFO_0000763	CHEMBL885
EFO_0000763	CHEMBL152
EFO_0000763	CHEMBL204656
EFO_0000763	CHEMBL959
EFO_0000763	CHEMBL1349
EFO_0000763	CHEMBL3833405
EFO_0000763	CHEMBL788
EFO_0000763	CHEMBL184
EFO_0000763	CHEMBL218394
EFO_0000764	CHEMBL1735
EFO_0000764	CHEMBL2107825
EFO_0000764	CHEMBL222559
EFO_0000764	CHEMBL991
EFO_0000764	CHEMBL2364637
EFO_0000764	CHEMBL885
EFO_0000764	CHEMBL254316
EFO_0000764	CHEMBL163
EFO_0000764	CHEMBL1743029
EFO_0000764	CHEMBL1380
EFO_0000764	CHEMBL518520
EFO_0000764	CHEMBL1628504
EFO_0000764	CHEMBL1201187
EFO_0000764	CHEMBL129
EFO_0000764	CHEMBL1200678
EFO_0000764	CHEMBL115
EFO_0000764	CHEMBL1323
EFO_0000764	CHEMBL308954
EFO_0000764	CHEMBL182
EFO_0000764	CHEMBL223228
EFO_0000764	CHEMBL525076
EFO_0000764	CHEMBL584
EFO_0000764	CHEMBL64
EFO_0000764	CHEMBL1538
EFO_0000764	CHEMBL529
EFO_0000764	CHEMBL444633
EFO_0000764	CHEMBL1201565
EFO_0000764	CHEMBL1200734
EFO_0000764	CHEMBL57
EFO_0000764	CHEMBL2364608
EFO_0000764	CHEMBL1201621
EFO_0000764	CHEMBL204656
EFO_0000764	CHEMBL1213165
EFO_0000764	CHEMBL2403238
EFO_0000764	CHEMBL729
EFO_0000764	CHEMBL1201127
EFO_0000764	CHEMBL3301594
EFO_0000764	CHEMBL4303288
EFO_0000764	CHEMBL141
EFO_0000764	CHEMBL175691
EFO_0000764	CHEMBL1229211
EFO_0000764	CHEMBL1205
EFO_0000764	CHEMBL1163
EFO_0000764	CHEMBL2095208
EFO_0000764	CHEMBL1664
EFO_0000764	CHEMBL1460
EFO_0000764	CHEMBL114
EFO_0000764	CHEMBL1486
EFO_0000765	CHEMBL1200454
EFO_0000765	CHEMBL182
EFO_0000765	CHEMBL1201139
EFO_0000765	CHEMBL2108184
EFO_0000765	CHEMBL1201314
EFO_0000768	CHEMBL1201231
EFO_0000768	CHEMBL1256391
EFO_0000768	CHEMBL3039504
EFO_0000768	CHEMBL502835
EFO_0000768	CHEMBL1201014
EFO_0000770	CHEMBL225072
EFO_0000771	CHEMBL2103929
EFO_0000771	CHEMBL1146
EFO_0000771	CHEMBL2221249
EFO_0000771	CHEMBL572
EFO_0000771	CHEMBL5
EFO_0000771	CHEMBL437
EFO_0000771	CHEMBL1951095
EFO_0000771	CHEMBL174
EFO_0000771	CHEMBL161
EFO_0000771	CHEMBL532
EFO_0000771	CHEMBL1257051
EFO_0000771	CHEMBL1583
EFO_0000771	CHEMBL126
EFO_0000771	CHEMBL700
EFO_0000771	CHEMBL1447
EFO_0000771	CHEMBL137
EFO_0000771	CHEMBL1599
EFO_0000771	CHEMBL1537
EFO_0000771	CHEMBL1741
EFO_0000771	CHEMBL1747
EFO_0000771	CHEMBL453
EFO_0000771	CHEMBL1201281
EFO_0000771	CHEMBL4
EFO_0000771	CHEMBL29
EFO_0000771	CHEMBL1200610
EFO_0000771	CHEMBL2146161
EFO_0000771	CHEMBL222645
EFO_0000771	CHEMBL575
EFO_0000771	CHEMBL127
EFO_0000771	CHEMBL2105612
EFO_0000771	CHEMBL268869
EFO_0000771	CHEMBL1200359
EFO_0000771	CHEMBL1201116
EFO_0000771	CHEMBL3989515
EFO_0000771	CHEMBL2106988
EFO_0000771	CHEMBL1605
EFO_0000771	CHEMBL8
EFO_0000771	CHEMBL3301669
EFO_0000771	CHEMBL428
EFO_0000771	CHEMBL1082
EFO_0000771	CHEMBL1201195
EFO_0000771	CHEMBL130
EFO_0000771	CHEMBL177
EFO_0000771	CHEMBL1435
EFO_0000771	CHEMBL1517
EFO_0000771	CHEMBL702
EFO_0000771	CHEMBL3989751
EFO_0000771	CHEMBL1650818
EFO_0000771	CHEMBL2364632
EFO_0000771	CHEMBL30116
EFO_0000771	CHEMBL249837
EFO_0000771	CHEMBL1436
EFO_0000771	CHEMBL31
EFO_0000771	CHEMBL1384
EFO_0000771	CHEMBL1449676
EFO_0000771	CHEMBL506110
EFO_0000771	CHEMBL507674
EFO_0000771	CHEMBL1200544
EFO_0000771	CHEMBL1237072
EFO_0000771	CHEMBL3039597
EFO_0000771	CHEMBL374975
EFO_0000771	CHEMBL927
EFO_0000771	CHEMBL1644
EFO_0000771	CHEMBL1650559
EFO_0000771	CHEMBL1672
EFO_0000771	CHEMBL1591
EFO_0000771	CHEMBL1208
EFO_0000771	CHEMBL529
EFO_0000771	CHEMBL1688530
EFO_0000771	CHEMBL1136
EFO_0000771	CHEMBL617
EFO_0000771	CHEMBL507870
EFO_0000771	CHEMBL158
EFO_0000771	CHEMBL1201046
EFO_0000771	CHEMBL996
EFO_0000771	CHEMBL404
EFO_0000771	CHEMBL74632
EFO_0000771	CHEMBL277100
EFO_0000771	CHEMBL419
EFO_0000771	CHEMBL528
EFO_0000771	CHEMBL1443
EFO_0000771	CHEMBL372795
EFO_0000771	CHEMBL3184906
EFO_0000771	CHEMBL44354
EFO_0000771	CHEMBL1433
EFO_0000771	CHEMBL3039594
EFO_0000771	CHEMBL403
EFO_0000771	CHEMBL21
EFO_0000771	CHEMBL3137691
EFO_0000771	CHEMBL267648
EFO_0000771	CHEMBL32
EFO_0000771	CHEMBL530
EFO_0000771	CHEMBL850
EFO_0000771	CHEMBL9
EFO_0000771	CHEMBL62193
EFO_0000771	CHEMBL443
EFO_0000771	CHEMBL1596
EFO_0000771	CHEMBL438
EFO_0000771	CHEMBL1359
EFO_0000771	CHEMBL1167
EFO_0000771	CHEMBL2303613
EFO_0000771	CHEMBL1201018
EFO_0000771	CHEMBL3989974
EFO_0000771	CHEMBL1601
EFO_0000771	CHEMBL1214
EFO_0000771	CHEMBL891
EFO_0000771	CHEMBL376140
EFO_0000771	CHEMBL3182343
EFO_0000771	CHEMBL3351077
EFO_0000771	CHEMBL1541
EFO_0000771	CHEMBL583
EFO_0000771	CHEMBL2105637
EFO_0000771	CHEMBL453514
EFO_0000771	CHEMBL1200558
EFO_0000771	CHEMBL22
EFO_0000771	CHEMBL1201270
EFO_0000771	CHEMBL826
EFO_0000771	CHEMBL1730
EFO_0000771	CHEMBL291157
EFO_0000771	CHEMBL404520
EFO_0000771	CHEMBL1296
EFO_0000771	CHEMBL430
EFO_0000771	CHEMBL1731
EFO_0000771	CHEMBL491571
EFO_0000771	CHEMBL1689772
EFO_0000771	CHEMBL893
EFO_0000771	CHEMBL65794
EFO_0000771	CHEMBL3989738
EFO_0000771	CHEMBL1214185
EFO_0000771	CHEMBL1440
EFO_0000771	CHEMBL615
EFO_0000771	CHEMBL561
EFO_0000771	CHEMBL1572
EFO_0000771	CHEMBL474579
EFO_0000771	CHEMBL1220
EFO_0000771	CHEMBL1609
EFO_0000771	CHEMBL4297166
EFO_0000771	CHEMBL1200729
EFO_0000771	CHEMBL387675
EFO_0000771	CHEMBL1434
EFO_0000771	CHEMBL3301800
EFO_0000771	CHEMBL1614637
EFO_0000771	CHEMBL1753
EFO_0000771	CHEMBL1525826
EFO_0000771	CHEMBL1449
EFO_0000771	CHEMBL564085
EFO_0000771	CHEMBL1201224
EFO_0000771	CHEMBL1013
EFO_0000771	CHEMBL501122
EFO_0000771	CHEMBL1201161
EFO_0000771	CHEMBL1757
EFO_0000771	CHEMBL1109
EFO_0000771	CHEMBL439
EFO_0000771	CHEMBL262777
EFO_0000771	CHEMBL680
EFO_0000771	CHEMBL1191
EFO_0000771	CHEMBL446
EFO_0000771	CHEMBL186
EFO_0000771	CHEMBL819
EFO_0000771	CHEMBL1506
EFO_0000771	CHEMBL1727
EFO_0000771	CHEMBL1201204
EFO_0000771	CHEMBL1604
EFO_0000771	CHEMBL1628385
EFO_0000771	CHEMBL33
EFO_0000771	CHEMBL3291398
EFO_0000771	CHEMBL1619785
EFO_0000771	CHEMBL1200699
EFO_0000778	CHEMBL2108638
EFO_0000778	CHEMBL3544926
EFO_0000778	CHEMBL1433
EFO_0000778	CHEMBL1200699
EFO_0001054	CHEMBL1200580
EFO_0001054	CHEMBL1292
EFO_0001054	CHEMBL1043
EFO_0001054	CHEMBL1570
EFO_0001060	CHEMBL1550
EFO_0001061	CHEMBL1201583
EFO_0001062	CHEMBL1241951
EFO_0001065	CHEMBL1208155
EFO_0001065	CHEMBL717
EFO_0001065	CHEMBL1201146
EFO_0001065	CHEMBL1479
EFO_0001065	CHEMBL1200671
EFO_0001065	CHEMBL1201309
EFO_0001065	CHEMBL502182
EFO_0001067	CHEMBL964
EFO_0001067	CHEMBL1322884
EFO_0001067	CHEMBL720
EFO_0001067	CHEMBL1200468
EFO_0001067	CHEMBL2108200
EFO_0001067	CHEMBL416898
EFO_0001067	CHEMBL15891
EFO_0001067	CHEMBL1239
EFO_0001067	CHEMBL1525
EFO_0001067	CHEMBL1453317
EFO_0001068	CHEMBL567597
EFO_0001068	CHEMBL1200437
EFO_0001068	CHEMBL252518
EFO_0001068	CHEMBL38827
EFO_0001068	CHEMBL1200351
EFO_0001068	CHEMBL1433
EFO_0001068	CHEMBL58510
EFO_0001068	CHEMBL747
EFO_0001068	CHEMBL439
EFO_0001068	CHEMBL1377
EFO_0001068	CHEMBL298470
EFO_0001068	CHEMBL2364635
EFO_0001068	CHEMBL1200699
EFO_0001068	CHEMBL76
EFO_0001068	CHEMBL506
EFO_0001068	CHEMBL1294
EFO_0001068	CHEMBL416956
EFO_0001068	CHEMBL3989825
EFO_0001068	CHEMBL682
EFO_0001068	CHEMBL1535
EFO_0001068	CHEMBL301267
EFO_0001068	CHEMBL36
EFO_0001068	CHEMBL1690
EFO_0001068	CHEMBL170
EFO_0001068	CHEMBL1107
EFO_0001068	CHEMBL361497
EFO_0001068	CHEMBL535650
EFO_0001068	CHEMBL566534
EFO_0001068	CHEMBL1201059
EFO_0001068	CHEMBL1450
EFO_0001070	CHEMBL2110563
EFO_0001070	CHEMBL1534
EFO_0001070	CHEMBL1201544
EFO_0001070	CHEMBL1200756
EFO_0001070	CHEMBL604
EFO_0001070	CHEMBL2021423
EFO_0001070	CHEMBL1200557
EFO_0001070	CHEMBL3989857
EFO_0001070	CHEMBL1622
EFO_0001070	CHEMBL1200640
EFO_0001070	CHEMBL2103742
EFO_0001070	CHEMBL591665
EFO_0001070	CHEMBL1140
EFO_0001070	CHEMBL1200929
EFO_0001070	CHEMBL1364
EFO_0001073	CHEMBL175247
EFO_0001073	CHEMBL2062163
EFO_0001073	CHEMBL1419
EFO_0001073	CHEMBL111
EFO_0001073	CHEMBL781
EFO_0001073	CHEMBL1200912
EFO_0001073	CHEMBL360328
EFO_0001073	CHEMBL3545985
EFO_0001073	CHEMBL1615439
EFO_0001073	CHEMBL3544906
EFO_0001073	CHEMBL1693
EFO_0001073	CHEMBL1574
EFO_0001073	CHEMBL4650273
EFO_0001073	CHEMBL1194666
EFO_0001073	CHEMBL248702
EFO_0001073	CHEMBL87493
EFO_0001073	CHEMBL1201464
EFO_0001073	CHEMBL612
EFO_0001073	CHEMBL211456
EFO_0001073	CHEMBL3301624
EFO_0001075	CHEMBL3833368
EFO_0001075	CHEMBL1607
EFO_0001075	CHEMBL359744
EFO_0001075	CHEMBL3989922
EFO_0001075	CHEMBL1351
EFO_0001075	CHEMBL1173055
EFO_0001075	CHEMBL84
EFO_0001075	CHEMBL1637
EFO_0001075	CHEMBL53463
EFO_0001075	CHEMBL888
EFO_0001075	CHEMBL1094636
EFO_0001075	CHEMBL521686
EFO_0001358	CHEMBL1709
EFO_0001358	CHEMBL490
EFO_0001358	CHEMBL1708
EFO_0001358	CHEMBL809
EFO_0001361	CHEMBL1139
EFO_0001361	CHEMBL1111
EFO_0001361	CHEMBL957
EFO_0001361	CHEMBL1737
EFO_0001361	CHEMBL2107834
EFO_0001361	CHEMBL494
EFO_0001361	CHEMBL238804
EFO_0001361	CHEMBL192
EFO_0001361	CHEMBL962
EFO_0001361	CHEMBL1237119
EFO_0001361	CHEMBL1200689
EFO_0001361	CHEMBL779
EFO_0001365	CHEMBL1742982
EFO_0001378	CHEMBL924
EFO_0001378	CHEMBL3545368
EFO_0001378	CHEMBL4303060
EFO_0001378	CHEMBL451887
EFO_0001378	CHEMBL3545432
EFO_0001378	CHEMBL848
EFO_0001378	CHEMBL3545185
EFO_0001378	CHEMBL325041
EFO_0001378	CHEMBL53463
EFO_0001378	CHEMBL18442
EFO_0001378	CHEMBL4298209
EFO_0001378	CHEMBL4297403
EFO_0001378	CHEMBL1743007
EFO_0001378	CHEMBL43452
EFO_0001378	CHEMBL483254
EFO_0001378	CHEMBL88
EFO_0001378	CHEMBL3545131
EFO_0001378	CHEMBL1200796
EFO_0001378	CHEMBL1743010
EFO_0001378	CHEMBL513
EFO_0001378	CHEMBL852
EFO_0001378	CHEMBL468
EFO_0001378	CHEMBL359744
EFO_0001379	CHEMBL1201265
EFO_0001379	CHEMBL1200386
EFO_0001379	CHEMBL1201081
EFO_0001379	CHEMBL1200953
EFO_0001379	CHEMBL1201621
EFO_0001416	CHEMBL1201583
EFO_0001421	CHEMBL713
EFO_0001421	CHEMBL1486
EFO_0001421	CHEMBL863
EFO_0001421	CHEMBL2107857
EFO_0001421	CHEMBL2103883
EFO_0001421	CHEMBL205596
EFO_0001421	CHEMBL1538
EFO_0001421	CHEMBL595
EFO_0001421	CHEMBL1715
EFO_0001421	CHEMBL4594265
EFO_0001421	CHEMBL2103740
EFO_0001421	CHEMBL2221312
EFO_0001421	CHEMBL1200630
EFO_0001421	CHEMBL2105758
EFO_0001422	CHEMBL585
EFO_0001422	CHEMBL435
EFO_0001422	CHEMBL1643
EFO_0001422	CHEMBL456
EFO_0001422	CHEMBL1393
EFO_0001422	CHEMBL35
EFO_0001642	CHEMBL159
EFO_0001642	CHEMBL378544
EFO_0001645	CHEMBL4594262
EFO_0001645	CHEMBL1200727
EFO_0001645	CHEMBL503
EFO_0001645	CHEMBL4594619
EFO_0001645	CHEMBL932
EFO_0001645	CHEMBL1496
EFO_0001645	CHEMBL1200343
EFO_0001645	CHEMBL2110557
EFO_0001645	CHEMBL1168
EFO_0001645	CHEMBL1744447
EFO_0001645	CHEMBL1200402
EFO_0001645	CHEMBL398435
EFO_0001645	CHEMBL393220
EFO_0001645	CHEMBL1144
EFO_0001645	CHEMBL25
EFO_0001645	CHEMBL1064
EFO_0001645	CHEMBL4594241
EFO_0001645	CHEMBL1201189
EFO_0001645	CHEMBL1581
EFO_0001645	CHEMBL690
EFO_0001645	CHEMBL457
EFO_0001645	CHEMBL1491
EFO_0001645	CHEMBL573
EFO_0001645	CHEMBL730
EFO_0001645	CHEMBL1200535
EFO_0001645	CHEMBL1311
EFO_0001645	CHEMBL2364655
EFO_0001645	CHEMBL3545313
EFO_0001645	CHEMBL6622
EFO_0001645	CHEMBL2109540
EFO_0001645	CHEMBL3544986
EFO_0001645	CHEMBL4302512
EFO_0001645	CHEMBL1160819
EFO_0001645	CHEMBL1487
EFO_0001663	CHEMBL1200969
EFO_0001663	CHEMBL1201199
EFO_0001663	CHEMBL924
EFO_0001663	CHEMBL806
EFO_0001663	CHEMBL1200554
EFO_0001663	CHEMBL1417019
EFO_0001663	CHEMBL415606
EFO_0001663	CHEMBL1200409
EFO_0001663	CHEMBL710
EFO_0001663	CHEMBL1200775
EFO_0001663	CHEMBL1201748
EFO_0001663	CHEMBL2111187
EFO_0001663	CHEMBL1200914
EFO_0001663	CHEMBL1201334
EFO_0001663	CHEMBL1082407
EFO_0001663	CHEMBL58
EFO_0001663	CHEMBL271227
EFO_0001663	CHEMBL79
EFO_0001663	CHEMBL4297185
EFO_0001663	CHEMBL582
EFO_0001663	CHEMBL836
EFO_0001663	CHEMBL3183409
EFO_0001663	CHEMBL2107816
EFO_0001663	CHEMBL2028987
EFO_0002429	CHEMBL1795071
EFO_0002429	CHEMBL1789941
EFO_0002430	CHEMBL1287853
EFO_0002430	CHEMBL1789941
EFO_0002430	CHEMBL1795071
EFO_0002430	CHEMBL4297216
EFO_0002496	CHEMBL185
EFO_0002496	CHEMBL139
EFO_0002496	CHEMBL1863513
EFO_0002496	CHEMBL1282
EFO_0002496	CHEMBL571546
EFO_0002497	CHEMBL1434513
EFO_0002497	CHEMBL1437
EFO_0002499	CHEMBL1908360
EFO_0002499	CHEMBL513
EFO_0002609	CHEMBL1201834
EFO_0002609	CHEMBL118
EFO_0002609	CHEMBL1201265
EFO_0002609	CHEMBL509
EFO_0002609	CHEMBL635
EFO_0002609	CHEMBL384467
EFO_0002609	CHEMBL154
EFO_0002609	CHEMBL1237022
EFO_0002609	CHEMBL1201302
EFO_0002609	CHEMBL1201572
EFO_0002609	CHEMBL421
EFO_0002609	CHEMBL1650
EFO_0002609	CHEMBL1201081
EFO_0002609	CHEMBL34259
EFO_0002609	CHEMBL1071
EFO_0002609	CHEMBL131
EFO_0002609	CHEMBL599
EFO_0002609	CHEMBL1200953
EFO_0002609	CHEMBL521
EFO_0002609	CHEMBL2021430
EFO_0002609	CHEMBL1562610
EFO_0002609	CHEMBL1200386
EFO_0002609	CHEMBL1200806
EFO_0002609	CHEMBL1201823
EFO_0002609	CHEMBL622
EFO_0002616	CHEMBL1873475
EFO_0002617	CHEMBL3137343
EFO_0002617	CHEMBL2364607
EFO_0002617	CHEMBL1201438
EFO_0002617	CHEMBL1229517
EFO_0002617	CHEMBL3187723
EFO_0002617	CHEMBL1201561
EFO_0002617	CHEMBL3301612
EFO_0002617	CHEMBL2146883
EFO_0002617	CHEMBL2105729
EFO_0002617	CHEMBL2028663
EFO_0002617	CHEMBL1789844
EFO_0002617	CHEMBL476
EFO_0002617	CHEMBL2108738
EFO_0002617	CHEMBL2105741
EFO_0002618	CHEMBL888
EFO_0002618	CHEMBL1637
EFO_0002690	CHEMBL1201302
EFO_0002690	CHEMBL2021430
EFO_0002690	CHEMBL2364653
EFO_0002690	CHEMBL131
EFO_0002690	CHEMBL1789843
EFO_0002690	CHEMBL635
EFO_0002690	CHEMBL1650
EFO_0002690	CHEMBL384467
EFO_0002890	CHEMBL717
EFO_0002890	CHEMBL1289926
EFO_0002892	CHEMBL1201533
EFO_0002892	CHEMBL1289601
EFO_0002892	CHEMBL1624
EFO_0002892	CHEMBL1200485
EFO_0002892	CHEMBL2105704
EFO_0002892	CHEMBL2028663
EFO_0002892	CHEMBL24828
EFO_0002892	CHEMBL1644695
EFO_0002892	CHEMBL2105729
EFO_0002892	CHEMBL2103741
EFO_0002892	CHEMBL1336
EFO_0002892	CHEMBL1201084
EFO_0002892	CHEMBL2105717
EFO_0002892	CHEMBL1201083
EFO_0002892	CHEMBL2103868
EFO_0002893	CHEMBL34259
EFO_0002913	CHEMBL343448
EFO_0002913	CHEMBL427
EFO_0002913	CHEMBL1023
EFO_0002913	CHEMBL1201550
EFO_0002913	CHEMBL1201001
EFO_0002913	CHEMBL98
EFO_0002939	CHEMBL513
EFO_0002950	CHEMBL1230314
EFO_0002970	CHEMBL1200328
EFO_0002970	CHEMBL1175
EFO_0003014	CHEMBL1479
EFO_0003015	CHEMBL1112
EFO_0003015	CHEMBL85
EFO_0003016	CHEMBL1201583
EFO_0003016	CHEMBL1201733
EFO_0003016	CHEMBL477772
EFO_0003027	CHEMBL803
EFO_0003028	CHEMBL803
EFO_0003030	CHEMBL3184512
EFO_0003032	CHEMBL1742994
EFO_0003033	CHEMBL126
EFO_0003033	CHEMBL186
EFO_0003033	CHEMBL3989714
EFO_0003033	CHEMBL3989738
EFO_0003033	CHEMBL1200962
EFO_0003033	CHEMBL615
EFO_0003033	CHEMBL127
EFO_0003035	CHEMBL1439
EFO_0003035	CHEMBL702
EFO_0003035	CHEMBL404
EFO_0003035	CHEMBL1200820
EFO_0003047	CHEMBL2374220
EFO_0003047	CHEMBL3137312
EFO_0003047	CHEMBL3127326
EFO_0003047	CHEMBL3391662
EFO_0003047	CHEMBL3544985
EFO_0003047	CHEMBL163
EFO_0003047	CHEMBL1259059
EFO_0003060	CHEMBL2403108
EFO_0003060	CHEMBL2110732
EFO_0003060	CHEMBL4582651
EFO_0003060	CHEMBL3545252
EFO_0003060	CHEMBL4559134
EFO_0003060	CHEMBL1173655
EFO_0003060	CHEMBL3545063
EFO_0003060	CHEMBL1201583
EFO_0003060	CHEMBL4535757
EFO_0003060	CHEMBL92
EFO_0003060	CHEMBL3402762
EFO_0003060	CHEMBL3301587
EFO_0003060	CHEMBL601719
EFO_0003060	CHEMBL4650319
EFO_0003060	CHEMBL3545311
EFO_0003060	CHEMBL4594292
EFO_0003060	CHEMBL3286830
EFO_0003060	CHEMBL2360464
EFO_0003060	CHEMBL939
EFO_0003060	CHEMBL1738797
EFO_0003060	CHEMBL225072
EFO_0003060	CHEMBL2105719
EFO_0003060	CHEMBL1637
EFO_0003060	CHEMBL4297774
EFO_0003060	CHEMBL428647
EFO_0003060	CHEMBL1743062
EFO_0003060	CHEMBL2108738
EFO_0003060	CHEMBL888
EFO_0003060	CHEMBL4802239
EFO_0003060	CHEMBL553
EFO_0003060	CHEMBL1983268
EFO_0003060	CHEMBL3989937
EFO_0003060	CHEMBL2105712
EFO_0003060	CHEMBL3353410
EFO_0003060	CHEMBL3188267
EFO_0003060	CHEMBL1743047
EFO_0003060	CHEMBL1079742
EFO_0003060	CHEMBL3707320
EFO_0003063	CHEMBL1650
EFO_0003063	CHEMBL635
EFO_0003085	CHEMBL450449
EFO_0003086	CHEMBL1072
EFO_0003086	CHEMBL1201492
EFO_0003086	CHEMBL995
EFO_0003086	CHEMBL191
EFO_0003086	CHEMBL2109016
EFO_0003097	CHEMBL3184512
EFO_0003099	CHEMBL1276308
EFO_0003102	CHEMBL126
EFO_0003102	CHEMBL1232
EFO_0003102	CHEMBL1359
EFO_0003102	CHEMBL1200588
EFO_0003102	CHEMBL1753
EFO_0003102	CHEMBL3184512
EFO_0003103	CHEMBL680
EFO_0003103	CHEMBL1689063
EFO_0003103	CHEMBL404
EFO_0003103	CHEMBL44354
EFO_0003103	CHEMBL550495
EFO_0003103	CHEMBL734
EFO_0003103	CHEMBL1650559
EFO_0003103	CHEMBL127
EFO_0003103	CHEMBL3184791
EFO_0003103	CHEMBL148
EFO_0003103	CHEMBL191083
EFO_0003103	CHEMBL572
