TTD_ID	CID
D04USK	
D04USO	11587567
D04USU	
D04UTH	
D04UTQ	12683497
D04UTT	11504295
D04UUD	10430360
D04UUH	11125
D04UUT	135511822
D04UVC	44270882
D04UVL	1133083
D04UWG	
D04UWU	
D04UXC	
D04UXN	
D04UXO	
D04UXX	3075615
D04UYB	5464041
D04UYO	9867091
D04UYT	
D04UYY	
D04UYZ	3343155
D04UZN	65404
D04UZT	9046
D04VAE	
D04VAR	
D04VBD	10423871
D04VBF	
D04VCE	44591717
D04VCF	
D04VCN	
D04VCQ	
D04VCS	
D04VDD	
D04VDY	135539114
D04VEJ	54707177
D04VFJ	3005573
D04VFS	11615808
D04VFW	
D04VGL	3976006
D04VGR	
D04VGS	24087
D04VGY	
D04VHB	
D04VHK	
D04VHL	
D04VHQ	
D04VHZ	
D04VIP	9860692
D04VIS	5318517
D04VJE	44434061
D04VJH	129991
D04VJQ	
D04VJX	
D04VKO	
D04VKS	24144
D04VLI	
D04VLR	
D04VMG	10583
D04VMK	
D04VMM	
D04VMT	5253
D04VNR	610682
D04VNS	73755065
D04VOE	
D04VOI	73755189
D04VOM	44320702
D04VOZ	
D04VPA	34633
D04VPF	98
D04VPH	45376872
D04VPP	
D04VPV	127201
D04VQC	
D04VQE	
D04VQH	
D04VQM	2240993
D04VRB	
D04VRN	
D04VRY	11847169
D04VSB	
D04VSI	
D04VSM	9847629
D04VSP	46703768
D04VTV	
D04VUH	
D04VUM	
D04VUY	
D04VVD	
D04VVL	
D04VWJ	44224257
D04VWO	
D04VXN	441242
D04VXP	2794808
D04VXS	
D04VYE	
D04VYT	44405786
D04VYZ	16202842
D04VZS	
D04WBT	3000322
D04WBU	12905388
D04WBY	
D04WCA	
D04WCH	11492842
D04WCI	16220188
D04WCJ	
D04WCO	
D04WCW	
D04WDA	
D04WDX	4858
D04WFD	4543
D04WFL	
D04WFN	10202471
D04WFV	
D04WGR	44432677
D04WHE	247436
D04WHH	135519317
D04WHM	
D04WHO	9916412
D04WHX	3081347
D04WIA	135433795
D04WIE	
D04WIF	
D04WIG	
D04WJM	
D04WJN	10588478
D04WJO	5486799
D04WKL	
D04WLH	11702450
D04WLX	
D04WMR	59757
D04WNA	
D04WND	
D04WNI	
D04WNN	
D04WOM	
D04WPA	9549284
D04WPM	9806102
D04WQJ	
D04WQT	
D04WRK	
D04WRO	44456337
D04WSK	
D04WSL	
D04WTN	
D04WUA	11723971
D04WVG	11540459
D04WVI	
D04WVL	
D04WVV	10193044
D04WVY	
D04WWG	146863
D04WWM	511811
D04WWO	9889867
D04WXG	
D04WXI	25149244
D04WYX	
D04WZK	10138980
D04WZL	
D04XAB	
D04XBU	
D04XBZ	46886335
D04XCB	10149595
D04XCK	
D04XCO	
D04XCQ	10099811
D04XDS	743
D04XDT	11578213
D04XED	641786
D04XEG	3343
D04XEO	
D04XEQ	16097729
D04XFN	11566823
D04XGT	31593
D04XGU	
D04XGX	44592011
D04XHE	
D04XHJ	
D04XHX	44418885
D04XIA	
D04XII	
D04XIO	
D04XIV	
D04XJE	
D04XJG	
D04XJM	11520238
D04XJT	44367275
D04XJV	
D04XJX	
D04XLU	
D04XLX	44449523
D04XMJ	11249042
D04XML	
D04XMN	
D04XMZ	3013848
D04XNH	44318851
D04XNJ	4879
D04XNL	
D04XNQ	
D04XOE	
D04XOT	11075942
D04XOX	
D04XPD	
D04XPJ	44369716
D04XPW	446220
D04XPZ	11822609
D04XQG	
D04XQW	154100
D04XRV	10547238
D04XSP	
D04XTK	
D04XTP	44322318
D04XUJ	
D04XUV	44450123
D04XVE	
D04XVI	
D04XVJ	
D04XVN	11707110
D04XVU	58496428
D04XWX	
D04XXE	73489
D04XXF	
D04XYL	135705216
D04XZE	44129631
D04XZP	73755099
D04YAJ	3082555
D04YAK	
D04YCE	65944
D04YCJ	135399866
D04YCQ	
D04YEW	25147683
D04YEY	
D04YFA	
D04YGT	
D04YHG	
D04YHJ	
D04YHR	56841758
D04YHW	11406590
D04YHZ	15630152
D04YIA	
D04YIV	220662
D04YJN	44152734
D04YJO	
D04YJU	9829836
D04YKA	
D04YKM	
D04YKO	
D04YKQ	
D04YKV	
D04YKY	
D04YLQ	
D04YLU	
D04YMG	
D04YMH	151166
D04YNI	132006
D04YNS	44408323
D04YNW	11315337
D04YPN	9296
D04YPP	9991673
D04YPZ	
D04YQF	763936
D04YQN	
D04YRD	
D04YSC	
D04YSK	
D04YSQ	
D04YSY	
D04YTE	331783
D04YTO	21847810
D04YTT	
D04YTX	
D04YUA	162019
D04YUM	75929
D04YVS	44306753
D04YWM	
D04YWS	
D04YWU	
D04YWX	9816339
D04YXB	12333592
D04YXL	
D04YZL	5234
D04YZS	
D04YZZ	44445083
D04ZAH	43672
D04ZAO	135460353
D04ZBA	16752668
D04ZBT	71364
D04ZBU	
D04ZBV	11610682
D04ZCL	192375
D04ZCZ	65243
D04ZDD	44559034
D04ZDI	11231829
D04ZEP	
D04ZEX	
D04ZFH	9817808
D04ZFO	
D04ZGF	10561174
D04ZGR	44387129
D04ZHJ	
D04ZIA	
D04ZIJ	5464273
D04ZIO	
D04ZIP	11401613
D04ZIV	58056241
D04ZIZ	
D04ZJG	46233427
D04ZJK	23645348
D04ZJL	10400801
D04ZJO	6916252
D04ZJP	
D04ZJQ	
D04ZKY	
D04ZLC	
D04ZLG	
D04ZLJ	72116
D04ZLZ	24901603
D04ZMM	86277840
D04ZMS	11773145
D04ZND	
D04ZNG	
D04ZNL	
D04ZOI	9794983
D04ZOZ	132640
D04ZPF	45483409
D04ZPU	11769428
D04ZQB	
D04ZQC	24180539
D04ZQJ	690181
D04ZQL	
D04ZQO	
D04ZQX	44426812
D04ZSL	
D04ZSZ	
D04ZTA	
D04ZTH	2817024
D04ZTY	444020
D04ZUU	
D04ZVO	
D04ZWD	
D04ZWF	53396311
D04ZWH	
D04ZWL	3862
D04ZWQ	9885653
D04ZWS	11173982
D04ZXP	
D04ZXR	
D04ZYA	13720757
D04ZYP	
D04ZZD	
D04ZZM	
D04ZZQ	
D04ZZT	
D04ZZU	24905653
D04ZZX	
D05-Mar	
D05AAD	135484549
D05AAM	60769
D05AAQ	
D05AAW	68539
D05ABK	
D05ABT	10352496
D05ACE	44572111
D05ACQ	9846339
D05ADD	44437632
D05ADE	
D05ADP	160355
D05AEE	
D05AEG	13315120
D05AFC	6323289
D05AFD	
D05AFI	9399
D05AFP	
D05AFR	54680694
D05AFV	10918703
D05AFW	49866090
D05AFX	4450
D05AGK	11743533
D05AHC	
D05AHE	8226
D05AHK	
D05AHQ	68916
D05AHZ	11572583
D05AIB	44388580
D05AIC	
D05AIM	44268928
D05AIN	22397839
D05AIT	46887580
D05AJJ	51346799
D05AJT	57990869
D05AJX	
D05AJZ	44410801
D05AKH	
D05ALG	516731
D05ALP	
D05AMQ	6539137
D05AMX	25701
D05ANK	44588172
D05ANN	5486827
D05ANV	44456128
D05AOH	10333896
D05AON	
D05APC	19049123
D05APM	
D05APW	
D05APZ	135398501
D05AQB	
D05AQP	
D05AQT	
D05ARF	5328077
D05ARI	14539719
D05ARP	135398740
D05ASV	
D05ATD	
D05ATI	4329331
D05ATQ	
D05AUY	
D05AVB	
D05AVL	
D05AVX	60983
D05AWM	
D05AWP	
D05AXE	
D05AXS	
D05AYU	
D05AZE	
D05AZU	11184341
D05AZW	46229071
D05BAJ	
D05BBB	
D05BBQ	
D05BCA	23671799
D05BCF	23665591
D05BCJ	2779264
D05BCU	
D05BCY	44425463
D05BDY	
D05BEL	9989616
D05BFC	3978952
D05BFX	
D05BGM	
D05BGS	
D05BGY	
D05BHF	204056
D05BHG	3246323
D05BHL	16109437
D05BII	
D05BIJ	912224
D05BIN	25229664
D05BIT	
D05BJD	23724967
D05BJY	73755021
D05BKG	10428412
D05BKS	
D05BKY	
D05BLG	
D05BLN	
D05BLQ	
D05BMA	25220914
D05BMC	
D05BMD	44423684
D05BMG	3007
D05BMP	11197671
D05BNS	
D05BOD	115288
D05BPC	44201346
D05BPD	
D05BPM	49862276
D05BPO	
D05BPX	16757577
D05BQE	137253366
D05BQK	2481
D05BRZ	
D05BSG	
D05BTF	16118459
D05BTG	44324916
D05BTL	
D05BTM	6398761
D05BTR	65924
D05BUD	
D05BUX	56603762
D05BVP	
D05BWH	
D05BWX	
D05BWY	
D05BXO	9554198
D05BXY	
D05BYA	135539077
D05BYD	9906860
D05BYE	
D05BYJ	
D05BYO	
D05BYP	
D05BZQ	44415858
D05CBG	44420988
D05CBJ	
D05CBP	
D05CBS	
D05CCF	3791448
D05CCT	4139
D05CCY	
D05CCZ	
D05CDC	11643509
D05CDF	
D05CDG	
D05CEJ	11211335
D05CEK	107757
D05CEL	
D05CEM	5311371
D05CEO	
D05CEU	941361
D05CFG	11455973
D05CFH	
D05CFQ	
D05CFV	
D05CGH	
D05CGI	11245709
D05CGO	
D05CGR	
D05CGX	
D05CHI	135415564
D05CHN	
D05CHR	
D05CJM	
D05CJN	
D05CJU	
D05CKF	
D05CKR	4409
D05CLL	
D05CLM	9870304
D05CMT	
D05CMY	
D05CMZ	
D05CNB	
D05CND	10221123
D05CNJ	
D05CNT	5311015
D05COE	
D05COG	9807052
D05COL	11440685
D05COQ	11847588
D05CPD	
D05CPS	
D05CPV	208898
D05CQR	23359276
D05CQS	6440764
D05CRC	9909743
D05CRG	56603773
D05CRM	3277297
D05CRY	
D05CSS	
D05CTQ	
D05CTS	
D05CTY	
D05CVC	
D05CVH	
D05CWG	24744054
D05CWM	
D05CXZ	
D05CYD	268
D05CYJ	10446279
D05CYX	
D05DAE	821620
D05DAF	11849198
D05DAG	164682
D05DAN	9841731
D05DAX	
D05DBG	
D05DBJ	135438809
D05DBT	
D05DBY	10236037
D05DBZ	
D05DCL	
D05DCQ	9838682
D05DCW	46866191
D05DCX	
D05DDN	11561383
D05DDS	448400
D05DDU	44432667
D05DDZ	16686141
D05DFJ	446274
D05DFO	44406102
D05DFV	
D05DGE	65241
D05DHX	25845235
D05DIH	45483180
D05DIN	24905595
D05DKT	
D05DLI	16121949
D05DMH	92745
D05DNA	6918360
D05DNH	
D05DNU	44588315
D05DNW	
D05DOM	6227
D05DON	
D05DOY	
D05DPE	
D05DPU	
D05DQF	4408257
D05DQR	
D05DRG	
D05DRQ	675939
D05DSK	9908587
D05DSL	
D05DSS	
D05DTJ	
D05DTN	6445537
D05DUX	44422438
D05DVP	5717
D05DWG	445456
D05DXT	
D05DXW	11616723
D05DYX	9847605
D05DZA	
D05DZJ	
D05DZK	
D05DZR	
D05EAJ	
D05EAM	4735
D05EBY	
D05EBZ	46703769
D05ECA	
D05ECK	4345065
D05ECQ	
D05EDA	44388179
D05EDD	11588811
D05EDR	11630146
D05EDW	10085862
D05EEJ	
D05EEV	190973
D05EFR	
D05EGR	446833
D05EHE	44584685
D05EHJ	
D05EHM	12717
D05EHP	
D05EHS	
D05EHX	
D05EIT	
D05EJG	6305
D05EJO	
D05EKM	131688
D05EKO	
D05ELM	78701
D05ELO	
D05ELQ	16221211
D05ELV	3007855
D05ELY	
D05ELZ	
D05EMC	
D05EMG	
D05EMI	
D05EML	21847
D05EMT	22574258
D05EMV	135526823
D05EMW	
D05EMX	14076674
D05ENG	
D05ENJ	11535140
D05EON	
D05EOT	
D05EOW	102614
D05EPE	
D05EPI	46232685
D05EPM	3292
D05EPO	272986
D05EPU	121877
D05EPV	
D05EPY	67668482
D05EQC	73755246
D05EQG	5265
D05ERA	
D05ERF	9840540
D05ERT	21202952
D05ETC	
D05ETG	44413117
D05ETL	
D05ETM	5311057
D05ETN	46703923
D05EUH	
D05EUI	
D05EUR	
D05EUS	
D05EUV	44588831
D05EVF	
D05EVI	3033821
D05EWB	10416726
D05EWD	44397502
D05EWZ	44444966
D05EXN	9848159
D05EXX	15764659
D05EYA	18946
D05EYG	9799453
D05EZE	10077295
D05FBL	5289299
D05FBZ	125516
D05FCO	12811064
D05FCR	
D05FDR	
D05FEJ	44342872
D05FEO	72551298
D05FEQ	5359966
D05FFB	91643
D05FFR	5351154
D05FFT	11566580
D05FFY	
D05FGG	135415867
D05FGN	
D05FGP	
D05FGR	92337
D05FGY	
D05FHZ	
D05FIJ	
D05FIN	
D05FIP	
D05FJM	460087
D05FKE	46228441
D05FKT	3083422
D05FKU	
D05FLL	11709595
D05FMD	9447
D05FMK	44613068
D05FMP	
D05FMZ	472107
D05FNN	100606
D05FOB	
D05FOF	
D05FOV	5319879
D05FPU	44564582
D05FPZ	
D05FQD	71184
D05FQF	70697638
D05FQN	9815570
D05FQX	
D05FRM	
D05FRP	
D05FRX	11153607
D05FSK	
D05FTJ	4044
D05FTY	9854438
D05FUP	
D05FUU	9802561
D05FUY	10149584
D05FVK	
D05FVW	
D05FVX	
D05FWF	
D05FWH	16224745
D05FWW	52944683
D05FXD	44478401
D05FYA	3035905
D05FYR	11700955
D05FZE	2252
D05FZM	
D05FZP	3249312
D05GAP	
D05GAT	10440769
D05GBE	13720748
D05GBH	
D05GBR	
D05GBY	10242258
D05GBZ	
D05GCI	
D05GDD	371512
D05GDP	599482
D05GDS	
D05GEF	6440176
D05GEL	
D05GEY	
D05GFD	44563953
D05GFM	44376180
D05GGD	
D05GGE	11652039
D05GGH	1228702
D05GGP	
D05GIB	16122614
D05GIC	10393120
D05GIO	
D05GJJ	
D05GJL	
D05GJP	
D05GJW	20279
D05GKC	108003
D05GKD	5523
D05GKN	
D05GKS	
D05GKZ	
D05GLT	14539911
D05GMB	135461425
D05GMG	
D05GMT	
D05GMW	44407566
D05GNW	
D05GOA	
D05GOC	3001162
D05GOM	127856
D05GOP	25175634
D05GPB	
D05GPF	
D05GPI	44421960
D05GPK	2734315
D05GPL	
D05GPN	
D05GPO	5281071
D05GPX	121878
D05GQD	16678119
D05GQH	46836872
D05GQK	656755
D05GQL	65004
D05GQQ	14680201
D05GQV	
D05GRI	5354238
D05GRY	25081014
D05GRZ	46884114
D05GSF	44397277
D05GSI	
D05GSS	73649
D05GSZ	10479348
D05GUD	45482343
D05GUK	65954
D05GVL	44393683
D05GVO	
D05GVQ	
D05GVV	
D05GVY	11254470
D05GWF	56947027
D05GWI	83107
D05GWJ	
D05GWV	11586961
D05GXA	44366147
D05GXC	
D05GXK	24822444
D05GYF	11710941
D05GYG	16133801
D05GYL	
D05GYO	5287515
D05GYU	
D05GZB	
D05GZD	9918381
D05GZI	39918957
D05HAD	
D05HAJ	
D05HBF	5353357
D05HBM	
D05HBS	
D05HBW	
D05HBZ	2736461
D05HCO	
D05HDJ	
D05HDX	9803963
D05HEJ	
D05HFC	10466406
D05HFD	13936971
D05HFN	
D05HFQ	44425672
D05HFU	
D05HFW	5315773
D05HFY	54676537
D05HGL	
D05HGU	5311188
D05HHG	
D05HHP	
D05HHZ	
D05HID	
D05HIG	24881806
D05HIH	44293227
D05HIJ	
D05HIP	
D05HIX	
D05HJF	
D05HJG	10130246
D05HJO	
D05HJP	6476992
D05HJR	
D05HJT	869109
D05HKB	87933
D05HKC	
D05HKG	
D05HLC	
D05HLQ	
D05HMS	
D05HMW	10705550
D05HNB	9893718
D05HOH	44447367
D05HOO	7244
D05HOS	444599
D05HPB	11587023
D05HPI	16129688
D05HRK	151047
D05HRP	13596072
D05HRW	
D05HSC	6000
D05HSI	127948
D05HSW	3218
D05HTS	
D05HUG	
D05HUP	
D05HUQ	
D05HUS	44432661
D05HUX	72760
D05HUZ	
D05HVV	5487407
D05HVY	5280119
D05HWC	3496768
D05HWN	16736529
D05HWX	
D05HXE	5497111
D05HXX	5526
D05HYC	
D05HYJ	
D05HYL	122130
D05HYT	5284403
D05HYV	9915499
D05HZI	6435808
D05HZJ	
D05IAN	
D05IBA	
D05IBP	
D05IBQ	44274015
D05IBV	
D05IBW	10669736
D05ICC	20872691
D05ICE	169148
D05ICF	3492365
D05ICS	
D05ICT	
D05IEN	
D05IGJ	9839919
D05IGL	114771
D05IHR	15830914
D05IHU	5419
D05IHZ	
D05IIB	
D05IIN	5282340
D05IIP	108144
D05IJM	
D05IKY	44235175
D05ILN	
D05ILO	11382066
D05ILZ	
D05IML	60602
D05INV	
D05IPF	56842229
D05IPO	9865858
D05IQI	
D05IQL	44158012
D05IQX	
D05IRT	10406644
D05IRV	300471
D05ISO	
D05ISV	
D05ITH	3175
D05ITS	
D05IUQ	
D05IVD	44332169
D05IVZ	129696
D05IWE	
D05IWY	5481476
D05IXH	
D05IXU	25130517
D05IYA	
D05IZC	
D05IZG	
D05IZN	
D05JAA	
D05JAC	
D05JAH	448769
D05JAJ	45028568
D05JAS	
D05JAZ	2773727
D05JBC	
D05JBP	
D05JBZ	5289329
D05JCG	
D05JDR	2654
D05JEG	
D05JEL	
D05JET	60511
D05JFA	
D05JFY	
D05JGR	
D05JGX	11602388
D05JHA	44439948
D05JHB	
D05JHJ	
D05JIO	9859429
D05JIS	9810632
D05JJL	44584947
D05JKC	135546593
D05JKG	68770
D05JKQ	5311373
D05JLG	135475810
D05JMJ	5311378
D05JMP	
D05JMW	
D05JNI	8378
D05JPG	44401277
D05JPJ	
D05JPV	44406790
D05JPW	135409725
D05JQD	
D05JQF	6917939
D05JRA	25190769
D05JRG	
D05JRZ	67316
D05JSU	11186829
D05JSY	44406730
D05JTJ	
D05JXE	26840
D05JXF	
D05JXM	
D05JXR	9805266
D05JYE	6327349
D05JZQ	44456361
D05JZS	450268
D05KAC	
D05KBP	
D05KBU	9883933
D05KCJ	
D05KCN	14898722
D05KED	
D05KEE	10904818
D05KEF	44418996
D05KEZ	6337
D05KFA	
D05KFG	196
D05KFH	
D05KGG	
D05KGK	
D05KHN	122265
D05KHP	
D05KHS	11136
D05KHT	
D05KIF	13916150
D05KIQ	25034012
D05KIS	16100411
D05KIV	
D05KJH	160487
D05KJX	473568
D05KJY	72326
D05KKB	44306687
D05KKC	
D05KKF	
D05KKP	
D05KKV	
D05KKZ	
D05KLE	44160268
D05KLQ	
D05KME	
D05KNG	
D05KOA	
D05KON	3331
D05KOP	
D05KOY	
D05KPH	16219334
D05KQC	3899541
D05KQE	131925
D05KQF	19235
D05KRC	71225
D05KRH	
D05KRS	
D05KRX	
D05KSC	11515548
D05KSW	5300647
D05KSY	
D05KTE	71474
D05KTK	
D05KTV	
D05KUM	135446209
D05KUP	
D05KVC	11567682
D05KVN	13580028
D05KWF	11689770
D05KWN	49862498
D05KWY	
D05KXF	
D05KXJ	
D05KXP	44418726
D05KYE	45487149
D05KZH	11098210
D05KZK	91505
D05KZM	65625
D05KZV	
D05LBC	44123657
D05LBH	
D05LBM	
D05LBN	
D05LBU	5472
D05LCN	
D05LCX	
D05LDI	46883488
D05LDK	
D05LDQ	
D05LEO	3385
D05LFV	12526770
D05LGX	213041
D05LIH	
D05LJC	45483405
D05LJD	56947094
D05LJF	44431481
D05LJQ	
D05LJY	44388693
D05LKO	44414722
D05LKP	5215
D05LKZ	
D05LLH	
D05LLI	11498895
D05LLJ	
D05LLP	44613453
D05LLV	52921893
D05LLX	11287488
D05LMB	46855772
D05LMC	
D05LMD	16134896
D05LMT	
D05LOB	
D05LOV	
D05LOY	16048804
D05LPK	12495134
D05LPP	
D05LPW	25022354
D05LQD	10082995
D05LQX	11156438
D05LRD	
D05LRV	9972316
D05LSD	
D05LSF	6442739
D05LST	
D05LSY	
D05LTB	
D05LTJ	10455977
D05LTW	22574224
D05LTY	
D05LUT	
D05LVL	
D05LWE	23986047
D05LWK	44410408
D05LXA	44587266
D05LXC	130127
D05LXG	5063
D05LXH	
D05LXP	4713445
D05LYC	11403745
D05LYL	204058
D05LYX	3488
D05LZG	
D05LZV	
D05MAT	2235217
D05MBE	
D05MBJ	44554446
D05MBZ	129211
D05MCK	6105572
D05MCS	55190
D05MDB	618190
D05MDE	11505372
D05MDJ	9824013
D05MDQ	
D05MDY	10176401
D05MEL	
D05MEP	
D05MEW	14514271
D05MEY	
D05MFA	135398741
D05MFG	5311447
D05MFO	71781
D05MGQ	
D05MHI	11414137
D05MHL	44605611
D05MIG	
D05MIL	56016
D05MIQ	
D05MIV	5162
D05MJG	44388431
D05MJO	44286607
D05MJS	
D05MJU	1746
D05MKA	16139342
D05MKG	
D05MKN	
D05MLT	44450091
D05MLX	
D05MNV	
D05MNW	129627791
D05MOZ	
D05MPS	4273
D05MPX	70687267
D05MQE	6539785
D05MQK	110635
D05MQO	451819
D05MQU	11695867
D05MRY	
D05MSG	44593666
D05MSL	
D05MSM	
D05MST	
D05MTA	11417158
D05MTD	14535496
D05MTY	73755226
D05MTZ	
D05MUA	
D05MUN	25059300
D05MVA	
D05MVF	
D05MVX	
D05MWB	
D05MWY	
D05MXI	42611190
D05MXK	
D05MXL	
D05MXM	14368760
D05MXO	5283038
D05MYH	44568140
D05MYL	
D05MZI	
D05NAR	11536043
D05NBB	
D05NBD	71311951
D05NBK	15696466
D05NBR	
D05NBU	122830
D05NCT	
D05NDN	33039
D05NDR	
D05NDY	
D05NEC	60182364
D05NED	24866294
D05NEG	11515787
D05NEK	
D05NEM	10688595
D05NET	44372627
D05NFR	
D05NFU	4100860
D05NHA	
D05NHR	44588830
D05NHT	
D05NIE	44430036
D05NIO	
D05NIR	
D05NJG	
D05NJI	5287541
D05NJL	
D05NKG	16760286
D05NKX	132709
D05NLD	
D05NLR	
D05NMG	
D05NMJ	
D05NMK	
D05NMU	
D05NOS	5568
D05NQR	
D05NQX	
D05NQZ	
D05NRG	
D05NRI	189729
D05NRX	
D05NRZ	
D05NSB	9450114
D05NSF	
D05NSP	44422654
D05NTO	5149140
D05NTQ	
D05NTV	10058919
D05NTY	
D05NUC	656989
D05NUH	
D05NUN	
D05NUP	
D05NUT	
D05NWF	6022
D05NWH	443390
D05NWJ	
D05NWM	6422843
D05NWQ	711259
D05NXQ	29293599
D05NXX	7217941
D05NYF	
D05NYK	
D05NYO	
D05NYR	44418912
D05NZH	11160856
D05NZI	44348012
D05NZV	122186
D05OAE	54726845
D05OAI	
D05OAJ	
D05OBK	23015
D05ODA	73755108
D05ODE	
D05ODU	
D05ODW	91510
D05OEG	129686
D05OEO	16131131
D05OEU	
D05OEV	135403792
D05OEZ	
D05OFO	
D05OFR	5015763
D05OFX	219078
D05OHF	25201236
D05OHM	10699948
D05OHN	12226582
D05OHW	
D05OHY	
D05OIF	44292270
D05OIS	244
D05OIU	
D05OJY	10720540
D05OKZ	
D05OLW	661524
D05OML	745318
D05OMO	
D05OMR	11299083
D05OMT	45142457
D05ONA	
D05ONZ	12066684
D05OOA	11492986
D05OPF	4453505
D05OPY	44288306
D05OQF	711431
D05OQG	45358132
D05OQJ	4162
D05OQX	119032
D05ORA	
D05ORI	
D05ORO	
D05OSR	
D05OTD	
D05OTL	
D05OTR	10517190
D05OTZ	
D05OUG	2833773
D05OUP	16082758
D05OUQ	16129670
D05OUY	715794
D05OVC	71310
D05OVR	
D05OVV	11993691
D05OWB	
D05OXR	12209843
D05OXZ	
D05OZG	
D05OZQ	
D05OZR	21450
D05OZZ	46937106
D05PBN	44456127
D05PCM	
D05PDF	11532283
D05PDI	
D05PDJ	
D05PDW	
D05PFE	
D05PFS	
D05PGG	
D05PGM	
D05PGU	
D05PHH	3447
D05PHI	14425906
D05PHX	91827362
D05PIP	
D05PIX	11844916
D05PIZ	15130
D05PJJ	
D05PKF	
D05PKR	5311375
D05PKT	46901928
D05PLF	3031066
D05PLH	2576
D05PMU	
D05PMY	
D05PNI	449409
D05PNO	4135273
D05PNP	11064571
D05PQF	
D05PQW	
D05PRC	
D05PRG	
D05PRQ	44560054
D05PRS	296284
D05PRV	
D05PSD	9803245
D05PTF	
D05PTG	
D05PTH	
D05PTL	
D05PTT	5281792
D05PUD	
D05PVW	
D05PVX	44435718
D05PWA	
D05PWU	
D05PWX	
D05PWZ	
D05PXA	
D05PXD	6398365
D05PXK	11847171
D05PXL	
D05PXW	
D05PYB	
D05PYF	10242569
D05PYO	16126783
D05PZA	25231659
D05PZB	135398495
D05PZG	
D05PZI	
D05PZL	16615
D05PZN	21763506
D05PZV	796420
D05PZZ	
D05QAA	
D05QAD	10255622
D05QAL	
D05QBF	59751
D05QBH	
D05QBX	44369352
D05QBZ	10158940
D05QCE	9825353
D05QCG	446800
D05QCM	
D05QDC	5284513
D05QEK	44395692
D05QFA	456284
D05QFO	
D05QFR	25133942
D05QGH	
D05QHL	23663985
D05QHO	
D05QHU	
D05QIK	
D05QIM	89594
D05QIS	9918559
D05QIT	5192
D05QIU	6475890
D05QIZ	
D05QJK	9816808
D05QJS	5480230
D05QJT	9797017
D05QJY	
D05QKI	
D05QKM	44275859
D05QKO	25080873
D05QKZ	
D05QLQ	
D05QLT	11673921
D05QMA	
D05QMG	5287543
D05QMJ	5287596
D05QML	
D05QMN	44331083
D05QMQ	46235922
D05QNO	2968
D05QNR	24827641
D05QNV	24780383
D05QOF	14809026
D05QOL	
D05QOR	5280460
D05QPC	
D05QPE	5282272
D05QPR	12229388
D05QPW	
D05QQI	
D05QTG	46914767
D05QTJ	104973
D05QTO	
D05QTT	11691555
D05QTX	44828492
D05QUG	45485279
D05QUL	1270252
D05QVX	
D05QWJ	
D05QWQ	73755041
D05QWZ	
D05QXT	10118593
D05QXU	21389
D05QXW	
D05QYN	
D05QYR	1714884
D05RAB	45028895
D05RBF	
D05RBH	
D05RBL	132290
D05RBO	
D05RCG	44568763
D05RCK	44398214
D05RCZ	
D05RDE	9850856
D05RDM	
D05RDO	10779057
D05RDP	992586
D05REB	136175061
D05REH	71246
D05REL	16130972
D05REP	
D05REQ	22139473
D05RFC	
D05RFI	
D05RFO	
D05RGO	44611435
D05RGU	44406075
D05RGV	
D05RGW	11313837
D05RHI	6256
D05RIE	44386957
D05RII	44413409
D05RIM	
D05RIY	
D05RJG	
D05RJP	118984458
D05RJQ	
D05RKH	46228435
D05RKS	20293994
D05RKT	
D05RKV	
D05RLR	656734
D05RMW	9955820
D05RNF	16109438
D05ROI	44462760
D05ROV	2757
D05RPN	
D05RPT	
D05RQB	463725
D05RQF	
D05RQW	
D05RQX	6537446
D05RQY	
D05RRA	
D05RRF	17756317
D05RRI	86315
D05RRK	44408683
D05RRU	
D05RRZ	10348659
D05RSC	10131048
D05RSP	9600421
D05RSQ	52942744
D05RSS	
D05RSX	
D05RTB	
D05RTF	
D05RTH	9893658
D05RTV	
D05RTX	
D05RUG	
D05RUH	
D05RUJ	
D05RUM	15387
D05RVA	
D05RWL	
D05RWN	
D05RWU	46887334
D05RWZ	6603724
D05RXG	18369509
D05RXI	84088
D05RXW	
D05RZE	
D05RZI	6918012
D05RZJ	
D05RZW	131974
D05SAP	11849791
D05SBI	
D05SBJ	11277489
D05SBO	46220502
D05SBR	
D05SCE	400010
D05SCQ	
D05SEV	2259222
D05SEW	
D05SFA	5311044
D05SFD	474120
D05SGI	
D05SGJ	5360545
D05SGO	16136567
D05SGV	11437484
D05SHK	39147
D05SHQ	
D05SHW	
D05SJB	
D05SJD	
D05SJK	
D05SJW	6172
D05SJY	
D05SKE	44410796
D05SLL	44186619
D05SLM	
D05SLY	44815217
D05SLZ	10708015
D05SMP	
D05SMV	
D05SNG	10398928
D05SNR	135546485
D05SNS	20778197
D05SNX	
D05SOF	131211
D05SOH	
D05SOU	638015
D05SOW	
D05SOY	
D05SPL	
D05SQA	10435114
D05SQU	
D05SRL	
D05SRQ	573747
D05SSB	514100
D05SSC	6918540
D05SSJ	55285
D05STL	
D05STQ	
D05SUA	
D05SVA	125520
D05SVN	
D05SVQ	
D05SWA	
D05SWL	
D05SWR	711551
D05SWY	44404899
D05SXB	
D05SXC	
D05SXF	25209788
D05SXL	
D05SXT	
D05SXU	13707619
D05SYL	976135
D05SYO	
D05SYY	10402581
D05SZH	135402864
D05SZP	5355577
D05TBI	
D05TBQ	
D05TBZ	
D05TCC	
D05TDJ	
D05TDS	9985317
