TTD_ID	CID
D0I1XE	
D0I1XG	16129616
D0I1XT	45483206
D0I1YH	46901446
D0I1YQ	
D0I1ZB	
D0I1ZN	44583428
D0I1ZT	
D0I1ZY	
D0I2AD	
D0I2AF	44549505
D0I2AG	448107
D0I2AN	
D0I2AV	
D0I2CE	44583376
D0I2DB	235538
D0I2DF	2815701
D0I2DV	
D0I2EL	53630394
D0I2EQ	16109426
D0I2FC	15837283
D0I2FI	2993
D0I2FM	
D0I2FZ	11983295
D0I2GK	71212
D0I2GP	50876172
D0I2GS	
D0I2GT	
D0I2HH	44563415
D0I2HK	
D0I2HL	
D0I2HV	
D0I2IS	444397
D0I2IY	
D0I2JX	44432689
D0I2JY	
D0I2KC	46830328
D0I2KE	
D0I2KW	
D0I2KZ	
D0I2LX	
D0I2MA	
D0I2MD	
D0I2MK	4171
D0I2MR	
D0I2MU	10221256
D0I2NF	
D0I2NX	3545567
D0I2OO	
D0I2OP	184841
D0I2PK	44563411
D0I2PS	
D0I2RB	
D0I2RF	
D0I2RS	
D0I2RW	8342
D0I2SD	10631
D0I2SY	
D0I2TT	
D0I2UC	44230733
D0I2UE	46867543
D0I2UH	44187006
D0I2VE	9853822
D0I2VG	
D0I2VK	3759
D0I2VR	
D0I2VT	
D0I2VW	
D0I2WQ	44579031
D0I2WV	9822750
D0I2XG	135494454
D0I2XM	3038499
D0I2YV	501398
D0I3AH	44325182
D0I3AS	
D0I3BB	9844981
D0I3BL	3085238
D0I3BS	
D0I3BT	71785
D0I3CP	
D0I3CV	9890833
D0I3EE	25223366
D0I3EI	3040841
D0I3EQ	4307629
D0I3EY	11492186
D0I3GT	
D0I3GZ	
D0I3HE	135409562
D0I3HI	
D0I3HV	44429288
D0I3IG	
D0I3IO	11717289
D0I3IR	
D0I3IZ	11267381
D0I3JZ	
D0I3KG	45267548
D0I3KR	71681561
D0I3KT	
D0I3LE	16132418
D0I3LL	10005461
D0I3LO	
D0I3LQ	5281887
D0I3LY	
D0I3NA	
D0I3NS	
D0I3OS	
D0I3OX	
D0I3PD	373149
D0I3PG	
D0I3PZ	
D0I3QJ	
D0I3QU	
D0I3QX	
D0I3QY	
D0I3RD	24963252
D0I3RN	
D0I3RO	92974
D0I3TD	
D0I3TJ	
D0I3TN	10240978
D0I3TS	
D0I3TU	45268455
D0I3TX	9848748
D0I3UA	326183
D0I3US	23643639
D0I3VP	60417
D0I3VS	
D0I3VT	
D0I3VV	
D0I3WC	49867930
D0I3XA	6422124
D0I3XG	5362420
D0I3XN	2773552
D0I3XR	
D0I3XV	9840689
D0I3XW	6443223
D0I3XZ	11601743
D0I3YK	
D0I3YX	9936489
D0I3ZP	44396203
D0I3ZW	
D0I4AF	24992105
D0I4BC	44455950
D0I4BK	
D0I4BZ	6604914
D0I4DG	137248469
D0I4DJ	24763223
D0I4DQ	5280723
D0I4EI	
D0I4EL	
D0I4FF	5280745
D0I4FL	
D0I4FP	91654625
D0I4GI	11396600
D0I4GT	
D0I4HG	
D0I4HS	
D0I4HT	11303367
D0I4JB	
D0I4KB	49782799
D0I4LB	
D0I4LL	9861093
D0I4LM	
D0I4LQ	
D0I4LX	1403
D0I4ME	26175
D0I4MQ	10441484
D0I4MW	
D0I4NN	14056555
D0I4OJ	
D0I4OV	2776332
D0I4OX	
D0I4PB	
D0I4PC	25084484
D0I4PL	
D0I4PW	
D0I4PX	
D0I4QA	
D0I4RK	45482660
D0I4RX	
D0I4TH	24788740
D0I4TO	10107888
D0I4UU	9990388
D0I4UY	
D0I4VT	44460502
D0I4VX	
D0I4WH	
D0I4XF	
D0I4YK	6321351
D0I4YP	
D0I4ZN	
D0I4ZQ	
D0I5BN	25022868
D0I5BY	9831456
D0I5CN	
D0I5CO	
D0I5CS	9829828
D0I5CT	126688
D0I5CZ	46232076
D0I5DE	
D0I5DM	
D0I5DP	
D0I5DS	4063
D0I5DV	
D0I5ED	
D0I5EU	
D0I5FP	
D0I5GC	
D0I5GS	
D0I5HE	9884833
D0I5HF	10182969
D0I5HV	32170
D0I5HZ	44405888
D0I5IM	135449333
D0I5IS	
D0I5JM	
D0I5JP	283188
D0I5KI	
D0I5KX	16130571
D0I5LM	
D0I5LV	24905596
D0I5ND	
D0I5NN	
D0I5NW	6540047
D0I5OM	
D0I5OR	29243
D0I5PM	
D0I5PQ	
D0I5PY	23585406
D0I5PZ	46936882
D0I5QL	
D0I5QV	
D0I5QX	
D0I5QZ	9998020
D0I5RR	
D0I5SD	
D0I5TC	
D0I5TH	
D0I5TL	44557636
D0I5TQ	483448
D0I5TT	
D0I5TV	196416
D0I5US	
D0I5UU	123618
D0I5UY	
D0I5VA	11248240
D0I5VG	
D0I5VJ	135520257
D0I5WB	60974
D0I5WJ	
D0I5WO	
D0I5XM	25152062
D0I5XU	16065403
D0I5YK	5484463
D0I5YQ	44405178
D0I5YS	5068018
D0I5YT	25093391
D0I5YU	43138589
D0I5ZM	
D0I5ZO	
D0I5ZX	
D0I6AE	135873220
D0I6AN	16130395
D0I6AU	
D0I6CF	
D0I6DO	
D0I6EH	11611248
D0I6EJ	46861757
D0I6EK	
D0I6EU	44458238
D0I6FA	
D0I6FS	
D0I6GC	
D0I6GH	23635754
D0I6HB	
D0I6HJ	
D0I6HV	4206177
D0I6IB	54677971
D0I6II	45263885
D0I6IP	6474902
D0I6IQ	
D0I6IR	
D0I6JF	71180
D0I6JG	
D0I6JQ	10322772
D0I6KC	
D0I6KF	11514605
D0I6KU	24894087
D0I6LD	
D0I6LH	107985
D0I6LN	
D0I6LO	
D0I6LR	
D0I6MA	656765
D0I6MR	
D0I6MT	25104892
D0I6NH	
D0I6OI	
D0I6PP	
D0I6QE	46855774
D0I6QN	
D0I6QZ	
D0I6RC	
D0I6RE	25058136
D0I6RI	
D0I6RL	11723962
D0I6RV	
D0I6SI	587484
D0I6UA	
D0I6UE	
D0I6UK	10458025
D0I6UM	3835463
D0I6UN	
D0I6UU	129796
D0I6UV	6477686
D0I6VK	
D0I6VU	176167
D0I6WA	44595851
D0I6WJ	
D0I6XA	
D0I6XJ	
D0I6YD	5276503
D0I6YL	42617556
D0I6YM	76419023
D0I6YT	
D0I6ZO	
D0I6ZS	476857
D0I7AJ	
D0I7AL	53321930
D0I7BD	
D0I7BL	65269
D0I7BU	
D0I7BX	16645664
D0I7CE	
D0I7DH	23635476
D0I7DN	44511346
D0I7EU	9827266
D0I7EX	
D0I7FF	176445
D0I7FH	
D0I7FI	8408
D0I7FK	10038053
D0I7GE	11790
D0I7HB	
D0I7HG	
D0I7HL	14842885
D0I7HP	3001171
D0I7IA	25231315
D0I7IB	5222465
D0I7IF	23648528
D0I7IH	44562692
D0I7KU	
D0I7LB	
D0I7MC	44562857
D0I7MF	
D0I7MG	
D0I7MK	
D0I7MT	5281807
D0I7MW	44418345
D0I7MX	
D0I7NG	
D0I7OD	3080568
D0I7OE	
D0I7OF	
D0I7ON	10237315
D0I7PG	446862
D0I7PO	
D0I7PU	
D0I7QX	44423635
D0I7RA	11696664
D0I7RF	73755011
D0I7RO	108101
D0I7SZ	54892
D0I7TN	23190
D0I7TZ	23619007
D0I7UZ	
D0I7VD	5139
D0I7VI	
D0I7VY	76850157
D0I7WD	44577345
D0I7YL	16186132
D0I7YR	
D0I7ZH	
D0I8AF	9833444
D0I8AT	73755107
D0I8AY	
D0I8BA	16037828
D0I8BC	135883867
D0I8BH	
D0I8BN	
D0I8BO	11361560
D0I8CA	3001386
D0I8CK	
D0I8CT	
D0I8DD	6914273
D0I8DH	
D0I8DW	612414
D0I8DX	
D0I8FI	3779
D0I8FO	135421424
D0I8FS	
D0I8FV	5567
D0I8FY	
D0I8GD	10065929
D0I8GN	
D0I8GU	
D0I8HJ	13314
D0I8HK	11665560
D0I8HL	44273898
D0I8HY	44434486
D0I8JJ	135483765
D0I8KA	
D0I8KC	16058646
D0I8KZ	
D0I8LH	713
D0I8LL	
D0I8LS	
D0I8LU	5372683
D0I8MN	44441193
D0I8MP	16725931
D0I8NM	
D0I8NS	
D0I8OE	5311333
D0I8ON	
D0I8OY	
D0I8PA	
D0I8PQ	10810621
D0I8QC	
D0I8QF	
D0I8QJ	
D0I8QS	9905090
D0I8QT	
D0I8QY	
D0I8RK	
D0I8RR	29327
D0I8RX	
D0I8RY	
D0I8SA	
D0I8SC	
D0I8SJ	44400194
D0I8SK	6306
D0I8TF	
D0I8TJ	
D0I8TR	46905036
D0I8TV	
D0I8TW	
D0I8WD	75737
D0I8WU	484562
D0I8WY	9826652
D0I8XD	44962
D0I8YN	18546352
D0I8YO	
D0I8YS	
D0I8ZB	
D0I8ZE	
D0I8ZM	
D0I8ZZ	60943
D0I9AA	46231936
D0I9AC	
D0I9AL	129786
D0I9AR	
D0I9AT	73549
D0I9BT	
D0I9CK	
D0I9DN	
D0I9FI	205668
D0I9FQ	
D0I9FU	
D0I9GA	
D0I9GE	
D0I9GR	135430970
D0I9HF	10621
D0I9HG	9800306
D0I9IB	73755250
D0I9IF	
D0I9IL	
D0I9IX	44331203
D0I9JE	
D0I9JH	122070
D0I9JL	16221433
D0I9KV	11220599
D0I9LH	
D0I9LO	15984076
D0I9LU	2229
D0I9ME	44388074
D0I9MF	20872795
D0I9MG	
D0I9NC	
D0I9NE	11557579
D0I9NH	11499570
D0I9ON	52947332
D0I9PA	25180306
D0I9PC	
D0I9PF	60182322
D0I9PG	445382
D0I9PH	16100409
D0I9QC	
D0I9QH	
D0I9RB	
D0I9RW	137222128
D0I9RY	20238032
D0I9SX	14707
D0I9TR	44370460
D0I9TV	
D0I9UH	6449755
D0I9UP	16065773
D0I9VN	445967
D0I9VO	
D0I9VU	
D0I9VY	150762
D0I9WR	
D0I9XH	122724
D0I9XR	11493740
D0I9YI	
D0I9YJ	4752
D0I9YM	
D0I9ZJ	6323196
D0I9ZQ	
D0I9ZV	
D0IA0N	
D0IA1G	
D0IA3U	44442376
D0IA4F	
D0IA4G	
D0IA5O	
D0IA7H	
D0IA7K	
D0IA7R	44450094
D0IA7Z	
D0IA8W	
D0IA9E	
D0IA9Y	
D0IB3K	5320686
D0IB3R	
D0IB3Z	
D0IB4H	16737618
D0IB5L	99478
D0IB6Y	11658526
D0IB8C	22424988
D0IB8D	
D0IB8N	10359
D0IC1N	9856782
D0IC2O	
D0IC3K	
D0IC4J	45375937
D0IC5F	21345767
D0IC5U	11573367
D0IC5Y	
D0IC6D	
D0IC7A	
D0IC7C	776421
D0IC8O	
D0IC8P	
D0IC8U	24849867
D0ID0R	
D0ID2I	
D0ID3R	
D0ID3W	
D0ID3Y	46233197
D0ID4H	
D0ID4Y	
D0ID4Z	16133574
D0ID5M	44400285
D0ID6U	9851104
D0ID9W	
D0IE1E	5447130
D0IE4H	131460
D0IE6Z	56842294
D0IE8M	
D0IE9E	
D0IE9L	
D0IF0T	
D0IF2H	44386193
D0IF3G	
D0IF3H	100016
D0IF3N	12656
D0IF4J	
D0IF5M	
D0IF8Z	268297
D0IG2Y	
D0IG4I	
D0IG5E	44582613
D0IG6J	
D0IG7E	
D0IG7F	9548885
D0IG7W	
D0IH2I	
D0IH3I	
D0IH3T	
D0IH6G	
D0IH6W	5317598
D0IH8R	
D0II5S	121844
D0II7M	
D0II7X	
D0II9K	71257
D0IJ0F	
D0IJ0Q	
D0IJ0U	11988953
D0IJ1D	
D0IJ2H	9947991
D0IJ2X	10219753
D0IJ3R	198800
D0IJ4G	
D0IJ5I	
D0IJ7H	1662
D0IJ7O	54678924
D0IK1I	
D0IK1S	
D0IK1U	644100
D0IK2S	5270543
D0IK4V	3124417
D0IK5F	9796068
D0IK5R	
D0IK9N	
D0IK9V	
D0IL0C	
D0IL0G	9993220
D0IL0H	
D0IL0J	
D0IL0U	
D0IL0Y	
D0IL1B	3494
D0IL2B	
D0IL3B	
D0IL3C	
D0IL3O	10313457
D0IL4C	
D0IL4Z	
D0IL7F	44325183
D0IL7L	5865
D0IL7V	
D0IL8R	
D0IL9H	44430013
D0IM1B	
D0IM1Q	45484855
D0IM4E	10977911
D0IM5E	11450263
D0IM5H	44588319
D0IM6O	
D0IM6T	
D0IM7C	
D0IN0X	23625355
D0IN2K	
D0IN5E	
D0IN7A	46855771
D0IN7I	4452
D0IN7R	
D0IN8Z	
D0IN9G	
D0IO0I	6474893
D0IO0M	
D0IO2A	
D0IO2X	
D0IO8G	
D0IO8J	3025961
D0IO8Y	
D0IO9Z	
D0IP2J	
D0IP5E	
D0IP6X	219077
D0IP7L	44590295
D0IP7M	
D0IP9E	
D0IP9V	10107234
D0IQ0S	45487602
D0IQ0Z	46885626
D0IQ1V	
D0IQ2P	
D0IQ3E	
D0IQ4S	44422917
D0IQ4V	
D0IQ5V	
D0IQ6G	
D0IQ6O	
D0IQ6P	25102847
D0IQ6R	
D0IQ7Y	935415
D0IQ8I	
D0IR0R	16102751
D0IR2V	
D0IR4Y	9995251
D0IR5I	135453851
D0IR6U	5494425
D0IR7E	439853
D0IR7H	
D0IR8B	
D0IR8J	
D0IS1M	
D0IS5V	57339806
D0IS5Z	
D0IS6B	1237
D0IS8B	
D0IS8R	
D0IT1M	5288437
D0IT1P	44568667
D0IT1V	
D0IT2G	5743
D0IT2X	2581
D0IT3V	
D0IT4N	
D0IT5D	101635
D0IT6Q	66524380
D0IT7F	
D0IT9C	
D0IU0W	
D0IU1H	
D0IU2K	44577307
D0IU3X	44405186
D0IU5E	716930
D0IU6I	91827344
D0IU8V	9903877
D0IV0E	
D0IV2E	5280592
D0IV3M	
D0IV4C	11210478
D0IV4E	
D0IV5D	11241135
D0IV7F	
D0IV7J	
D0IV7Z	
D0IV8T	
D0IV9K	46230998
D0IW0Y	25079030
D0IW1Y	
D0IW4E	
D0IW4Q	44397336
D0IW4R	60728
D0IW5C	918281
D0IW6G	
D0IW6R	
D0IW7A	
D0IW8I	
D0IW8V	7020170
D0IW9Q	
D0IX0N	10489277
D0IX1A	5850
D0IX1I	24795069
D0IX1V	24939279
D0IX2C	
D0IX3I	44549251
D0IX4B	135413565
D0IX6I	222786
D0IX7G	3082657
D0IX7O	
D0IX7S	3035602
D0IX7Y	11754511
D0IX9E	
D0IX9O	
D0IY0R	11591505
D0IY1Z	
D0IY2B	
D0IY2M	
D0IY2V	44429065
D0IY3E	73755240
D0IY3Z	
D0IY5H	
D0IY5Y	11675600
D0IY8T	
D0IY9H	9823741
D0IZ1A	135430850
D0IZ1D	44571
D0IZ1I	
D0IZ1X	3036222
D0IZ4Z	25192184
D0IZ7T	180288
D0IZ8B	
D0IZ8M	56675928
D0IZ8X	
D0IZ9O	24860513
D0J0AE	16223963
D0J0AG	135421237
D0J0AH	
D0J0AN	
D0J0AT	
D0J0BB	
D0J0BI	
D0J0BN	
D0J0BU	10275777
D0J0BV	2873523
D0J0BW	151925
D0J0CA	107704
D0J0CB	2753
D0J0CU	483460
D0J0DK	44568851
D0J0EL	2950
D0J0EM	
D0J0EP	
D0J0ES	44322661
D0J0FD	
D0J0GJ	
D0J0GM	44224215
D0J0GR	
D0J0HE	
D0J0HK	135440068
D0J0HV	
D0J0IJ	
D0J0IY	44381715
D0J0JC	130145
D0J0JH	
D0J0JT	
D0J0JY	12389
D0J0KC	24978557
D0J0KD	
D0J0KG	9847259
D0J0KR	
D0J0KT	
D0J0KX	
D0J0LC	
D0J0LI	
D0J0MD	23635730
D0J0MK	6919096
D0J0MX	641683
D0J0NM	
D0J0NS	5748434
D0J0OF	
D0J0OY	44418147
D0J0PR	132979
D0J0QW	46233266
D0J0RG	3082653
D0J0RV	6918260
D0J0TP	9917862
D0J0UC	
D0J0UN	
D0J0UT	
D0J0WG	
D0J0WJ	45257110
D0J0WO	7023019
D0J0WX	
D0J0XN	
D0J0YB	263942
D0J0YH	
D0J0ZF	12039267
D0J0ZG	
D0J0ZK	46937420
D0J0ZM	
D0J0ZS	3446
D0J0ZU	
D0J1AE	10708590
D0J1AU	
D0J1AV	11962616
D0J1AW	405560
D0J1AY	446862
D0J1BA	393594
D0J1CC	11948634
D0J1CF	
D0J1CL	68589
D0J1DE	
D0J1DV	
D0J1DW	6505320
D0J1FB	
D0J1FL	
D0J1FW	
D0J1GA	
D0J1GM	44411983
D0J1GR	10366136
D0J1HB	
D0J1HG	
D0J1HP	10378389
D0J1HQ	
D0J1IE	11993873
D0J1IT	
D0J1IX	1238015
D0J1JB	11668217
D0J1KG	
D0J1KH	262093
D0J1KS	
D0J1KT	
D0J1LK	
D0J1LO	9813062
D0J1LX	24882417
D0J1MI	4030
D0J1ML	6291
D0J1MO	
D0J1NQ	40703
D0J1OG	
D0J1OK	
D0J1PG	191233
D0J1PJ	3036289
D0J1PL	44450124
D0J1PW	
D0J1PZ	2723687
D0J1QQ	16130897
D0J1QT	44473100
D0J1QX	
D0J1RB	
D0J1RH	
D0J1RS	
D0J1SA	499953
D0J1SU	
D0J1SX	42638006
D0J1TN	
D0J1TS	6398473
D0J1TU	
D0J1UA	
D0J1US	
D0J1VB	10966027
D0J1VS	44379696
D0J1VY	5281081
D0J1WJ	
D0J1WO	
D0J1XP	11818139
D0J1XZ	16122555
D0J1ZH	
D0J2AE	7377
D0J2AJ	
D0J2BH	
D0J2CP	
D0J2CR	2685
D0J2EE	9957245
D0J2ES	
D0J2FJ	
D0J2FY	5885
D0J2GG	
D0J2HH	
D0J2IB	
D0J2ID	10730997
D0J2IH	9912992
D0J2IK	44405192
D0J2IN	
D0J2JM	46879415
D0J2KV	4932
D0J2LG	
D0J2MJ	26758
D0J2NB	9938124
D0J2NG	44418724
D0J2NI	
D0J2NK	54682550
D0J2NS	9859210
D0J2NX	
D0J2OC	
D0J2PO	46887866
D0J2PW	46533
D0J2RI	19049061
D0J2RV	71301280
D0J2RW	
D0J2SM	296008
D0J2SR	
D0J2TN	13505
D0J2UA	135433933
D0J2UD	44269047
D0J2UJ	6423
D0J2UW	3086599
D0J2VB	5478883
D0J2VN	
D0J2VQ	184178
D0J2VS	
D0J2WC	11785732
D0J2WN	5311344
D0J2WW	6539801
D0J2XD	5329845
D0J2XP	
D0J2YB	23631116
D0J2YR	
D0J2ZI	
D0J2ZS	75124306
D0J3AN	
D0J3AO	9914897
D0J3AV	
D0J3BT	16663418
D0J3BU	
D0J3BV	44388691
D0J3BY	2734687
D0J3CC	
D0J3CJ	20872696
D0J3CT	178077
D0J3CY	46884059
D0J3DB	44562748
D0J3DC	
D0J3DN	
D0J3DW	11850038
D0J3EA	
D0J3EJ	16645659
D0J3EN	
D0J3EU	
D0J3EZ	4038142
D0J3FH	10218379
D0J3FK	
D0J3HE	
D0J3HR	10899142
D0J3IA	29786172
D0J3JI	90488984
D0J3JY	
D0J3KY	
D0J3LR	
D0J3MY	
D0J3NJ	178581
D0J3NK	44427177
D0J3NS	10198101
D0J3NX	44224196
D0J3NY	
D0J3OD	
D0J3OV	239794
D0J3OZ	21934605
D0J3PJ	4331799
D0J3PK	11779089
D0J3PM	44407886
D0J3PS	
D0J3QC	10071166
D0J3QN	
D0J3QU	9873305
D0J3RB	266986
D0J3RS	135873218
D0J3RY	
D0J3SN	1868
D0J3SP	11718391
D0J3SU	9847835
D0J3SW	72429
D0J3TI	
D0J3TN	
D0J3TP	6442246
D0J3TS	4164759
D0J3TY	10588437
D0J3UU	11460087
D0J3VV	
D0J3VX	10248092
D0J3XJ	44578696
D0J3YD	46882843
D0J3YX	
D0J3ZA	
D0J3ZK	9995893
D0J3ZM	
D0J3ZT	
D0J4AT	10990391
D0J4AZ	
D0J4BF	194323
D0J4BO	
D0J4CA	
D0J4CB	24803184
D0J4CI	
D0J4CL	
D0J4CV	
D0J4DJ	135423423
D0J4EF	13279027
D0J4EG	122010
D0J4EZ	135443359
D0J4GG	
D0J4GO	3038
D0J4GP	
D0J4GQ	
D0J4GY	
D0J4HH	10198811
D0J4IP	
D0J4IT	
D0J4IX	442245
D0J4JM	5770
D0J4KC	
D0J4KJ	446245
D0J4KQ	
D0J4LI	9897695
D0J4LR	44407137
D0J4LV	
D0J4MU	91827347
D0J4MY	11479259
D0J4NI	44186618
D0J4NN	49862506
D0J4NQ	9847290
D0J4NR	
D0J4ON	135473382
D0J4PB	
D0J4PC	
D0J4PE	
D0J4PM	
D0J4QE	
D0J4QG	
D0J4QH	6369390
D0J4RI	135439060
D0J4RY	1103113
D0J4SW	10731097
D0J4TX	
D0J4UO	
D0J4VA	46854606
D0J4VR	46191176
D0J4WA	
D0J4WW	
D0J4XV	
D0J4YA	73755109
D0J4YH	
D0J4YV	137248470
D0J4YW	
D0J4ZH	3033898
D0J5AB	
D0J5AD	
D0J5AR	11672904
D0J5AU	25133940
D0J5CX	9894349
D0J5DC	2796
D0J5DL	160555
D0J5DN	5284648
D0J5ED	25242323
D0J5EF	215051
D0J5EQ	
D0J5EW	
D0J5EZ	54726664
D0J5FK	58539171
D0J5FU	
D0J5GC	
D0J5GS	
D0J5GT	3086652
D0J5HG	
D0J5HR	46926973
D0J5HU	122044
D0J5IB	
D0J5IR	44555371
D0J5JO	44430009
D0J5KA	44406095
D0J5KF	5284566
D0J5KG	44411771
D0J5KK	3221297
D0J5KZ	
D0J5NA	
D0J5NB	
D0J5OO	
D0J5OS	
D0J5OV	72285
D0J5OX	16775011
D0J5OY	44388022
D0J5PL	
D0J5QA	
D0J5QD	
D0J5QP	
D0J5QW	192308
D0J5RG	71
D0J5RN	9690109
D0J5RQ	234102
D0J5SD	53253136
D0J5SK	5328819
D0J5TL	10845560
D0J5TN	9868524
D0J5TS	3032396
D0J5UC	132565
D0J5UK	42785
D0J5VK	67145
D0J5VR	11625818
D0J5WI	9852238
D0J5XM	
D0J5XS	
D0J5XZ	
D0J5YC	56339
D0J5YU	
D0J5YV	
D0J6AB	24748204
D0J6AE	
D0J6AJ	
D0J6AU	10152654
D0J6BK	
D0J6BR	
D0J6DQ	
D0J6DS	
D0J6DU	
D0J6EQ	
D0J6FE	
D0J6FF	
D0J6GJ	
D0J6GO	
D0J6HN	
D0J6IE	135999786
D0J6II	9571004
D0J6JC	
D0J6JT	1355
D0J6JZ	190816
D0J6KJ	445722
D0J6KN	135511848
D0J6KS	
D0J6KZ	
D0J6LN	3277
D0J6LP	
D0J6LT	
D0J6LU	
D0J6ME	9964781
D0J6MM	
D0J6MS	
D0J6NG	
D0J6NI	49799252
D0J6NV	
D0J6NW	
D0J6OC	
D0J6OV	71300326
D0J6PQ	44401937
D0J6PR	11171056
D0J6PV	10154248
D0J6PY	
D0J6QC	14803041
D0J6RQ	6437306
D0J6RV	
D0J6SP	24824620
D0J6SX	7088460
D0J6TA	
D0J6TN	9875295
D0J6TU	44564457
D0J6UA	
D0J6UH	73755182
D0J6UV	
D0J6UW	
D0J6VE	
D0J6VN	161721
D0J6VU	
D0J6VW	
D0J6WA	
D0J6WE	
D0J6WG	44275894
D0J6WJ	
D0J6WM	73755012
D0J6WV	
D0J6WW	31508
D0J6WX	
D0J6XC	5803
D0J6XI	1253361
D0J6XO	9884746
D0J6YZ	
D0J6ZA	
D0J7AI	9863779
D0J7AM	603910
D0J7BH	804048
D0J7CD	
D0J7CE	
D0J7CH	
D0J7CK	44269020
D0J7CP	9833807
D0J7CR	42617983
D0J7DA	
D0J7DN	44366170
D0J7EH	47938
D0J7EL	1677
D0J7EM	24776941
D0J7EN	56603772
D0J7EP	
D0J7EZ	
D0J7FD	9823454
D0J7FJ	11991891
D0J7FK	43608139
D0J7GF	780643
D0J7GJ	44408484
D0J7GU	46703929
D0J7HR	
D0J7HS	16150418
D0J7HV	
D0J7IV	
D0J7KJ	52940758
D0J7KR	
D0J7LV	
D0J7LY	11436345
D0J7MD	13683078
D0J7ML	132777
D0J7MM	11440762
D0J7MQ	
D0J7NR	15065143
D0J7NS	15887953
D0J7OG	5382853
D0J7OM	24777047
D0J7OU	
D0J7QC	
D0J7QU	491774
D0J7QX	
D0J7RK	36811
D0J7RP	
D0J7RW	5311501
D0J7SD	
D0J7TM	119212
D0J7UI	115219
D0J7UL	
D0J7VA	23634491
D0J7VH	
D0J7VL	44439873
D0J7WO	
D0J7XB	44409570
D0J7XL	73357
D0J7XM	14840431
D0J7XN	
D0J7XZ	9819614
D0J7YE	17164245
D0J7YU	411523
D0J7YV	49866102
D0J7ZK	13231190
D0J8AE	
D0J8BD	44303431
D0J8BO	449223
D0J8BZ	
D0J8DC	44414861
D0J8DD	
D0J8DR	
D0J8EC	
D0J8ED	
D0J8FS	5377857
D0J8GO	
D0J8HJ	
D0J8IJ	52918379
D0J8JF	
D0J8JP	10071196
D0J8KR	1195
D0J8KW	3081355
D0J8LQ	607810
D0J8LU	44543257
D0J8MA	
D0J8NC	
D0J8OC	5186
D0J8OV	
D0J8OW	446355
D0J8PI	23724894
D0J8PJ	
D0J8PR	
D0J8PY	1328600
D0J8QS	10965467
D0J8RI	9964324
D0J8RM	71230
D0J8RP	10609576
D0J8RR	5462351
D0J8RS	297589
D0J8RV	
D0J8SE	
D0J8SU	36511
D0J8TH	
D0J8TY	5280436
D0J8UO	
D0J8UV	9928284
D0J8VR	25169383
D0J8VU	42645847
D0J8VV	
D0J8WE	9939639
D0J8WJ	
D0J8WO	
D0J8XO	
D0J8YA	70695642
D0J8YF	
D0J8ZA	6307
D0J8ZH	10927468
D0J9AK	5481481
D0J9CF	
D0J9CG	
D0J9CR	16095384
D0J9CS	
D0J9DD	69590
D0J9DI	
D0J9DO	44390664
D0J9DY	44349317
D0J9EI	
D0J9FK	135921139
D0J9FN	
D0J9FT	445892
D0J9GD	64715
D0J9GR	
D0J9HO	
D0J9HW	23725625
D0J9IH	135431074
D0J9JB	
D0J9JH	15940065
D0J9JQ	9823978
D0J9JS	
D0J9KC	
D0J9MH	
D0J9MP	11849197
D0J9NJ	
D0J9OG	2321450
D0J9OS	44410800
D0J9PD	
D0J9PG	119461
D0J9PK	
D0J9PS	
D0J9PT	58212050
D0J9QK	44157844
D0J9QS	
D0J9SB	
D0J9SL	
D0J9SO	11964445
D0J9SS	127714
D0J9TA	
D0J9TD	16116574
D0J9TO	
D0J9UA	
D0J9UB	
D0J9UC	11623295
D0J9UI	9807238
D0J9UN	6194
D0J9UY	
D0J9VA	44409452
D0J9VG	
D0J9VK	
D0J9VL	
D0J9VP	10261531
D0J9WO	135402838
D0J9WP	
D0J9XZ	41781
D0J9YS	
D0J9YV	
D0J9YX	
D0J9ZA	25185696
D0J9ZF	619552
D0J9ZG	
D0J9ZR	4477
D0JA0A	
D0JA1Z	
D0JA3Y	
D0JA4K	
D0JA5B	
D0JA5D	10304110
D0JA7V	
D0JA8J	
D0JA8R	
D0JB0D	
D0JB0N	
D0JB1V	
D0JB2J	
D0JB3H	
D0JB4G	67220
D0JB4S	
D0JB4V	
D0JB4W	9939126
D0JB6H	11075707
D0JB7I	
D0JB7Z	
D0JB9C	
D0JC3U	
D0JC4J	
D0JC4Q	15959119
D0JC7A	352500
D0JC8E	
D0JC8G	
D0JC8L	
D0JC8M	
D0JC9K	
D0JC9N	60164
D0JD0G	
D0JD1O	163883
D0JD1R	
D0JD4C	9853498
D0JD4S	
D0JD4T	
D0JD5W	
D0JD6Y	
D0JD9E	194328
D0JD9Z	
D0JE1I	9815923
D0JE1M	
D0JE2E	446157
D0JE3Z	16735569
D0JE4D	
D0JE6I	
D0JE8O	
D0JF0B	
D0JF0W	5280939
D0JF2I	
D0JF3M	
D0JF5K	
D0JF6C	
D0JF6O	51717
D0JF6W	
D0JF8D	11551481
D0JF9Z	
D0JG2W	11381029
D0JG2X	
D0JG6T	
D0JH2D	11424570
D0JH4U	6438757
D0JH5D	44430007
D0JH5K	
D0JH6W	122128
D0JH7C	72810
D0JH7Q	
D0JH8Z	
D0JH9F	12012177
D0JH9J	11603381
D0JH9T	
D0JI0H	3542734
D0JI0Q	44407520
D0JI1J	5311109
D0JI1S	
D0JI2E	10224267
