DiseaseID	DrugCID
UMLS:C0001175	11683
UMLS:C0001175	135398740
UMLS:C0001206	383414
UMLS:C0001206	6400441
UMLS:C0001206	44420813
UMLS:C0001206	86289069
UMLS:C0001206	90488715
UMLS:C0001206	155903738
UMLS:C0001206	31101
UMLS:C0001206	28864
UMLS:C0001206	44311916
UMLS:C0001206	448601
UMLS:C0001261	54671203
UMLS:C0001261	5904
UMLS:C0001261	54680690
UMLS:C0001261	54675783
UMLS:C0001261	54675776
UMLS:C0001261	54675779
UMLS:C0001418	3385
UMLS:C0001418	60838
UMLS:C0001430	31101
UMLS:C0001430	126941
UMLS:C0001622	9941444
UMLS:C0001622	73951506
UMLS:C0001622	5702077
UMLS:C0001622	3823
UMLS:C0001622	656583
UMLS:C0001622	5743
UMLS:C0001622	47576
UMLS:C0001622	456201
UMLS:C0001627	9782
UMLS:C0001627	31307
UMLS:C0001627	6741
UMLS:C0001627	5755
UMLS:C0001627	5743
UMLS:C0001883	656652
UMLS:C0001883	2783
UMLS:C0001883	3410
UMLS:C0001883	2153
UMLS:C0001883	4086
UMLS:C0001883	6918155
UMLS:C0001883	5281004
UMLS:C0001883	2161
UMLS:C0001883	82153
UMLS:C0001883	3762
UMLS:C0001883	31307
UMLS:C0001883	3343
UMLS:C0001883	50294
UMLS:C0001883	5816
UMLS:C0001883	449193
UMLS:C0001883	6918554
UMLS:C0001883	5281040
UMLS:C0001883	5403
UMLS:C0001883	2083
UMLS:C0001883	5717
UMLS:C0001883	4845
UMLS:C0001883	3182
UMLS:C0001883	9782
UMLS:C0001883	3779
UMLS:C0001883	444036
UMLS:C0001957	2712
UMLS:C0001957	4616
UMLS:C0001957	3016
UMLS:C0002170	57363
UMLS:C0002170	4201
UMLS:C0002171	31307
UMLS:C0002390	5755
UMLS:C0002395	77991
UMLS:C0002395	3152
UMLS:C0002395	4054
UMLS:C0002395	9651
UMLS:C0002438	5320
UMLS:C0002726	5862
UMLS:C0002726	12035
UMLS:C0002736	5070
UMLS:C0002871	6714002
UMLS:C0002871	216326
UMLS:C0002871	3331
UMLS:C0002871	20279
UMLS:C0002871	135398658
UMLS:C0002871	439693
UMLS:C0002871	171548
UMLS:C0002871	9444
UMLS:C0002871	1130
UMLS:C0002871	493570
UMLS:C0002871	1054
UMLS:C0002871	5280795
UMLS:C0002871	938
UMLS:C0002871	451668
UMLS:C0002880	5755
UMLS:C0002880	6741
UMLS:C0002880	5754
UMLS:C0002880	9782
UMLS:C0002880	31307
UMLS:C0002880	5865
UMLS:C0002880	5743
UMLS:C0002892	6474318
UMLS:C0002892	70678590
UMLS:C0002892	54605677
UMLS:C0002892	44176380
UMLS:C0002892	1130
UMLS:C0002894	451668
UMLS:C0002894	9444
UMLS:C0002895	3657
UMLS:C0002895	5961
UMLS:C0002962	2351
UMLS:C0002962	6883
UMLS:C0002962	39147
UMLS:C0002962	39186
UMLS:C0002962	4171
UMLS:C0002962	60823
UMLS:C0002962	2520
UMLS:C0002962	27661
UMLS:C0002962	3639
UMLS:C0002962	2732
UMLS:C0002962	4485
UMLS:C0002962	2249
UMLS:C0002962	4946
UMLS:C0002962	56959
UMLS:C0002962	4510
UMLS:C0002962	2162
UMLS:C0002963	4485
UMLS:C0002963	60823
UMLS:C0002963	39186
UMLS:C0002963	2162
UMLS:C0002963	2520
UMLS:C0002965	60606
UMLS:C0003123	4168
UMLS:C0003123	3121
UMLS:C0003123	11683
UMLS:C0003123	16078
UMLS:C0003175	2764
UMLS:C0003175	54671203
UMLS:C0003175	4539
UMLS:C0003175	4583
UMLS:C0003175	5904
UMLS:C0003175	149096
UMLS:C0003492	5280723
UMLS:C0003615	43672
UMLS:C0003811	4932
UMLS:C0003811	48041
UMLS:C0003811	16231
UMLS:C0003811	4178
UMLS:C0003811	3114
UMLS:C0003811	2520
UMLS:C0003811	2157
UMLS:C0003811	60854
UMLS:C0003811	71329
UMLS:C0003811	3356
UMLS:C0003811	208898
UMLS:C0003811	4913
UMLS:C0003811	38945
UMLS:C0003811	441074
UMLS:C0003811	3676
UMLS:C0003811	60753
UMLS:C0003811	4946
UMLS:C0003811	34633
UMLS:C0003850	54454
UMLS:C0003850	37888681
UMLS:C0003850	23663976
UMLS:C0003850	5826
UMLS:C0003850	446155
UMLS:C0003850	60823
UMLS:C0003850	54687
UMLS:C0003850	53232
UMLS:C0003864	3676
UMLS:C0003864	3672
UMLS:C0003864	5865
UMLS:C0003864	156391
UMLS:C0003864	6869
UMLS:C0003864	126941
UMLS:C0003864	54677971
UMLS:C0003864	1983
UMLS:C0003864	2244
UMLS:C0003872	3899
UMLS:C0003872	9782
UMLS:C0003872	5743
UMLS:C0003872	6741
UMLS:C0003872	5754
UMLS:C0003872	31307
UMLS:C0003872	6714002
UMLS:C0003872	5865
UMLS:C0003872	5755
UMLS:C0003873	3033
UMLS:C0003873	3825
UMLS:C0003873	54677470
UMLS:C0003873	4409
UMLS:C0003873	5284373
UMLS:C0003873	126941
UMLS:C0003873	6714002
UMLS:C0003873	6918453
UMLS:C0003873	5468
UMLS:C0003873	3652
UMLS:C0003873	156391
UMLS:C0003873	5865
UMLS:C0003873	5743
UMLS:C0003873	6333901
UMLS:C0003873	5339
UMLS:C0003873	3059
UMLS:C0003873	1548887
UMLS:C0003873	9782
UMLS:C0003873	2662
UMLS:C0003873	5702160
UMLS:C0003873	3308
UMLS:C0003873	2719
UMLS:C0003873	5509
UMLS:C0003873	2244
UMLS:C0003873	3394
UMLS:C0003873	5754
UMLS:C0003873	3899
UMLS:C0003873	3342
UMLS:C0003873	54676228
UMLS:C0003873	6741
UMLS:C0003873	31307
UMLS:C0003873	3715
UMLS:C0003873	4614
UMLS:C0003873	4037
UMLS:C0003873	3672
UMLS:C0003873	5755
UMLS:C0003873	2265
UMLS:C0003950	4030
UMLS:C0003950	4837
UMLS:C0003950	5430
UMLS:C0003962	5833
UMLS:C0004030	468595
UMLS:C0004030	14179013
UMLS:C0004030	71616
UMLS:C0004030	55283
UMLS:C0004030	3793
UMLS:C0004030	14179008
UMLS:C0004030	45039617
UMLS:C0004030	6917738
UMLS:C0004096	5281004
UMLS:C0004096	5281040
UMLS:C0004096	9294
UMLS:C0004096	3182
UMLS:C0004096	2153
UMLS:C0004096	444036
UMLS:C0004096	50294
UMLS:C0004096	9782
UMLS:C0004096	31307
UMLS:C0004096	5816
UMLS:C0004096	2083
UMLS:C0004096	5755
UMLS:C0004096	60490
UMLS:C0004096	5717
UMLS:C0004096	6741
UMLS:C0004096	4887
UMLS:C0004096	4845
UMLS:C0004096	3410
UMLS:C0004096	3671
UMLS:C0004096	4086
UMLS:C0004096	82153
UMLS:C0004096	5865
UMLS:C0004096	5311066
UMLS:C0004096	439260
UMLS:C0004096	5403
UMLS:C0004096	5754
UMLS:C0004096	6918155
UMLS:C0004096	5743
UMLS:C0004238	39186
UMLS:C0004238	3108
UMLS:C0004238	71329
UMLS:C0004238	4932
UMLS:C0004238	9875401
UMLS:C0004238	4946
UMLS:C0004238	208898
UMLS:C0004238	59768
UMLS:C0004238	54678486
UMLS:C0004238	2724385
UMLS:C0004238	10182969
UMLS:C0004238	2520
UMLS:C0004245	3779
UMLS:C0004364	6741
UMLS:C0004364	5755
UMLS:C0004364	5754
UMLS:C0004364	31307
UMLS:C0004364	9782
UMLS:C0004364	5865
UMLS:C0004610	6869
UMLS:C0004610	5479537
UMLS:C0004610	441130
UMLS:C0004623	6869
UMLS:C0004623	18381
UMLS:C0004623	5742673
UMLS:C0004623	38103
UMLS:C0004623	3948
UMLS:C0004623	14969
UMLS:C0004623	5335
UMLS:C0004623	446987
UMLS:C0004623	202225
UMLS:C0004623	5327
UMLS:C0004623	5479537
UMLS:C0004623	27447
UMLS:C0004623	54675783
UMLS:C0004623	3998
UMLS:C0004623	6196
UMLS:C0004623	656511
UMLS:C0004623	3229
UMLS:C0004623	441130
UMLS:C0004623	19649
UMLS:C0004623	5282242
UMLS:C0004623	2764
UMLS:C0004623	62959
UMLS:C0004623	42008
UMLS:C0004623	5904
UMLS:C0004623	54671203
UMLS:C0004623	4173
UMLS:C0004623	84029
UMLS:C0004623	36294
UMLS:C0004623	5344
UMLS:C0004623	4583
UMLS:C0004623	5481173
UMLS:C0004623	5959
UMLS:C0004623	37768
UMLS:C0004623	8982
UMLS:C0004623	47965
UMLS:C0004623	54680690
UMLS:C0004623	447043
UMLS:C0004623	6024
UMLS:C0004623	5742832
UMLS:C0004623	47499
UMLS:C0004623	6915944
UMLS:C0004623	33255
UMLS:C0004623	54675779
UMLS:C0004623	43672
UMLS:C0004623	6533629
UMLS:C0004623	5379
UMLS:C0004623	6032
UMLS:C0004623	44187
UMLS:C0004623	6915744
UMLS:C0004623	5333
UMLS:C0004623	54675776
UMLS:C0004623	51081
UMLS:C0004623	152946
UMLS:C0004623	60464
UMLS:C0004623	150610
UMLS:C0004623	4539
UMLS:C0004623	5325
UMLS:C0004623	5329
UMLS:C0004623	6098
UMLS:C0004623	5578
UMLS:C0004623	5479530
UMLS:C0004623	149096
UMLS:C0004623	6604200
UMLS:C0004623	6249
UMLS:C0004623	12560
UMLS:C0004626	2764
UMLS:C0004626	5484131
UMLS:C0004626	9777579
UMLS:C0004626	6032
UMLS:C0004626	37768
UMLS:C0004626	91713
UMLS:C0004626	5742673
UMLS:C0004626	6249
UMLS:C0004626	5481173
UMLS:C0004626	46173365
UMLS:C0004626	33255
UMLS:C0004626	5379
UMLS:C0004626	10695961
UMLS:C0004626	5479537
UMLS:C0004626	4583
UMLS:C0004626	6435415
UMLS:C0004626	5491295
UMLS:C0004626	84029
UMLS:C0004626	4539
UMLS:C0004626	16726873
UMLS:C0004626	2650
UMLS:C0004626	447043
UMLS:C0004626	54671203
UMLS:C0004626	133687818
UMLS:C0004626	44298077
UMLS:C0004626	152946
UMLS:C0004626	12560
UMLS:C0004626	149096
UMLS:C0004626	23679441
UMLS:C0004626	150610
UMLS:C0004626	5479530
UMLS:C0004626	9570985
UMLS:C0004626	66509024
UMLS:C0004626	43672
UMLS:C0004771	54675783
UMLS:C0004771	54671203
UMLS:C0005586	9903970
UMLS:C0005586	3878
UMLS:C0005586	60795
UMLS:C0005586	3158
UMLS:C0005586	3121
UMLS:C0005586	2554
UMLS:C0005586	5002
UMLS:C0005586	135398745
UMLS:C0005586	3964
UMLS:C0005586	5073
UMLS:C0005586	3386
UMLS:C0005586	60854
UMLS:C0005699	5328940
UMLS:C0005699	3062316
UMLS:C0005716	5702077
UMLS:C0005716	47576
UMLS:C0005716	3823
UMLS:C0005716	73951506
UMLS:C0005716	456201
UMLS:C0005716	55283
UMLS:C0005716	14179013
UMLS:C0005716	6917738
UMLS:C0005716	14179008
UMLS:C0005716	3793
UMLS:C0005716	45039617
UMLS:C0005745	4636
UMLS:C0005940	3305
UMLS:C0005940	5245
UMLS:C0005940	4674
UMLS:C0005940	68740
UMLS:C0005940	2088
UMLS:C0005940	60852
UMLS:C0006266	3410
UMLS:C0006266	3182
UMLS:C0006266	2083
UMLS:C0006266	2153
UMLS:C0006266	5403
UMLS:C0006266	9294
UMLS:C0006267	5816
UMLS:C0006267	439260
UMLS:C0006267	5862
UMLS:C0006267	12035
UMLS:C0006267	4845
UMLS:C0006277	9294
UMLS:C0006277	5403
UMLS:C0006277	54675783
UMLS:C0006277	5816
UMLS:C0006277	2153
UMLS:C0006277	54680690
UMLS:C0006277	3948
UMLS:C0006277	54675776
UMLS:C0006277	54675779
UMLS:C0006277	4539
UMLS:C0006277	54671203
UMLS:C0006277	12035
UMLS:C0006277	439260
UMLS:C0006277	4845
UMLS:C0006277	5862
UMLS:C0006277	4086
UMLS:C0006277	4583
UMLS:C0006309	54675776
UMLS:C0006309	19649
UMLS:C0006309	54675779
UMLS:C0006309	54675783
UMLS:C0006309	54680690
UMLS:C0006309	54671203
UMLS:C0006413	31703
UMLS:C0006413	122172881
UMLS:C0006413	126941
UMLS:C0006413	5388993
UMLS:C0006413	3717450
UMLS:C0006413	71296921
UMLS:C0006413	5743
UMLS:C0006413	6324671
UMLS:C0006413	45358158
UMLS:C0006413	62313
UMLS:C0006413	5978
UMLS:C0006413	134755071
UMLS:C0006444	6741
UMLS:C0006444	6714002
UMLS:C0006444	9782
UMLS:C0006444	3715
UMLS:C0006444	5755
UMLS:C0006444	31307
UMLS:C0006444	1548887
UMLS:C0006444	156391
UMLS:C0006444	5754
UMLS:C0006444	5743
UMLS:C0006625	11683
UMLS:C0006840	441140
UMLS:C0006840	71616
UMLS:C0006840	3365
UMLS:C0006840	468595
UMLS:C0006840	3793
UMLS:C0006840	2749
UMLS:C0006840	3366
UMLS:C0006840	2812
UMLS:C0006846	4189
UMLS:C0006846	31307
UMLS:C0006846	5702077
UMLS:C0006846	2812
UMLS:C0006846	3823
UMLS:C0006846	47576
UMLS:C0006846	3198
UMLS:C0006846	73951506
UMLS:C0006846	456201
UMLS:C0006846	2749
UMLS:C0006849	456201
UMLS:C0006849	47576
UMLS:C0006849	3823
UMLS:C0006849	2812
UMLS:C0006849	5702077
UMLS:C0006849	73951506
UMLS:C0006849	3365
UMLS:C0007097	156419
UMLS:C0007097	5311128
UMLS:C0007097	2375
UMLS:C0007097	454216
UMLS:C0007097	31703
UMLS:C0007097	36314
UMLS:C0007097	3397
UMLS:C0007097	60700
UMLS:C0007097	60838
UMLS:C0007117	57469
UMLS:C0007117	24776445
UMLS:C0007131	60750
UMLS:C0007131	36314
UMLS:C0007131	148124
UMLS:C0007131	11626560
UMLS:C0007131	123631
UMLS:C0007131	135410875
UMLS:C0007131	5311497
UMLS:C0007131	60780
UMLS:C0007131	13200033
UMLS:C0007131	5672
UMLS:C0007131	44424639
UMLS:C0007131	73265388
UMLS:C0007131	71296871
UMLS:C0007134	5284616
UMLS:C0007134	5329102
UMLS:C0007134	71433778
UMLS:C0007134	6442177
UMLS:C0007134	23308413
UMLS:C0007134	53486199
UMLS:C0007134	86287409
UMLS:C0007134	148191
UMLS:C0007134	132274070
UMLS:C0007134	23724530
UMLS:C0007134	18293306
UMLS:C0007134	6918289
UMLS:C0007134	145712265
UMLS:C0007134	54608508
UMLS:C0007134	129317846
UMLS:C0007134	137295275
UMLS:C0007134	71312019
UMLS:C0007134	10113978
UMLS:C0007134	163359784
UMLS:C0007134	86277830
UMLS:C0007134	216239
UMLS:C0007137	3657
UMLS:C0007137	10607
UMLS:C0007194	4946
UMLS:C0007222	4171
UMLS:C0007222	3961
UMLS:C0007222	4195
UMLS:C0007222	4499
UMLS:C0007222	4507
UMLS:C0007222	39042
UMLS:C0007222	439260
UMLS:C0007222	107807
UMLS:C0007222	2471
UMLS:C0007222	4474
UMLS:C0007222	3749
UMLS:C0007222	3339
UMLS:C0007222	5362119
UMLS:C0007222	151171
UMLS:C0007222	5282452
UMLS:C0007222	4510
UMLS:C0007222	3672
UMLS:C0007222	4768
UMLS:C0007222	3463
UMLS:C0007222	681
UMLS:C0007222	56959
UMLS:C0007222	60961
UMLS:C0007222	5362124
UMLS:C0007222	3440
UMLS:C0007222	6883
UMLS:C0007222	6082
UMLS:C0007222	439501
UMLS:C0007222	39186
UMLS:C0007222	4485
UMLS:C0007222	3869
UMLS:C0007222	2405
UMLS:C0007222	39147
UMLS:C0007222	2583
UMLS:C0007222	44093
UMLS:C0007222	2732
UMLS:C0007222	5362129
UMLS:C0007222	8730
UMLS:C0007222	3278
UMLS:C0007222	5388962
UMLS:C0007222	2585
UMLS:C0007222	3333
UMLS:C0007222	60846
UMLS:C0007222	4912
UMLS:C0007222	5560
UMLS:C0007222	92974
UMLS:C0007222	4828
UMLS:C0007222	60823
UMLS:C0007222	2369
UMLS:C0007222	5816
UMLS:C0007222	5775
UMLS:C0007222	4746
UMLS:C0007222	65866
UMLS:C0007222	65999
UMLS:C0007222	216237
UMLS:C0007222	9294
UMLS:C0007222	3784
UMLS:C0007222	4121
UMLS:C0007222	91270
UMLS:C0007222	1978
UMLS:C0007222	219024
UMLS:C0007222	3341
UMLS:C0007222	5280723
UMLS:C0007222	2249
UMLS:C0007222	443872
UMLS:C0007222	4170
UMLS:C0007222	4740
UMLS:C0007222	4497
UMLS:C0007222	54454
UMLS:C0007222	441207
UMLS:C0007222	3639
UMLS:C0007222	5546
UMLS:C0007222	4631
UMLS:C0007222	54892
UMLS:C0007222	2351
UMLS:C0007222	2720
UMLS:C0007222	33624
UMLS:C0007222	53232
UMLS:C0007222	150311
UMLS:C0007222	41781
UMLS:C0007222	16231
UMLS:C0007222	2315
UMLS:C0007222	4197
UMLS:C0007222	36811
