DrugID	CID	
CHEMBL585	5546
CHEMBL813	5281037
CHEMBL3559672	
CHEMBL2028661	135409642
CHEMBL838	5362124
CHEMBL27	4946
CHEMBL3039596	23666105
CHEMBL1691	107952
CHEMBL1393	5833
CHEMBL276832	3637
CHEMBL1480	3333
CHEMBL878	4170
CHEMBL802	4201
CHEMBL1159	4826
CHEMBL51	3822
CHEMBL1200338	55329
CHEMBL1201260	2368
CHEMBL1519	5484727
CHEMBL1200862	441350
CHEMBL862	3519
CHEMBL1513	3749
CHEMBL1165	91270
CHEMBL393220	60822
CHEMBL2062335	6420057
CHEMBL193	4485
CHEMBL169901	2966
CHEMBL642	1978
CHEMBL2107834	11304743
CHEMBL1055	2732
CHEMBL429	3869
CHEMBL1201329	23576
CHEMBL1592	54892
CHEMBL3545059	6918427
CHEMBL1558	68546
CHEMBL23	39186
CHEMBL4298180	
CHEMBL3989977	
CHEMBL1256391	40632
CHEMBL1201580	
CHEMBL1201607	
CHEMBL1201439	
CHEMBL1201605	
CHEMBL1742996	
CHEMBL1201831	
CHEMBL1201835	
CHEMBL1619	20279
CHEMBL1201587	
CHEMBL1201608	
CHEMBL2107333	637568
CHEMBL1201833	
CHEMBL848	216326
CHEMBL2105759	44205240
CHEMBL4297981	
CHEMBL413	5284616
CHEMBL514800	11561674
CHEMBL1743034	
CHEMBL3989887	5282315
CHEMBL2218919	11528249
CHEMBL2336071	44599207
CHEMBL34259	126941
CHEMBL1201834	
CHEMBL866	446541
CHEMBL1201575	
CHEMBL269732	445643
CHEMBL1743068	
CHEMBL3833307	
CHEMBL1743087	
CHEMBL973	54684141
CHEMBL2108041	
CHEMBL2108730	
CHEMBL1201823	
CHEMBL1201830	
CHEMBL1789843	
CHEMBL1201570	
CHEMBL2108681	
CHEMBL3301607	49831257
CHEMBL1201581	
CHEMBL1201571	
CHEMBL1908360	6442177
CHEMBL1542	2265
CHEMBL314854	107970
CHEMBL2109334	
CHEMBL3989986	
CHEMBL3707247	52938427
CHEMBL3622821	58557659
CHEMBL221959	9926791
CHEMBL1743070	
CHEMBL1237022	
CHEMBL1742990	
CHEMBL1201828	
CHEMBL1201572	
CHEMBL160	5284373
CHEMBL468	5426
CHEMBL43452	134780
CHEMBL2364648	
CHEMBL960	3899
CHEMBL3990029	
CHEMBL44354	5481173
CHEMBL22	5578
CHEMBL33	149096
CHEMBL144673	3607
CHEMBL1730	5742673
CHEMBL1187011	3149
CHEMBL158	5742832
CHEMBL1644	47965
CHEMBL1213250	49863419
CHEMBL1255800	10034073
CHEMBL660	2130
CHEMBL1486	6398764
CHEMBL1201104	21945
CHEMBL985	1176
CHEMBL177	37768
CHEMBL3039597	9898639
CHEMBL1200699	54684461
CHEMBL615	6869
CHEMBL1569	64150
CHEMBL1689063	9835049
CHEMBL996	441199
CHEMBL1201567	
CHEMBL1200855	470375
CHEMBL3184512	443385
CHEMBL126	441401
CHEMBL1568276	23704143
CHEMBL927	6915944
CHEMBL83668	5510
CHEMBL2107817	24944097
CHEMBL1503	4594
CHEMBL1232	23674512
CHEMBL819	6196
CHEMBL535396	15165
CHEMBL267345	118705500
CHEMBL1359	150610
CHEMBL1201186	
CHEMBL1136	3002190
CHEMBL1200628	6420023
CHEMBL4	4583
CHEMBL1200530	23667300
CHEMBL403	130313
CHEMBL1201057	23663403
CHEMBL1082	33613
CHEMBL1628385	5903
CHEMBL491571	73303
CHEMBL790	9552079
CHEMBL1434	54675783
CHEMBL404	123630
CHEMBL1201568	
CHEMBL1747	36294
CHEMBL1200523	23675322
CHEMBL638	71616
CHEMBL959	5071
CHEMBL3301605	76900350
CHEMBL1200474	54686764
CHEMBL3112741	44129647
CHEMBL3301650	86298757
CHEMBL262777	14969
CHEMBL443	5329
CHEMBL91	4189
CHEMBL504	679
CHEMBL1200632	16052038
CHEMBL454950	54704426
CHEMBL1200588	16051951
CHEMBL1095930	6321416
CHEMBL1241951	45138674
CHEMBL1200656	5284447
CHEMBL1753	446598
CHEMBL450895	11286230
CHEMBL1201441	
CHEMBL529	447043
CHEMBL376140	54686904
CHEMBL1200544	62921
CHEMBL893	18381
CHEMBL1163	148192
CHEMBL1200729	656833
CHEMBL1200701	23675786
CHEMBL1439	23663400
CHEMBL3989766	53297457
CHEMBL2219414	56951485
CHEMBL3301680	9812715
CHEMBL1201127	23725083
CHEMBL1323	213039
CHEMBL186	5479537
CHEMBL1200688	443953
CHEMBL3989769	
CHEMBL766	6435415
CHEMBL1591	54680690
CHEMBL2095208	25151504
CHEMBL3707333	5460514
CHEMBL1463	3366
CHEMBL2108535	
CHEMBL1688530	16136912
CHEMBL32	152946
CHEMBL3184906	92088
CHEMBL1201289	16052039
CHEMBL3989567	23694213
CHEMBL1201098	53024
CHEMBL1200936	22502
CHEMBL1200758	23663979
CHEMBL1200558	10909430
CHEMBL545	702
CHEMBL370143	165580
CHEMBL3989715	5282317
CHEMBL680	51039
CHEMBL404520	54675777
CHEMBL1951095	54726192
CHEMBL582	3776
CHEMBL1200881	54685925
CHEMBL4208954	38351
CHEMBL3183968	60196280
CHEMBL137	4173
CHEMBL507870	3081362
CHEMBL1483	2082
CHEMBL141	60825
CHEMBL1200735	101526
CHEMBL498847	71815
CHEMBL148	104838
CHEMBL474579	53025
CHEMBL384467	5743
CHEMBL455	5320
CHEMBL2146124	23670318
CHEMBL174	6249
CHEMBL1541	5362065
CHEMBL1201270	4101
CHEMBL1435	33255
CHEMBL3039594	9855350
CHEMBL1436	5479529
CHEMBL454446	6437877
CHEMBL1010	10695961
CHEMBL3301669	16134627
CHEMBL387675	16134395
CHEMBL31	5379
CHEMBL127	441130
CHEMBL3989751	
CHEMBL1201281	656580
CHEMBL1202	62999
CHEMBL1443	8982
CHEMBL161	5479530
CHEMBL1200944	23663973
CHEMBL1617	6436173
CHEMBL3707334	5460515
CHEMBL976	4891
CHEMBL2206196	441375
CHEMBL223228	64139
CHEMBL29	5904
CHEMBL3184791	19648
CHEMBL719	446596
CHEMBL1727	27447
CHEMBL1201724	
CHEMBL3301800	62977
CHEMBL1449	36921
CHEMBL104	2812
CHEMBL1538	5481350
CHEMBL2105950	23663126
CHEMBL1003	23665591
CHEMBL43708	5282372
CHEMBL1433	54671203
CHEMBL777	5280980
CHEMBL2364632	54681908
CHEMBL3989738	134129840
CHEMBL2103872	71457955
CHEMBL4594388	
CHEMBL3989551	71476
CHEMBL2096635	11457650
CHEMBL1741	84029
CHEMBL1201018	51038
CHEMBL71595	784
CHEMBL1200962	9571075
CHEMBL2364633	71296095
CHEMBL1126	23668834
CHEMBL8	2764
CHEMBL1200678	158550
CHEMBL1447	3000540
CHEMBL1200384	21800
CHEMBL372795	19649
CHEMBL562	441140
CHEMBL1440	54675776
CHEMBL3989714	134129842
CHEMBL1201464	
CHEMBL1200503	31100
CHEMBL493	31101
CHEMBL2355051	2800
CHEMBL3185958	60974
CHEMBL256087	1254
CHEMBL600	12035
CHEMBL108545	4133
CHEMBL1504	6436
CHEMBL1201236	34359
CHEMBL1200748	38101
CHEMBL76370	135409453
CHEMBL3304485	71587953
CHEMBL1200885	60758
CHEMBL1516474	135413539
CHEMBL2159122	11250029
CHEMBL1200479	441344
CHEMBL1123	3042
CHEMBL1110	2099
CHEMBL3301627	78131177
CHEMBL1201134	157920
CHEMBL3301675	16158208
CHEMBL3184512	443385
CHEMBL1771	60606
CHEMBL1083385	115366
CHEMBL635	5865
CHEMBL359744	443939
CHEMBL1201558	
CHEMBL53463	31703
CHEMBL450449	108150
CHEMBL1201231	72078
CHEMBL1467	135401907
CHEMBL1201014	441409
CHEMBL131	5755
CHEMBL1201302	9400
CHEMBL1201265	16923
CHEMBL1201081	23680530
CHEMBL1364144	5877
CHEMBL635	5865
CHEMBL820	2478
CHEMBL2021430	16961
CHEMBL1201594	
CHEMBL1200953	636398
CHEMBL1650	5745
CHEMBL384467	5743
CHEMBL450449	108150
CHEMBL1201594	
CHEMBL1201081	23680530
CHEMBL3039502	50905713
CHEMBL403664	5460769
CHEMBL1467	135401907
CHEMBL1201265	16923
CHEMBL159	13342
CHEMBL1364144	5877
CHEMBL4298047	
CHEMBL1200796	22420
CHEMBL1200953	636398
CHEMBL131	5755
CHEMBL635	5865
CHEMBL3085504	71587153
CHEMBL2021430	16961
CHEMBL88	2907
CHEMBL1650	5745
CHEMBL378544	5388983
CHEMBL3286830	71731823
CHEMBL1201302	9400
CHEMBL384467	5743
CHEMBL174	6249
CHEMBL161	5479530
CHEMBL127	441130
CHEMBL177	37768
CHEMBL1463	3366
CHEMBL615	6869
CHEMBL3183968	60196280
CHEMBL4208954	38351
CHEMBL225072	135410875
CHEMBL675	16760285
CHEMBL870	2088
CHEMBL1017	65999
CHEMBL2364655	
CHEMBL649	39147
CHEMBL1097279	10260031
CHEMBL1201167	9827459
CHEMBL59	681
CHEMBL493982	10077130
CHEMBL1581	107807
CHEMBL1487	60823
CHEMBL4594262	44481893
CHEMBL1771	60606
CHEMBL1560	44093
CHEMBL707	3157
CHEMBL1519	5484727
CHEMBL1144	54687
CHEMBL334966	9854012
CHEMBL398435	9871419
CHEMBL1491	2162
CHEMBL2107386	10077129
CHEMBL1201772	6918456
CHEMBL1237	5362119
CHEMBL730	4510
CHEMBL1393	5833
CHEMBL916	60947
CHEMBL3189072	60946
CHEMBL690	16759173
CHEMBL24	2249
CHEMBL1083385	115366
CHEMBL1014	2540
CHEMBL393220	60822
CHEMBL1064	54454
CHEMBL25	2244
CHEMBL1069	60846
CHEMBL1095097	443872
CHEMBL723	2585
CHEMBL1557	65340
CHEMBL3544986	12068809
CHEMBL1168	5362129
CHEMBL1200535	
CHEMBL2108791	
CHEMBL1200561	62978
CHEMBL573	938
CHEMBL1201773	10158453
CHEMBL13	4171
CHEMBL1200692	130881
CHEMBL1201174	11591741
CHEMBL1148	41781
CHEMBL1464	54678486
CHEMBL1201593	
CHEMBL419213	5362118
CHEMBL1200402	60496
CHEMBL435	3639
CHEMBL2062335	6420057
CHEMBL1422	4369359
CHEMBL4302512	
CHEMBL1200879	16204922
CHEMBL1201476	
CHEMBL852	460612
CHEMBL488	2145
CHEMBL3353410	71496458
CHEMBL92	148124
CHEMBL2108611	
CHEMBL1201550	
CHEMBL2108738	
CHEMBL34259	126941
CHEMBL1773	60953
CHEMBL467	3657
CHEMBL2110824	50225
CHEMBL3301589	
CHEMBL3286830	71731823
CHEMBL1789844	
CHEMBL3301574	
CHEMBL608533	9829523
CHEMBL1750	119182
CHEMBL888	60750
CHEMBL46286	285033
CHEMBL1201585	
CHEMBL2043437	25166913
CHEMBL447629	656655
CHEMBL460287	16058
CHEMBL3989958	71657455
CHEMBL1096885	454216
CHEMBL1024	3690
CHEMBL3545131	
CHEMBL3402762	25171648
CHEMBL2403108	57379345
CHEMBL180022	9915743
CHEMBL271227	9821849
CHEMBL451887	11556711
CHEMBL3301610	46220502
CHEMBL98	5311
CHEMBL428647	36314
CHEMBL553	176870
CHEMBL4297573	
CHEMBL941	5291
CHEMBL24828	3081361
CHEMBL189963	5330286
CHEMBL3137320	135565082
CHEMBL1200796	22420
CHEMBL408513	6918638
CHEMBL4298124	
CHEMBL1455	2123
CHEMBL1201752	6445540
CHEMBL4594284	
CHEMBL1201129	451668
CHEMBL1743043	
CHEMBL3545252	148123
CHEMBL1201506	
CHEMBL185	3385
CHEMBL415606	16136245
CHEMBL1289601	9823820
CHEMBL1425	667490
CHEMBL3218576	135565596
CHEMBL553025	5311497
CHEMBL3183409	24872560
CHEMBL3989908	89683805
CHEMBL3707266	57334219
CHEMBL1201247	5311128
CHEMBL1171837	24826799
CHEMBL255863	644241
CHEMBL343448	5352062
CHEMBL289469	3510
CHEMBL90593	5881
CHEMBL1743047	
CHEMBL502835	135423438
CHEMBL1670	4211
CHEMBL3813873	25151352
CHEMBL254328	132971
CHEMBL452231	452548
CHEMBL2007641	
CHEMBL691	5991
CHEMBL414804	
CHEMBL3545376	67462786
CHEMBL11359	
CHEMBL1756	259329
CHEMBL84	60700
CHEMBL455186	9882105
CHEMBL383675	136106195
CHEMBL409	2375
CHEMBL717	6279
CHEMBL1201746	148121
CHEMBL1201182	6918289
CHEMBL1743082	
CHEMBL521686	23725625
CHEMBL554	208908
CHEMBL403664	5460769
CHEMBL1336	216239
CHEMBL58	4212
CHEMBL1908360	6442177
CHEMBL3545311	68165256
CHEMBL1201827	
CHEMBL2108581	
CHEMBL1651906	2733335
CHEMBL1585	4842
CHEMBL3545185	71481097
CHEMBL596	3345
CHEMBL3301587	
CHEMBL3039502	50905713
CHEMBL2068237	
CHEMBL601719	11626560
CHEMBL476	135398738
CHEMBL1619	20279
CHEMBL4298209	
CHEMBL1580	439693
CHEMBL1743010	
CHEMBL1742992	
CHEMBL1743048	
CHEMBL2107067	65157
CHEMBL3707227	
CHEMBL2105717	25102847
CHEMBL3545110	44631912
CHEMBL1173655	10184653
CHEMBL1351	
CHEMBL1200480	6917964
CHEMBL1201567	
CHEMBL513	2578
CHEMBL1117	42890
CHEMBL53463	31703
CHEMBL1201836	
CHEMBL132530	11273
CHEMBL2110732	11511120
CHEMBL1445	6446
CHEMBL3301612	50922675
CHEMBL727	2723601
CHEMBL4297522	86705695
CHEMBL1444	3902
CHEMBL1742982	
CHEMBL1399	2187
CHEMBL2146883	16222096
CHEMBL2362016	518605
CHEMBL417	41867
CHEMBL1946170	11167602
CHEMBL1201101	441404
CHEMBL1201748	9854073
CHEMBL1082407	15951529
CHEMBL3545432	56844015
CHEMBL3187723	10288191
CHEMBL1742994	
CHEMBL1201139	11683
CHEMBL705	449171
CHEMBL1229517	42611257
CHEMBL238071	11643449
CHEMBL1201577	
CHEMBL803	6253
CHEMBL134	2803
CHEMBL2141296	25183872
CHEMBL760	135409400
CHEMBL1200751	2724350
CHEMBL1252	16131215
CHEMBL481	60838
CHEMBL1201481	
CHEMBL38	444795
CHEMBL1614701	10127622
CHEMBL105	5746
CHEMBL1200721	444000
CHEMBL535	5329102
CHEMBL4297516	57327016
CHEMBL2110725	10629256
CHEMBL1201334	25074470
CHEMBL1743049	
CHEMBL1489	9444
CHEMBL3889654	46188928
CHEMBL3188267	25145656
CHEMBL1289926	6450551
CHEMBL2108727	
CHEMBL313972	71398
CHEMBL487253	65628
CHEMBL1201529	
CHEMBL515	2708
CHEMBL88	2907
CHEMBL939	123631
CHEMBL1743041	
CHEMBL20883	5386
CHEMBL288441	5328940
CHEMBL178	30323
CHEMBL3989939	67330085
CHEMBL43	2179
CHEMBL384467	5743
CHEMBL1289494	9911830
CHEMBL83	2733526
CHEMBL2103875	11707110
CHEMBL4297723	
CHEMBL810	5394
CHEMBL159	13342
CHEMBL1743007	
CHEMBL427	4033
CHEMBL3301582	
CHEMBL514	3950
CHEMBL1680	448601
CHEMBL1201583	
CHEMBL325041	387447
CHEMBL450449	108150
CHEMBL1237054	52945526
CHEMBL3989868	51039094
CHEMBL4297185	67171867
CHEMBL1201576	
CHEMBL2028663	44462760
CHEMBL2216870	11625818
CHEMBL1201568	
CHEMBL90555	5978
CHEMBL1200598	3032325
CHEMBL483254	6918837
CHEMBL118	2662
CHEMBL1201477	
CHEMBL4298047	
CHEMBL1200374	60198
CHEMBL1129	6256
CHEMBL1094636	24958200
CHEMBL1554	457193
CHEMBL1023	82146
CHEMBL1201458	
CHEMBL601	137
CHEMBL820	2478
CHEMBL225072	135410875
CHEMBL917	5790
CHEMBL4216467	71584930
CHEMBL1287853	16722836
CHEMBL1321	4915
CHEMBL4204794	118023034
CHEMBL671	5453
CHEMBL1683590	11354606
CHEMBL3833373	
CHEMBL1096562	157922
CHEMBL2105737	24775005
CHEMBL225071	135400182
CHEMBL1358	104741
CHEMBL1274	4493
CHEMBL473417	24776445
CHEMBL1488	6194
CHEMBL1421	3062316
CHEMBL2396661	56649450
CHEMBL1200645	6918092
CHEMBL1738797	49806720
CHEMBL3137309	49846579
CHEMBL1789941	25126798
CHEMBL411	448537
CHEMBL44657	36462
CHEMBL167731	134019
CHEMBL3301622	49803313
CHEMBL3137343	
CHEMBL1200981	65348
CHEMBL3137342	
CHEMBL1096882	30751
CHEMBL1743062	
CHEMBL806	3397
CHEMBL1655	3005573
CHEMBL477772	10113978
CHEMBL1983268	25141092
CHEMBL1201255	25077993
CHEMBL1201199	657181
CHEMBL2108546	
CHEMBL4297844	
CHEMBL1201112	3011155
CHEMBL1173055	9931954
CHEMBL2108989	
CHEMBL3137342	
CHEMBL818	60860
CHEMBL1615779	71184
CHEMBL4297984	
CHEMBL53463	31703
CHEMBL359744	443939
CHEMBL1908361	135500522
CHEMBL1908841	135398559
CHEMBL2105717	25102847
CHEMBL2103868	25102846
CHEMBL1336	216239
CHEMBL1201733	11525740
CHEMBL2108738	
CHEMBL1289926	6450551
CHEMBL477772	10113978
CHEMBL1567	6456015
CHEMBL1200485	406563
CHEMBL535	5329102
CHEMBL1201583	
CHEMBL1336	216239
CHEMBL1289601	9823820
CHEMBL2105717	25102847
CHEMBL1200485	406563
CHEMBL2103868	25102846
CHEMBL24828	3081361
CHEMBL1908359	24266
CHEMBL1433	54671203
CHEMBL790	9552079
CHEMBL1200699	54684461
CHEMBL1200881	54685925
CHEMBL4297088	9552081
CHEMBL1434	54675783
CHEMBL1200688	443953
CHEMBL3185958	60974
CHEMBL2355051	2800
CHEMBL2021423	24083
CHEMBL435	3639
CHEMBL585	5546
CHEMBL842	2720
CHEMBL3989857	24843
CHEMBL406	3702
CHEMBL1393	5833
CHEMBL878	4170
CHEMBL1055	2732
CHEMBL806	3397
CHEMBL1200969	6918296
CHEMBL4297185	67171867
CHEMBL271227	9821849
CHEMBL1201334	25074470
CHEMBL2111187	
CHEMBL2028987	16186010
CHEMBL3183409	24872560
CHEMBL1201748	9854073
CHEMBL2107816	
CHEMBL1201199	657181
CHEMBL1200775	657180
CHEMBL710	57363
CHEMBL2095207	14989482
CHEMBL282468	6209
CHEMBL1800159	10348973
CHEMBL415606	16136245
CHEMBL58	4212
CHEMBL1200554	25074469
CHEMBL924	68740
CHEMBL1201255	25077993
CHEMBL1417019	51082
CHEMBL1082407	15951529
CHEMBL1200509	25084151
CHEMBL1274	4493
CHEMBL503160	444972
CHEMBL2364648	
CHEMBL846	5280453
CHEMBL635	5865
CHEMBL416	4114
CHEMBL1657	5381
CHEMBL1200666	5288783
CHEMBL1131	5284513
CHEMBL46469	2202
CHEMBL1200384	21800
CHEMBL34259	126941
CHEMBL1201580	
CHEMBL160	5284373
CHEMBL384467	5743
CHEMBL1743068	
CHEMBL3988900	3007857
CHEMBL1201572	
CHEMBL1201581	
CHEMBL464	5282375
CHEMBL1200953	636398
CHEMBL514800	11561674
CHEMBL989	6215
CHEMBL1766	5311067
CHEMBL1200908	6918178
CHEMBL1742996	
CHEMBL131	5755
CHEMBL24171	2355
CHEMBL1201835	
CHEMBL582	3776
CHEMBL2108681	
CHEMBL424	338
CHEMBL1159650	32798
CHEMBL2108232	
CHEMBL1201302	9400
CHEMBL1475	5585
CHEMBL3990029	
CHEMBL2105611	5283734
CHEMBL2021430	16961
CHEMBL1743034	
CHEMBL1257040	66064
CHEMBL4297533	91971505
CHEMBL2070241	9941379
CHEMBL231068	6918248
CHEMBL422	5566
CHEMBL71	2726
CHEMBL1200854	3388
CHEMBL1200986	52919
CHEMBL717	6279
CHEMBL2105704	11237762
CHEMBL1289926	6450551
CHEMBL1289601	9823820
CHEMBL535	5329102
CHEMBL1201583	
CHEMBL1201182	6918289
CHEMBL1336	216239
CHEMBL4585668	117947097
CHEMBL1567	6456015
CHEMBL2105717	25102847
CHEMBL477772	10113978
CHEMBL1201733	11525740
CHEMBL2105756	11547978
CHEMBL1289494	9911830
CHEMBL1200485	406563
CHEMBL1908360	6442177
CHEMBL2103868	25102846
CHEMBL2108738	
CHEMBL1201586	
CHEMBL2010601	16220172
CHEMBL1200737	452110
CHEMBL1229908	9363
CHEMBL1200689	145068
CHEMBL1754	3156
CHEMBL2104607	5497
CHEMBL1183717	33887
CHEMBL582	3776
CHEMBL650	6741
CHEMBL3989777	71433
CHEMBL571	3825
CHEMBL521	3672
CHEMBL898	3059
CHEMBL131	5755
CHEMBL1201831	
CHEMBL1200386	6714002
CHEMBL139	3033
CHEMBL1201833	
CHEMBL6	3715
CHEMBL2105759	44205240
CHEMBL527	54676228
CHEMBL1201320	9568614
CHEMBL622	3308
CHEMBL1297	3342
CHEMBL2103736	64747
CHEMBL1201302	9400
CHEMBL384467	5743
CHEMBL1070	4409
CHEMBL1366	
CHEMBL1690	12947
CHEMBL1650	5745
CHEMBL1562610	23663959
CHEMBL609	5565
CHEMBL902	5702160
CHEMBL154	156391
CHEMBL1535	3652
CHEMBL421	5339
CHEMBL1201576	
CHEMBL34259	126941
CHEMBL1201581	
CHEMBL599	54677470
CHEMBL2108730	
CHEMBL1200804	23667642
CHEMBL1201570	
CHEMBL1364144	5877
CHEMBL93645	71771
CHEMBL1201823	
CHEMBL15770	1548887
CHEMBL1071	4614
CHEMBL2146133	9568613
CHEMBL118	2662
CHEMBL1200613	23665411
CHEMBL635	5865
CHEMBL221959	9926791
CHEMBL1200806	23681059
CHEMBL1201265	16923
CHEMBL1034	5018304
CHEMBL1237022	
CHEMBL1542	2265
CHEMBL1201081	23680530
CHEMBL1020	5509
CHEMBL1200953	636398
CHEMBL1201580	
CHEMBL2021430	16961
CHEMBL960	3899
CHEMBL90593	5881
CHEMBL1504	6436
CHEMBL160	5284373
CHEMBL1430	5852
CHEMBL2103743	10174505
CHEMBL3622821	58557659
CHEMBL1201572	
CHEMBL509	4037
CHEMBL359744	443939
CHEMBL477772	10113978
CHEMBL53463	31703
CHEMBL3414621	66558664
CHEMBL1743049	
CHEMBL4594260	71761627
CHEMBL1201733	11525740
CHEMBL4065616	121304016
CHEMBL550	5910
CHEMBL1497	16533
CHEMBL2103854	54746485
CHEMBL1689772	54697325
CHEMBL1200989	636374
CHEMBL989	6215
CHEMBL1200845	443943
CHEMBL424	338
CHEMBL262777	14969
CHEMBL1451	31307
CHEMBL1091	5744
CHEMBL1200386	6714002
CHEMBL1200384	21800
CHEMBL896	3658
CHEMBL1159650	32798
CHEMBL1504	6436
CHEMBL1473	444036
CHEMBL1161	441336
CHEMBL1200908	6918178
CHEMBL1766	5311067
CHEMBL1200545	71414
CHEMBL1200953	636398
CHEMBL1501	9642
CHEMBL1683	26133
CHEMBL1200467	25096
CHEMBL1201012	15209
CHEMBL1201109	5311066
CHEMBL2105637	487101
CHEMBL2105638	11578213
CHEMBL1607	60699
CHEMBL84	60700
CHEMBL4650272	124081865
CHEMBL4297516	57327016
CHEMBL3301587	
CHEMBL3894860	68029831
CHEMBL1200645	6918092
CHEMBL1743068	
CHEMBL2108726	
CHEMBL467	3657
CHEMBL1201577	
CHEMBL61	10607
CHEMBL3085504	71587153
CHEMBL4297723	
CHEMBL403664	5460769
CHEMBL1148	41781
CHEMBL1615369	135566083
CHEMBL24	2249
CHEMBL2364655	
CHEMBL2062335	6420057
CHEMBL2107386	10077129
CHEMBL434394	71301
CHEMBL398435	9871419
CHEMBL1639	5493444
CHEMBL27	4946
CHEMBL1201288	6914273
CHEMBL1717	65335
CHEMBL1422	4369359
CHEMBL1592	54892
CHEMBL493982	10077130
CHEMBL1014	2540
CHEMBL2028661	135409642
CHEMBL1694	5362123
CHEMBL1083385	115366
CHEMBL1069	60846
CHEMBL13	4171
CHEMBL419213	5362118
CHEMBL1200879	16204922
CHEMBL1491	2162
CHEMBL1671	62882
CHEMBL1201593	
CHEMBL2103795	23699544
CHEMBL928	6604100
CHEMBL393220	60822
CHEMBL649	39147
CHEMBL1200402	60496
CHEMBL231779	10182969
CHEMBL1201011	54891
CHEMBL191	3961
CHEMBL995	11476710
CHEMBL2105682	44610678
CHEMBL1237	5362119
CHEMBL1464	54678486
CHEMBL833	5472
CHEMBL1168	5362129
CHEMBL118	2662
CHEMBL1201731	9933004
CHEMBL1269025	10280735
CHEMBL932	3108
CHEMBL1200692	130881
CHEMBL539697	135565674
CHEMBL1095097	443872
CHEMBL1017	65999
CHEMBL1201174	11591741
CHEMBL25	2244
CHEMBL838	5362124
CHEMBL1064	54454
CHEMBL1771	60606
CHEMBL4594262	44481893
CHEMBL3545059	6918427
CHEMBL1487	60823
CHEMBL3039504	135476717
CHEMBL502835	135423438
CHEMBL1237022	
CHEMBL1200762	65478
CHEMBL1550	5284607
CHEMBL1200538	443967
CHEMBL1201346	54585
CHEMBL131	5755
CHEMBL650	6741
CHEMBL384467	5743
CHEMBL1200953	636398
CHEMBL389621	5754
CHEMBL425	22419
CHEMBL1201581	
CHEMBL1201833	
CHEMBL1200760	135413496
CHEMBL1201013	135413505
CHEMBL635	5865
CHEMBL421	5339
CHEMBL1743087	
CHEMBL2021430	16961
CHEMBL1201580	
CHEMBL582	3776
CHEMBL1201302	9400
CHEMBL1370	5281004
CHEMBL704	4075
CHEMBL1201207	107782
CHEMBL1201558	
CHEMBL1201529	
CHEMBL467	3657
CHEMBL1789844	
CHEMBL3137343	
CHEMBL1201561	
CHEMBL2108738	
CHEMBL3301612	50922675
CHEMBL1229517	42611257
CHEMBL476	135398738
CHEMBL2028663	44462760
CHEMBL2105729	44516822
CHEMBL1201438	
CHEMBL3187723	10288191
CHEMBL1090	21704
CHEMBL223228	64139
CHEMBL1323	213039
CHEMBL231813	3010818
CHEMBL1259059	45375808
CHEMBL593	5625
CHEMBL308954	193962
CHEMBL57	4463
CHEMBL3137312	56640146
CHEMBL501849	24873435
CHEMBL115	5362440
CHEMBL61	10607
CHEMBL1664	131536
CHEMBL374731	159269
CHEMBL182	135398740
CHEMBL1201187	3002977
CHEMBL1540	135398748
CHEMBL1229	65028
CHEMBL254316	54671008
CHEMBL222813	60855
CHEMBL1460	135398739
CHEMBL1380	441300
CHEMBL922	60871
CHEMBL116	65016
CHEMBL1163	148192
CHEMBL713	135398508
CHEMBL1229211	54726191
CHEMBL2063090	44603531
CHEMBL175691	6451164
CHEMBL666	3415
CHEMBL1200453	12620
CHEMBL880	3324
CHEMBL1241951	45138674
CHEMBL2403238	54713659
CHEMBL4297503	124081896
CHEMBL853	24066
CHEMBL1538	5481350
CHEMBL114	441243
CHEMBL222559	54682461
CHEMBL1643	37542
CHEMBL2107825	9574768
CHEMBL991	18283
CHEMBL2364608	58460047
CHEMBL163	392622
CHEMBL3833327	135449284
CHEMBL3039514	71661251
CHEMBL129	35370
CHEMBL1201314	135413535
CHEMBL3301594	11319217
CHEMBL2023898	25154714
CHEMBL584	64143
CHEMBL1743029	
CHEMBL1201723	
CHEMBL525076	16130199
CHEMBL1282	57469
CHEMBL1257073	16124688
CHEMBL139367	154234
CHEMBL141	60825
CHEMBL4297711	
CHEMBL885	60877
CHEMBL152	60613
CHEMBL204656	5277135
CHEMBL959	5071
CHEMBL1349	135398742
CHEMBL3833405	137225141
CHEMBL788	5905
CHEMBL184	135398513
CHEMBL218394	10324367
CHEMBL1735	5462355
CHEMBL2107825	9574768
CHEMBL222559	54682461
CHEMBL991	18283
CHEMBL2364637	71492247
CHEMBL885	60877
CHEMBL254316	54671008
CHEMBL163	392622
CHEMBL1743029	
CHEMBL1380	441300
CHEMBL518520	23668479
CHEMBL1628504	11711114
CHEMBL1201187	3002977
CHEMBL129	35370
CHEMBL1200678	158550
CHEMBL115	5362440
CHEMBL1323	213039
CHEMBL308954	193962
CHEMBL182	135398740
CHEMBL223228	64139
CHEMBL525076	16130199
CHEMBL584	64143
CHEMBL64	3767
CHEMBL1538	5481350
CHEMBL529	447043
CHEMBL444633	135415564
CHEMBL1201565	
CHEMBL1200734	131535
CHEMBL57	4463
CHEMBL2364608	58460047
CHEMBL1201621	
CHEMBL204656	5277135
CHEMBL1213165	46216142
CHEMBL2403238	54713659
CHEMBL729	92727
CHEMBL1201127	23725083
