DrugID	CID	
CHEMBL1040	5283731
CHEMBL1201565	
CHEMBL3544973	16007393
CHEMBL1201492	
CHEMBL1200340	78000
CHEMBL1201621	
CHEMBL3301597	
CHEMBL1201798	3085017
CHEMBL3545184	71511839
CHEMBL1594	6613
CHEMBL1622	135398658
CHEMBL995	11476710
CHEMBL1055	2732
CHEMBL1200823	
CHEMBL846	5280453
CHEMBL3544909	6441383
CHEMBL1201284	156419
CHEMBL435	3639
CHEMBL2096647	
CHEMBL1200810	5281107
CHEMBL196	54670067
CHEMBL842	2720
CHEMBL1200776	156418
CHEMBL1200622	5281104
CHEMBL1229	65028
CHEMBL573	938
CHEMBL2110563	
CHEMBL1364	1054
CHEMBL405	3007
CHEMBL1697733	7045767
CHEMBL3544971	5825
CHEMBL1177	4723
CHEMBL71752	443955
CHEMBL2106483	71424
CHEMBL1702	54840
CHEMBL2142890	185
CHEMBL4301162	134823896
CHEMBL1705	20179
CHEMBL796	4158
CHEMBL4297620	10130337
CHEMBL3833347	10356190
CHEMBL1373	4236
CHEMBL501	222898
CHEMBL4298139	134823897
CHEMBL36715	4843
CHEMBL904	154100
CHEMBL252556	3686
CHEMBL1200494	71401
CHEMBL1201178	11597697
CHEMBL306700	5666
CHEMBL113	2519
CHEMBL827	154101
CHEMBL254857	3351
CHEMBL641	54841
CHEMBL1722	9280
CHEMBL1201222	11597698
CHEMBL134	2803
CHEMBL612	5826
CHEMBL1201201	10836
CHEMBL1200952	66124
CHEMBL3989844	44148177
CHEMBL1201192	9690109
CHEMBL862	3519
CHEMBL607	4058
CHEMBL2106627	9844225
CHEMBL459324	5462328
CHEMBL17860	30668
CHEMBL511142	9848990
CHEMBL1701	5750
CHEMBL1237044	5523
CHEMBL2103744	6321225
CHEMBL398707	5284570
CHEMBL3137321	76314940
CHEMBL299400	24840146
CHEMBL3137310	76322220
CHEMBL1237065	9971980
CHEMBL33986	5361092
CHEMBL485	5284371
CHEMBL612	5826
CHEMBL1201178	11597697
CHEMBL651	4095
CHEMBL1201099	9953630
CHEMBL1237055	5462347
CHEMBL1201222	11597698
CHEMBL70	5288826
CHEMBL656	5284603
CHEMBL1200825	14184
CHEMBL1514	15130
CHEMBL84	60700
CHEMBL53463	31703
CHEMBL1607	60699
CHEMBL521686	23725625
CHEMBL359744	443939
CHEMBL1351	
CHEMBL1506	443382
CHEMBL1201081	23680530
CHEMBL1200688	443953
CHEMBL1530428	236702
CHEMBL1200588	16051951
CHEMBL1200934	6540478
CHEMBL33	149096
CHEMBL1200881	54685925
CHEMBL4594252	14769
CHEMBL1238	2266
CHEMBL1231574	135398561
CHEMBL1201302	9400
CHEMBL3707313	11518241
CHEMBL2105487	402
CHEMBL1043	2955
CHEMBL38	444795
CHEMBL1200632	16052038
CHEMBL1201064	240767
CHEMBL650	6741
CHEMBL1433	54671203
CHEMBL1509	68873
CHEMBL130	5959
CHEMBL573	938
CHEMBL3833314	24564
CHEMBL384467	5743
CHEMBL3833401	24012
CHEMBL1615371	135564391
CHEMBL532	12560
CHEMBL290106	2406
CHEMBL1201289	16052039
CHEMBL1201281	656580
CHEMBL2364633	71296095
CHEMBL1200729	656833
CHEMBL1434	54675783
CHEMBL2021430	16961
CHEMBL1201146	5832
CHEMBL986	445354
CHEMBL3989740	54686183
CHEMBL1140	936
CHEMBL1200600	9878
CHEMBL24147	5054
CHEMBL455	5320
CHEMBL424	338
CHEMBL547	5282379
CHEMBL1265	60164
CHEMBL1200370	7187
CHEMBL1723241	6419954
CHEMBL1753	446598
CHEMBL1201265	16923
CHEMBL1657	5381
CHEMBL3184512	443385
CHEMBL1622	135398658
CHEMBL2364632	54681908
CHEMBL691	5991
CHEMBL2103737	
CHEMBL1200699	54684461
CHEMBL1201581	
CHEMBL1201302	9400
CHEMBL1200806	23681059
CHEMBL1201572	
CHEMBL118	2662
CHEMBL131	5755
CHEMBL1201831	
CHEMBL2146133	9568613
CHEMBL1201320	9568614
CHEMBL384467	5743
CHEMBL582	3776
CHEMBL635	5865
CHEMBL2021430	16961
CHEMBL6	3715
CHEMBL1201580	
CHEMBL1201833	
CHEMBL154	156391
CHEMBL1200875	441345
CHEMBL1493	3354
CHEMBL1200879	16204922
CHEMBL1201202	5282448
CHEMBL539697	135565674
CHEMBL1201460	
CHEMBL1201414	
CHEMBL1201657	
CHEMBL198362	9875401
CHEMBL1269025	10280735
CHEMBL1201662	
CHEMBL2105682	44610678
CHEMBL1464	54678486
CHEMBL231779	10182969
CHEMBL1201476	
CHEMBL1200644	636380
CHEMBL1615369	135566083
CHEMBL6622	6883
CHEMBL730	4510
CHEMBL23	39186
CHEMBL27	4946
CHEMBL649	39147
CHEMBL1200402	60496
CHEMBL24	2249
CHEMBL1404	56959
CHEMBL1671	62882
CHEMBL1487	60823
CHEMBL1055	2732
CHEMBL2356097	62937
CHEMBL13	4171
CHEMBL393220	60822
CHEMBL1014	2540
CHEMBL2062335	6420057
CHEMBL435	3639
CHEMBL1311	27661
CHEMBL1697	62920
CHEMBL1491	2162
CHEMBL573	938
CHEMBL690	16759173
CHEMBL503	53232
CHEMBL3545313	10472693
CHEMBL1744447	5282455
CHEMBL1496	446157
CHEMBL1144	54687
CHEMBL1200848	169870
CHEMBL1201192	9690109
CHEMBL4297212	67583702
CHEMBL4297620	10130337
CHEMBL494753	3001028
CHEMBL1511	13791
CHEMBL1201468	
CHEMBL1200430	9818306
CHEMBL1201649	
CHEMBL1200973	9403
CHEMBL1201467	
CHEMBL1200980	5284555
CHEMBL1708	62878
CHEMBL1201466	
CHEMBL490	43815
CHEMBL2105395	3036505
CHEMBL4298150	46700777
CHEMBL2108041	
CHEMBL2336071	44599207
CHEMBL1201605	
CHEMBL1220	5479
CHEMBL137	4173
CHEMBL3184512	443385
CHEMBL498847	71815
CHEMBL316561	4922
CHEMBL1201186	
CHEMBL1503	4594
CHEMBL1502	4679
CHEMBL480	3883
CHEMBL1201863	9578005
CHEMBL2146133	9568613
CHEMBL3183075	4513
CHEMBL3989559	23684923
CHEMBL1200470	23674541
CHEMBL30	2756
CHEMBL1219	5029
CHEMBL1200930	14720269
CHEMBL1790041	5039
CHEMBL499915	636403
CHEMBL1201320	9568614
CHEMBL2146140	16048656
CHEMBL9967	4848
CHEMBL3989780	134129852
CHEMBL902	5702160
CHEMBL606	5282381
CHEMBL1353	516892
CHEMBL2367706	73355910
CHEMBL2111286	62984
CHEMBL657	3100
CHEMBL1607273	55182
CHEMBL1719	5282402
CHEMBL1626	26987
CHEMBL2021430	16961
CHEMBL1716	13770
CHEMBL1370	5281004
CHEMBL1200724	9581
CHEMBL864	2564
CHEMBL762	4636
CHEMBL1200927	5281070
CHEMBL1215	6041
CHEMBL1200618	63002
CHEMBL1172	124087
CHEMBL1473	444036
CHEMBL1200791	66259
CHEMBL1676	9854489
CHEMBL1200339	5284443
CHEMBL2146146	12310714
CHEMBL3989855	9802673
CHEMBL643	4927
CHEMBL1201006	5284451
CHEMBL914	3348
CHEMBL639	2267
CHEMBL1200974	5282409
CHEMBL1189432	5281071
CHEMBL1201190	9955977
CHEMBL1200681	23663996
CHEMBL998	3957
CHEMBL211456	9294
CHEMBL1161	441336
CHEMBL517712	174174
CHEMBL511	4992
CHEMBL504760	159055
CHEMBL1200638	6433334
CHEMBL679	5816
CHEMBL761	4436
CHEMBL384467	5743
CHEMBL1201191	1549000
CHEMBL635	5865
CHEMBL1201287	16960
CHEMBL1706	11079
CHEMBL1200750	6014
CHEMBL1000	2678
CHEMBL1200500	21700
CHEMBL1200809	54360
CHEMBL516	2913
CHEMBL1621597	657309
CHEMBL787	5281040
CHEMBL1200795	5281069
CHEMBL1504	6436
CHEMBL3188034	5284472
CHEMBL1590	7028
CHEMBL1201353	33036
CHEMBL1201089	174697
CHEMBL2040682	6918155
CHEMBL1523964	5359318
CHEMBL855	5282443
CHEMBL2134724	16738693
CHEMBL1201302	9400
CHEMBL3988900	3007857
CHEMBL1200612	521951
CHEMBL657	3100
CHEMBL1198	4886
CHEMBL2108200	
CHEMBL1201136	
CHEMBL424	338
CHEMBL256087	1254
CHEMBL1200522	51040
CHEMBL1201089	174697
CHEMBL79	3676
CHEMBL3183184	21630
CHEMBL1201171	73957
CHEMBL278172	2337
CHEMBL1086	3025
CHEMBL1625	4632
CHEMBL3183184	21630
CHEMBL1323699	30541
CHEMBL38	444795
CHEMBL1201147	22571
CHEMBL537	785
CHEMBL989	6215
CHEMBL1200522	51040
CHEMBL1200979	131204
CHEMBL2095222	
CHEMBL1200946	9677
CHEMBL1201657	
CHEMBL384467	5743
CHEMBL1201513	
CHEMBL602	6058
CHEMBL196	54670067
CHEMBL1749	8759
CHEMBL4297852	
CHEMBL1201593	
CHEMBL1200574	5234
CHEMBL1200412	229455
CHEMBL986	445354
CHEMBL413	5284616
CHEMBL1141	4875
CHEMBL160	5284373
CHEMBL3989507	636371
CHEMBL600	12035
CHEMBL2048028	11965427
CHEMBL1534	493570
CHEMBL4297536	
CHEMBL4297537	
CHEMBL1742982	
CHEMBL1201583	
CHEMBL1129	6256
CHEMBL1201827	
CHEMBL118	2662
CHEMBL1946170	11167602
CHEMBL1201577	
CHEMBL117785	6018
CHEMBL3137326	45255840
CHEMBL1201162	6918132
CHEMBL1201216	3033538
CHEMBL218490	5284549
CHEMBL1963683	9868491
CHEMBL1200799	5282226
CHEMBL220491	68844
CHEMBL1201002	40127
CHEMBL2364612	11156438
CHEMBL844	2435
CHEMBL499	33624
CHEMBL1200870	5281056
CHEMBL1691	107952
CHEMBL19	4100
CHEMBL4594251	90410375
CHEMBL550	5910
CHEMBL839	2583
CHEMBL1200963	5311027
CHEMBL423	2369
CHEMBL1051	5311221
CHEMBL4594250	66599893
CHEMBL2062257	11236066
CHEMBL1201044	6917787
CHEMBL802	4201
CHEMBL710	57363
CHEMBL473417	24776445
CHEMBL2105737	24775005
CHEMBL3137317	45138699
CHEMBL4297723	
CHEMBL1282	57469
CHEMBL185	3385
CHEMBL374731	159269
CHEMBL922	60871
CHEMBL1486	6398764
CHEMBL1201560	
CHEMBL713	135398508
CHEMBL1538	5481350
CHEMBL141	60825
CHEMBL1201558	
CHEMBL2095209	9831415
CHEMBL1200986	52919
CHEMBL71	2726
CHEMBL54	3559
CHEMBL2023898	25154714
CHEMBL1201561	
CHEMBL1201558	
CHEMBL1259059	45375808
CHEMBL3545062	67683363
CHEMBL2063090	44603531
CHEMBL3545123	58031952
CHEMBL218394	10324367
CHEMBL461101	135449332
CHEMBL3707372	122197547
CHEMBL3039514	71661251
CHEMBL3137312	56640146
CHEMBL163	392622
CHEMBL2303621	25154713
CHEMBL1201560	
CHEMBL3391662	45110509
CHEMBL3544985	73671732
CHEMBL501849	24873435
CHEMBL3989691	135449331
CHEMBL3545363	66828839
CHEMBL3127326	54767916
CHEMBL2374220	67505836
CHEMBL1643	37542
CHEMBL193	4485
CHEMBL23	39186
CHEMBL1697	62920
CHEMBL600	12035
CHEMBL2108709	
CHEMBL1339	135438569
CHEMBL1520	135400189
CHEMBL495	5280723
CHEMBL192	135398744
CHEMBL19224	4680
CHEMBL1737	135413523
CHEMBL1963681	9869929
CHEMBL53	6005
CHEMBL779	110635
CHEMBL15245	8969
CHEMBL159226	4260
CHEMBL1538	5481350
CHEMBL2364637	71492247
CHEMBL141	60825
CHEMBL713	135398508
CHEMBL2107825	9574768
CHEMBL374731	159269
CHEMBL1201558	
CHEMBL1201560	
CHEMBL1486	6398764
CHEMBL922	60871
CHEMBL1709	63009
CHEMBL1201082	62857
CHEMBL490	43815
CHEMBL415	2801
CHEMBL1409	9560989
CHEMBL1708	62878
CHEMBL809	68617
CHEMBL814	5324346
CHEMBL41	3386
CHEMBL1200710	68539
CHEMBL1680	448601
CHEMBL1200480	6917964
CHEMBL894	444
CHEMBL1698	62884
CHEMBL1200759	135413494
CHEMBL760	135409400
CHEMBL842	2720
CHEMBL1201231	72078
CHEMBL2021430	16961
CHEMBL1201625	
CHEMBL384467	5743
CHEMBL1144	54687
CHEMBL88	2907
CHEMBL1200538	443967
CHEMBL1055	2732
CHEMBL1200796	22420
CHEMBL585	5546
CHEMBL1201302	9400
CHEMBL456	3278
CHEMBL1364144	5877
CHEMBL435	3639
CHEMBL690	16759173
CHEMBL1393	5833
CHEMBL1201014	441409
CHEMBL1650	5745
CHEMBL1072	2471
CHEMBL635	5865
CHEMBL131	5755
CHEMBL35	3440
CHEMBL2109334	
CHEMBL3833307	
CHEMBL896	3658
CHEMBL1200467	25096
CHEMBL2108594	
CHEMBL3707326	
CHEMBL1350	60937
CHEMBL3707306	6918182
CHEMBL923	5245
CHEMBL834	4674
CHEMBL871	3305
CHEMBL1237023	
CHEMBL2107175	3052774
CHEMBL870	2088
CHEMBL997	60852
CHEMBL924	68740
CHEMBL2109016	
CHEMBL2109171	
CHEMBL2107874	
CHEMBL675	16760285
CHEMBL3989767	16133812
CHEMBL870	2088
CHEMBL924	68740
CHEMBL1201066	62923
CHEMBL490	43815
CHEMBL637	5656
CHEMBL452	2802
CHEMBL1708	62878
CHEMBL661	2118
CHEMBL741	3878
CHEMBL108	2554
CHEMBL493982	10077130
CHEMBL1083385	115366
CHEMBL2107386	10077129
CHEMBL1771	60606
CHEMBL4297955	
CHEMBL1201649	
CHEMBL1201468	
CHEMBL1201464	
CHEMBL1511	13791
CHEMBL494753	3001028
CHEMBL1200973	9403
CHEMBL1200980	5284555
CHEMBL3989777	71433
CHEMBL609	5565
CHEMBL1551	31401
CHEMBL566315	447715
CHEMBL652	3356
CHEMBL6966	2520
CHEMBL1201335	3494
CHEMBL315838	48041
CHEMBL517	3114
CHEMBL1201486	
CHEMBL708	60854
CHEMBL1201020	30928
CHEMBL473	71329
CHEMBL1398126	68540
CHEMBL1199080	2431
CHEMBL79	3676
CHEMBL1375743	60853
CHEMBL533	60753
CHEMBL558	4178
CHEMBL27	4946
CHEMBL605	66068
CHEMBL1294	441074
CHEMBL1762	38945
CHEMBL1671	62882
CHEMBL640	4913
CHEMBL3707243	71680039
CHEMBL1095292	6100
CHEMBL633	2157
CHEMBL631	4932
CHEMBL2111112	9930049
CHEMBL1075	34633
CHEMBL3833382	98070685
CHEMBL945	16231
CHEMBL412873	7014
CHEMBL1200731	4873
CHEMBL1280	62969
CHEMBL184412	208898
CHEMBL589	5095
CHEMBL1628502	9883933
CHEMBL1303	59227
CHEMBL301265	119570
CHEMBL1200411	68727
CHEMBL940	3446
CHEMBL3182733	166589
CHEMBL1622	135398658
CHEMBL1201544	
CHEMBL2109092	
CHEMBL604	
CHEMBL1477036	11339
CHEMBL2110563	
CHEMBL2359370	
CHEMBL1355	6224
CHEMBL591665	23667548
CHEMBL1200539	10112
CHEMBL4298110	
CHEMBL848	216326
CHEMBL2108597	
CHEMBL2103742	
CHEMBL1200941	6202
CHEMBL857	171548
CHEMBL1200557	
CHEMBL3833303	
CHEMBL573	938
CHEMBL1200823	
CHEMBL1200756	6019
CHEMBL2021423	24083
CHEMBL3991443	
CHEMBL196	54670067
CHEMBL1547	1130
CHEMBL3707208	
CHEMBL1534	493570
CHEMBL1705709	
CHEMBL2103737	
CHEMBL3039545	
CHEMBL1141	4875
CHEMBL1042	5280795
CHEMBL1200640	
CHEMBL3988900	3007857
CHEMBL1201867	
CHEMBL3707314	
CHEMBL1201645	
CHEMBL582	3776
CHEMBL1201566	
CHEMBL1200830	
CHEMBL1140	936
CHEMBL1364	1054
CHEMBL1200929	24424
CHEMBL1963684	
CHEMBL1201565	
CHEMBL1905872	23673837
CHEMBL1588	6042
CHEMBL3707232	
CHEMBL3989857	24843
CHEMBL1504	6436
CHEMBL832	5342
CHEMBL1200806	23681059
CHEMBL2105720	53465279
CHEMBL6	3715
CHEMBL1201594	
CHEMBL107	6167
CHEMBL1237025	
CHEMBL119423	135445058
CHEMBL131	5755
CHEMBL897	4911
CHEMBL1467	135401907
CHEMBL384467	5743
CHEMBL1164729	134018
CHEMBL154	156391
CHEMBL388590	2333
CHEMBL2021430	16961
CHEMBL1650	5745
CHEMBL635	5865
CHEMBL1201302	9400
CHEMBL1201302	9400
CHEMBL1650	5745
CHEMBL2021430	16961
CHEMBL384467	5743
CHEMBL635	5865
CHEMBL679	5816
CHEMBL1430	5852
CHEMBL2364639	24795069
CHEMBL3989517	3086674
CHEMBL3707248	92042922
CHEMBL3989777	71433
CHEMBL1200928	11192
CHEMBL3184986	2724192
CHEMBL609	5565
CHEMBL1945778	10048368
CHEMBL1024	3690
CHEMBL1201577	
CHEMBL1201460	
CHEMBL512351	10275777
CHEMBL1095292	6100
CHEMBL1083993	441325
CHEMBL1199080	2431
CHEMBL633	2157
CHEMBL1773	60953
CHEMBL1201583	
CHEMBL178	30323
CHEMBL803	6253
CHEMBL2146133	9568613
CHEMBL30	2756
CHEMBL1790041	5039
CHEMBL1440	54675776
CHEMBL1741	84029
CHEMBL1201186	
CHEMBL902	5702160
CHEMBL1219	5029
CHEMBL2110372	47909
CHEMBL454950	54704426
CHEMBL1082	33613
CHEMBL3989780	134129852
CHEMBL1201863	9578005
CHEMBL2367706	73355910
CHEMBL1503	4594
CHEMBL137	4173
CHEMBL606	5282381
CHEMBL1200470	23674541
CHEMBL2146140	16048656
CHEMBL3183075	4513
CHEMBL1201320	9568614
CHEMBL1200930	14720269
CHEMBL1742982	
CHEMBL1201421	
CHEMBL2218885	21872805
CHEMBL1201825	
CHEMBL448	4737
CHEMBL967	5391
CHEMBL1628227	3158
CHEMBL646	5556
CHEMBL3545367	56944144
CHEMBL1201089	174697
CHEMBL285674	3261
CHEMBL3989724	14434
CHEMBL1083659	24965990
CHEMBL1521	5719
CHEMBL911	5732
CHEMBL657	3100
CHEMBL1522	969472
CHEMBL1200472	4999
CHEMBL1218	208902
CHEMBL654	4205
CHEMBL3989820	13620391
CHEMBL968	3393
CHEMBL1628234	14675
CHEMBL2103741	23667619
CHEMBL1144	54687
CHEMBL672	3339
CHEMBL1200711	9831414
CHEMBL1201625	
CHEMBL1544	5920
CHEMBL1624	5819
CHEMBL690	16759173
CHEMBL1201716	
CHEMBL503	53232
CHEMBL1201119	23666110
CHEMBL231068	6918248
CHEMBL4297533	91971505
CHEMBL2070241	9941379
CHEMBL635	5865
CHEMBL384467	5743
CHEMBL1201302	9400
CHEMBL2021430	16961
CHEMBL3989871	49841217
CHEMBL289469	3510
CHEMBL1201782	135564864
CHEMBL3186492	59774
CHEMBL1108	3168
CHEMBL1471	135413536
CHEMBL1189679	6337614
CHEMBL1200887	68385
CHEMBL1199324	135413538
CHEMBL1200940	441347
CHEMBL1201256	5577
CHEMBL1720	6918303
CHEMBL86	4168
CHEMBL46	4595
CHEMBL2368925	3033818
CHEMBL2218896	39860
CHEMBL569713	3000322
CHEMBL243712	2159
CHEMBL2368924	6918119
CHEMBL2219425	49831411
CHEMBL54	3559
CHEMBL1423	16362
CHEMBL1200986	52919
CHEMBL2220442	5353627
CHEMBL1496	446157
CHEMBL1200402	60496
CHEMBL1201473	
CHEMBL393220	60822
CHEMBL1487	60823
CHEMBL3545191	
CHEMBL690	16759173
CHEMBL3989920	23696934
CHEMBL1201753	5282452
CHEMBL2218894	16760425
CHEMBL1138	150311
CHEMBL3545313	10472693
CHEMBL2219536	44564108
CHEMBL1744447	5282455
CHEMBL2109540	
CHEMBL2364655	
CHEMBL2105662	11274333
CHEMBL1144	54687
CHEMBL502097	44564107
CHEMBL1491	2162
CHEMBL1064	54454
CHEMBL354541	9853053
CHEMBL748	135445761
CHEMBL821	3520
CHEMBL3301611	9920716
CHEMBL354077	5918
CHEMBL211471	5824
CHEMBL278020	4456
CHEMBL1420	4884
CHEMBL1115	4991
CHEMBL812	7550
CHEMBL1200728	5742
CHEMBL1201018	51038
CHEMBL3301800	62977
CHEMBL3184906	92088
CHEMBL1200544	62921
CHEMBL1003	23665591
CHEMBL3183968	60196280
CHEMBL927	6915944
CHEMBL1201016	6526396
CHEMBL1541	5362065
CHEMBL777	5280980
CHEMBL161	5479530
CHEMBL529	447043
CHEMBL1095930	6321416
CHEMBL1082	33613
CHEMBL22	5578
CHEMBL1727	27447
CHEMBL1605	5282242
CHEMBL1741	84029
CHEMBL680	51039
CHEMBL3991035	
CHEMBL55	4735
CHEMBL290960	6842999
CHEMBL1631694	68792
CHEMBL361506	8813
CHEMBL830	3009
CHEMBL2079699	
CHEMBL125	3599
CHEMBL1330792	1985
CHEMBL869	5447130
CHEMBL110	31593
CHEMBL267345	118705500
CHEMBL125	3599
CHEMBL125	3599
CHEMBL1024	3690
CHEMBL957	104865
CHEMBL1908360	6442177
CHEMBL1852688	53235510
CHEMBL1834657	56669626
CHEMBL4297522	86705695
CHEMBL1631694	68792
CHEMBL1200922	6151
CHEMBL70418	2789
CHEMBL661	2118
CHEMBL2104356	33746
CHEMBL49	2477
CHEMBL451	2712
CHEMBL979	4064
CHEMBL12	3016
CHEMBL1697737	2811
CHEMBL970	31640
CHEMBL896	3658
CHEMBL277062	2441
CHEMBL969	4890
CHEMBL568	4616
CHEMBL580	3958
CHEMBL28333	4041
CHEMBL4164059	11551689
CHEMBL4297620	10130337
CHEMBL462605	9948102
CHEMBL4297212	67583702
CHEMBL211456	9294
CHEMBL2146102	65326
CHEMBL1200339	5284443
CHEMBL1215	6041
CHEMBL1523964	5359318
CHEMBL2103827	92974
CHEMBL1201576	
CHEMBL3989871	49841217
CHEMBL708	60854
CHEMBL1375743	60853
CHEMBL633	2157
CHEMBL1083993	441325
CHEMBL635	5865
CHEMBL131	5755
CHEMBL1650	5745
CHEMBL384467	5743
CHEMBL2021430	16961
CHEMBL1201302	9400
CHEMBL422	5566
CHEMBL85	5073
CHEMBL2105581	47979
CHEMBL22242	54477
CHEMBL54	3559
CHEMBL564	4926
CHEMBL12713	60149
CHEMBL708	60854
CHEMBL2028019	11154555
CHEMBL1200986	52919
CHEMBL1085	17676
CHEMBL14376	71360
CHEMBL1088	4078
CHEMBL2448613	11557104
CHEMBL1200854	3388
CHEMBL1423	16362
CHEMBL285802	5736
CHEMBL1697851	6762
CHEMBL1201170	13520
CHEMBL1764	72287
CHEMBL1201	941651
CHEMBL15023	5567
CHEMBL479	5452
CHEMBL46516	3396
CHEMBL42	135398737
CHEMBL567	4748
CHEMBL3187365	9903970
CHEMBL2111030	14670
CHEMBL1621	115237
CHEMBL26	5355
CHEMBL1200826	11125
CHEMBL2105760	11978813
CHEMBL908	667467
CHEMBL570	5568
CHEMBL460	23897
CHEMBL2107011	4640
CHEMBL304902	16351
CHEMBL1200951	3389
CHEMBL2106439	37767
CHEMBL2111101	10071196
CHEMBL1112	60795
CHEMBL243712	2159
CHEMBL831	3964
CHEMBL2103738	2724118
CHEMBL1237021	213046
CHEMBL251940	4747
CHEMBL1108	3168
CHEMBL728	4917
CHEMBL71	2726
CHEMBL716	5002
CHEMBL715	135398745
CHEMBL297302	16363
CHEMBL28218	2448
CHEMBL726	3372
CHEMBL1237021	213046
CHEMBL716	5002
CHEMBL85	5073
CHEMBL715	135398745
CHEMBL42	135398737
CHEMBL2105760	11978813
CHEMBL1112	60795
CHEMBL2107360	9852746
CHEMBL708	60854
CHEMBL54	3559
CHEMBL1621	115237
CHEMBL4297229	
CHEMBL1201353	33036
CHEMBL864	2564
CHEMBL1201191	1549000
CHEMBL679	5816
CHEMBL1200750	6014
CHEMBL1200974	5282409
CHEMBL1607273	55182
CHEMBL1200618	63002
CHEMBL1201190	9955977
CHEMBL998	3957
CHEMBL1626	26987
CHEMBL1200927	5281070
CHEMBL516	2913
CHEMBL1000	2678
CHEMBL896	3658
CHEMBL1716	13770
CHEMBL74	27503
CHEMBL1172	124087
CHEMBL1201589	
CHEMBL914	3348
CHEMBL1200467	25096
CHEMBL643	4927
CHEMBL428880	2882
CHEMBL1200795	5281069
CHEMBL1201353	33036
CHEMBL2028852	6918172
CHEMBL1200927	5281070
CHEMBL1200974	5282409
CHEMBL679	5816
CHEMBL2028850	6918173
CHEMBL864	2564
CHEMBL3545262	
CHEMBL3099695	44139752
CHEMBL2021430	16961
CHEMBL1200907	656583
CHEMBL1201302	9400
CHEMBL1200953	636398
CHEMBL157101	3823
CHEMBL1200386	6714002
CHEMBL1200932	65492
CHEMBL513	2578
CHEMBL1201093	157921
CHEMBL1096562	157922
CHEMBL2021430	16961
CHEMBL384467	5743
CHEMBL1650	5745
CHEMBL635	5865
CHEMBL1201302	9400
CHEMBL131	5755
CHEMBL71595	784
CHEMBL511142	9848990
CHEMBL1200825	14184
CHEMBL651	4095
CHEMBL704	4075
CHEMBL1771	60606
CHEMBL1174	448812
CHEMBL1083385	115366
CHEMBL1201772	6918456
CHEMBL398435	9871419
CHEMBL1201773	10158453
CHEMBL177	37768
CHEMBL4208954	38351
CHEMBL1059	5486971
CHEMBL99946	6917779
CHEMBL1200328	60834
CHEMBL4297064	13208114
CHEMBL259209	11622909
CHEMBL1175	60835
CHEMBL2105732	6917778
CHEMBL989	6215
CHEMBL1615438	54385
CHEMBL1201747	19371515
CHEMBL762	4636
CHEMBL746	50294
CHEMBL312448	5709
CHEMBL534	3827
CHEMBL761	4436
CHEMBL1201266	44564
CHEMBL1266	5419
CHEMBL639	2267
CHEMBL594	3219
CHEMBL428880	2882
CHEMBL844	2435
CHEMBL1215	6041
CHEMBL1189432	5281071
CHEMBL1106	3241
CHEMBL1200600	9878
CHEMBL1200762	65478
CHEMBL1200865	444025
CHEMBL1021	151075
CHEMBL1201173	247839
CHEMBL1200449	6216
CHEMBL1530428	236702
CHEMBL1200617	5311412
CHEMBL1549	223253
CHEMBL139	3033
CHEMBL1089221	2313
CHEMBL1201064	240767
CHEMBL424	338
CHEMBL1497	16533
CHEMBL1200384	21800
CHEMBL1200495	23694214
CHEMBL3989676	104811
CHEMBL2308885	71716069
CHEMBL989	6215
CHEMBL389621	5754
CHEMBL1200968	441406
CHEMBL1200878	21826
CHEMBL1091	5744
CHEMBL1228	4641
CHEMBL1201302	9400
CHEMBL1641	441407
CHEMBL977	16623
CHEMBL1077	60726
CHEMBL1200538	443967
CHEMBL1200562	5282494
CHEMBL469	3826
CHEMBL527	54676228
CHEMBL2021430	16961
CHEMBL1201207	107782
CHEMBL1650	5745
CHEMBL632	9782
CHEMBL131	5755
CHEMBL1200909	93055
CHEMBL1200376	5282492
CHEMBL1152	5834
CHEMBL1201109	5311066
CHEMBL384467	5743
CHEMBL1451	31307
CHEMBL6	3715
CHEMBL563	3394
CHEMBL1200989	636374
CHEMBL3707357	
CHEMBL1201421	
CHEMBL1201825	
CHEMBL2218885	21872805
CHEMBL1742982	
CHEMBL4594248	45055432
CHEMBL1201661	
CHEMBL3544909	6441383
CHEMBL1040	5283731
CHEMBL1201284	156419
CHEMBL3545184	71511839
CHEMBL1200622	5281104
CHEMBL1200810	5281107
CHEMBL416146	123619
CHEMBL527	54676228
CHEMBL189171	1981
CHEMBL521	3672
CHEMBL118	2662
CHEMBL15770	1548887
CHEMBL121626	610479
CHEMBL1366	
CHEMBL2354773	
CHEMBL469	3826
CHEMBL6	3715
CHEMBL302795	54677971
CHEMBL340978	39941
CHEMBL571	3825
CHEMBL509	4037
CHEMBL622	3308
CHEMBL12610	12555
CHEMBL865	119607
CHEMBL1070	4409
CHEMBL493287	439213
CHEMBL101	4781
CHEMBL94081	30951
CHEMBL23588	3371
CHEMBL404108	151166
CHEMBL41286	26248
CHEMBL1565476	26098
CHEMBL1430	5852
CHEMBL1560	44093
CHEMBL75435	667550
CHEMBL154	156391
CHEMBL56367	4495
CHEMBL15870	3718
CHEMBL19490	5733
CHEMBL139	3033
CHEMBL1071	4614
CHEMBL1569487	54690031
CHEMBL1452696	35455
CHEMBL94394	2466
CHEMBL1020	5509
CHEMBL3989676	104811
CHEMBL956	5359
CHEMBL599	54677470
CHEMBL306043	
CHEMBL93645	71771
